,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Matt Ryan, Atl",NO,36.00,43,31,448,3,0,0,3,15,0,0,0,0,0,0,0,0
1,"Matthew Stafford, Det",NYG,33.00,32,22,346,2,0,1,4,2,1,0,0,0,0,0,0,0
2,"Andrew Luck, Ind",@Den,29.00,53,35,370,2,2,0,5,19,1,0,0,0,0,0,0,0
3,"Peyton Manning, Den",Ind,28.00,36,22,269,3,0,0,4,-3,0,0,0,0,0,0,0,0
4,"Carson Palmer, Ari",SD,25.00,37,24,304,2,0,0,4,29,0,0,0,0,0,0,1,0
5,"Jake Locker, Ten",@KC,23.00,33,22,266,2,0,0,6,14,0,0,0,0,0,0,0,0
6,"Derek Anderson, Car",@TB,22.00,34,24,230,2,0,0,3,10,0,0,0,0,0,0,0,0
7,"Russell Wilson, Sea",GB,21.00,28,19,191,2,0,0,7,29,0,0,0,0,0,0,0,0
8,"Colin Kaepernick, SF",@Dal,21.00,23,16,201,2,0,0,5,11,0,0,0,0,0,0,0,0
9,"Chad Henne, Jax",@Phi,21.00,43,24,266,2,0,0,1,8,0,0,0,0,0,0,1,0
10,"Jay Cutler, Chi",Buf,21.00,49,34,349,2,2,0,0,0,0,0,0,0,0,0,0,0
11,"Nick Foles, Phi",Jax,20.00,45,27,322,2,1,0,0,0,0,0,0,0,0,0,2,0
12,"Andy Dalton, Cin",@Bal,20.00,38,25,301,1,0,1,6,3,0,0,0,0,0,0,0,0
13,"Ben Roethlisberger, Pit",Cle,18.00,34,23,365,1,1,0,3,8,0,0,0,0,0,0,0,0
14,"Matt Cassel, Min",@Stl,18.00,25,17,170,2,0,0,5,-3,0,0,0,0,0,0,0,0
15,"Derek Carr, Oak",@NYJ,18.00,32,20,151,2,0,0,1,-1,0,0,0,0,0,0,0,0
16,"Ryan Tannehill, Mia",NE,17.00,32,18,178,2,1,0,3,-2,0,0,0,0,0,0,0,0
17,"Josh McCown, TB",Car,17.00,35,22,183,2,2,0,3,27,0,0,0,0,0,0,0,0
18,"E.J. Manuel, Buf",@Chi,17.00,22,16,173,1,1,0,6,19,1,0,0,0,0,0,0,0
19,"Joe Flacco, Bal",Cin,17.00,62,35,345,1,1,0,3,7,0,0,0,0,0,0,0,0
20,"Drew Brees, NO",@Atl,17.00,42,29,333,1,1,0,1,2,0,0,0,0,0,0,0,0
21,"Ryan Fitzpatrick, Hou",Was,15.00,22,14,206,1,0,0,5,10,0,0,0,0,0,0,0,0
22,"Geno Smith, NYJ",Oak,14.00,28,23,221,1,1,0,10,38,0,0,0,0,0,0,1,0
23,"Philip Rivers, SD",@Ari,14.00,36,21,238,1,1,0,2,10,0,0,0,0,0,0,0,0
24,"Brian Hoyer, Cle",@Pit,14.00,30,18,222,1,0,0,1,-2,0,0,0,0,0,0,0,0
25,"Tom Brady, NE",@Mia,13.00,56,29,249,1,0,0,1,3,0,0,0,0,0,0,2,0
26,"Alex Smith, KC",Ten,11.00,35,19,202,1,3,0,6,36,0,0,0,0,0,0,0,0
27,"Tony Romo, Dal",SF,11.00,37,23,281,1,3,0,0,0,0,0,0,0,0,0,0,0
28,"Aaron Rodgers, GB",@Sea,11.00,33,23,189,1,1,0,0,0,0,0,0,0,0,0,0,0
29,"Robert Griffin III, Was",@Hou,9.00,37,29,267,0,0,0,3,2,0,0,0,0,0,0,1,0
30,"Eli Manning, NYG",@Det,8.00,33,18,163,1,2,0,0,0,0,0,0,0,0,0,0,0
31,"Austin Davis, Stl",Min,5.00,23,16,192,0,1,0,1,0,0,0,0,0,0,0,0,0
32,"Shaun Hill, Stl",Min,1.00,13,8,81,0,1,0,1,-1,0,0,0,0,0,0,0,0
33,"Michael Vick, NYJ",Oak,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
