,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Tampa Bay Buccaneers,@Ari,21.00,1.0,4,0,0,0,2,35,296,100,396
1,Oakland Raiders,Sea,20.00,8.0,1,0,0,0,0,3,117,47,164
2,Detroit Lions,Was,18.00,7.0,1,0,1,0,1,25,195,80,275
3,Green Bay Packers,@NYJ,18.00,2.0,2,0,1,0,0,0,241,119,360
4,St. Louis Rams,Car,18.00,3.0,3,0,1,0,0,10,176,25,201
5,Indianapolis Colts,Hou,17.00,3.0,1,0,1,0,1,17,183,108,291
6,Arizona Cardinals,TB,14.00,2.0,0,0,2,1,1,38,253,154,407
7,Jacksonville Jaguars,@Dal,14.00,2.0,4,0,0,0,0,17,365,50,415
8,New Orleans Saints,Pit,14.00,3.0,1,0,1,0,0,10,171,108,279
9,Kansas City Chiefs,Buf,12.00,3.0,1,0,0,0,0,10,191,137,328
10,San Francisco 49ers,Den,12.00,4.0,1,0,1,0,0,16,339,59,398
11,Washington Redskins,@Det,11.00,1.0,1,0,1,0,1,37,202,102,304
12,Buffalo Bills,@KC,10.00,3.0,0,0,0,0,0,13,140,274,414
13,Pittsburgh Steelers,@NO,10.00,2.0,1,0,1,0,0,20,288,30,318
14,New York Jets,GB,9.00,2.0,0,0,0,0,0,9,156,81,237
15,New England Patriots,Min,7.00,1.0,1,0,0,0,0,18,285,125,410
16,Tennessee Titans,@SD,7.00,1.0,1,1,0,1,0,33,300,156,456
17,Carolina Panthers,@Stl,6.00,2.0,0,0,0,0,0,20,184,62,246
18,Miami Dolphins,@Cin,6.00,0.0,1,0,0,0,0,14,156,106,262
19,Cincinnati Bengals,Mia,5.00,0.0,1,0,1,0,0,22,217,137,354
20,Dallas Cowboys,Jax,5.00,3.0,0,0,1,0,0,35,238,149,387
21,Seattle Seahawks,@Oak,2.00,2.0,0,0,0,0,0,33,306,239,545
22,Denver Broncos,@SF,1.00,0.0,0,0,0,0,0,24,196,143,339
23,Houston Texans,@Ind,1.00,1.0,0,0,0,0,0,30,259,107,366
24,San Diego Chargers,Ten,1.00,0.0,0,0,0,0,0,25,305,65,370
25,Minnesota Vikings,@NE,0.00,0.0,0,0,0,0,0,28,240,122,362
