,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Arizona Cardinals,NYJ,15.00,1.0,2,0,0,0,0,3,197,33,230
1,Philadelphia Eagles,@Was,15.00,0.0,1,0,0,0,2,27,263,230,493
2,San Diego Chargers,Den,15.00,2.0,0,1,2,0,0,13,220,84,304
3,Dallas Cowboys,@GB,13.00,1.0,1,0,3,0,0,16,294,78,372
4,Kansas City Chiefs,@Oak,13.00,2.0,1,0,1,0,0,10,221,64,285
5,Chicago Bears,Jax,10.00,2.0,1,0,1,0,0,17,263,54,317
6,Miami Dolphins,Pit,10.00,2.0,2,0,0,0,0,15,169,128,297
7,Buffalo Bills,SF,9.00,3.0,0,0,1,0,0,16,167,133,300
8,Seattle Seahawks,Atl,9.00,4.0,1,0,1,0,0,24,310,52,362
9,Washington Redskins,Phi,9.00,5.0,0,0,0,0,0,20,145,94,239
10,Baltimore Ravens,@NYG,8.00,1.0,2,0,1,0,0,27,397,38,435
11,New England Patriots,Cin,8.00,2.0,0,1,0,0,0,17,237,120,357
12,Denver Broncos,@SD,7.00,2.0,0,0,2,0,0,21,166,99,265
13,San Francisco 49ers,@Buf,7.00,3.0,0,0,2,0,0,45,179,313,492
14,Tennessee Titans,Cle,7.00,6.0,0,0,0,0,0,26,301,40,341
15,Green Bay Packers,Dal,6.00,2.0,1,0,1,0,0,30,233,191,424
16,Houston Texans,Ind,6.00,3.0,1,0,0,0,0,23,231,161,392
17,New Orleans Saints,Car,6.00,2.0,1,0,1,0,0,38,303,103,406
18,Jacksonville Jaguars,@Chi,5.00,1.0,0,0,0,0,0,16,297,92,389
19,Atlanta Falcons,@Sea,4.00,1.0,0,0,0,1,0,26,261,72,333
20,Cleveland Browns,@Ten,4.00,2.0,1,0,0,0,0,28,270,137,407
21,Indianapolis Colts,@Hou,4.00,1.0,1,0,0,0,0,26,256,158,414
22,Carolina Panthers,@NO,3.00,1.0,1,0,0,0,0,41,460,63,523
23,Cincinnati Bengals,@NE,3.00,3.0,0,0,0,0,0,35,358,79,437
24,Detroit Lions,LA,3.00,1.0,1,0,0,0,0,28,311,76,387
25,New York Giants,Bal,3.00,2.0,0,0,0,0,0,23,293,98,391
26,Oakland Raiders,KC,2.00,1.0,0,0,0,0,0,26,223,183,406
27,Pittsburgh Steelers,@Mia,2.00,0.0,0,0,0,1,0,30,252,222,474
28,Los Angeles Rams,@Det,1.00,1.0,0,0,0,0,0,31,265,83,348
29,New York Jets,@Ari,0.00,0.0,0,0,0,0,0,28,225,171,396
