,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,St. Louis Rams,@Hou,32.00,5.0,2,0,2,0,2,13,267,153,420
1,Kansas City Chiefs,Oak,28.00,9.0,3,0,0,0,1,7,153,121,274
2,Dallas Cowboys,Was,17.00,3.0,1,0,1,0,1,16,217,216,433
3,Pittsburgh Steelers,@NYJ,17.00,3.0,2,0,0,0,0,6,184,83,267
4,Tennessee Titans,@Sea,16.00,2.0,0,0,2,0,1,20,253,151,404
5,San Francisco 49ers,Ari,15.00,1.0,2,1,2,0,0,20,294,109,403
6,Carolina Panthers,@Min,14.00,3.0,2,0,0,0,0,10,215,75,290
7,Chicago Bears,NYG,14.00,1.0,3,0,0,0,1,21,232,123,355
8,Seattle Seahawks,Ten,14.00,3.0,2,0,0,0,0,13,157,66,223
9,Jacksonville Jaguars,@Den,12.00,0.0,1,0,2,0,1,35,295,112,407
10,Baltimore Ravens,GB,11.00,3.0,1,0,1,0,0,19,298,140,438
11,Green Bay Packers,@Bal,11.00,5.0,0,0,1,0,0,17,313,47,360
12,Denver Broncos,Jax,10.00,2.0,2,0,0,0,0,19,291,71,362
13,Detroit Lions,@Cle,10.00,2.0,2,0,0,0,0,17,269,126,395
14,San Diego Chargers,Ind,10.00,1.0,1,0,0,0,0,9,193,74,267
15,Cincinnati Bengals,@Buf,8.00,5.0,0,0,1,0,0,24,192,130,322
16,New York Jets,Pit,8.00,4.0,0,0,0,0,0,19,255,73,328
17,Philadelphia Eagles,@TB,8.00,2.0,1,0,0,0,0,20,257,94,351
18,New Orleans Saints,@NE,7.00,5.0,1,0,0,0,0,30,235,141,376
19,Arizona Cardinals,@SF,6.00,2.0,1,0,1,0,0,32,238,149,387
20,Buffalo Bills,Cin,6.00,3.0,1,0,0,0,0,27,318,165,483
21,Indianapolis Colts,@SD,6.00,2.0,0,0,0,0,0,19,227,147,374
22,New England Patriots,NO,6.00,1.0,1,0,1,0,0,27,230,131,361
23,Oakland Raiders,@KC,6.00,3.0,0,0,1,0,0,24,105,111,216
24,Cleveland Browns,Det,3.00,1.0,1,0,0,0,0,31,248,118,366
25,Tampa Bay Buccaneers,Phi,3.00,1.0,0,0,1,0,0,31,287,138,425
26,Washington Redskins,@Dal,3.00,1.0,1,0,0,0,0,31,165,48,213
27,Minnesota Vikings,Car,1.00,1.0,0,0,0,0,0,35,236,131,367
28,New York Giants,@Chi,1.00,0.0,0,0,0,0,0,27,262,110,372
29,Houston Texans,Stl,0.00,0.0,0,0,0,0,0,38,117,99,216
