,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Eli Manning, NYG",TB,32.00,51,31,510,3,3,0,3,-2,0,0,0,0,0,0,0,0
1,"Robert Griffin III, Was",@Stl,32.00,29,20,206,1,1,0,11,82,2,0,0,0,0,0,0,0
2,"Sam Bradford, Stl",Was,29.00,35,26,310,3,1,0,3,10,0,0,0,0,0,0,0,0
3,"Cam Newton, Car",NO,28.00,20,14,253,1,0,0,13,71,1,0,0,0,0,0,1,0
4,"Andy Dalton, Cin",Cle,28.00,31,24,318,3,1,0,3,4,0,0,0,0,0,0,0,0
5,"Philip Rivers, SD",Ten,27.00,32,24,284,3,1,0,1,9,0,0,0,0,0,0,0,0
6,"Brandon Weeden, Cle",@Cin,24.00,37,26,322,2,0,0,2,6,0,0,0,0,0,0,0,0
7,"Michael Vick, Phi",Bal,24.00,32,23,371,1,2,0,10,34,1,0,0,0,0,0,1,0
8,"Ben Roethlisberger, Pit",NYJ,23.00,31,24,275,2,0,0,0,0,0,0,0,0,0,0,0,0
9,"Matt Cassel, KC",@Buf,23.00,42,23,301,2,1,0,2,25,0,0,0,0,0,0,1,0
10,"Andrew Luck, Ind",Min,22.00,31,20,224,2,0,0,4,21,0,0,0,0,0,0,0,0
11,"Ryan Fitzpatrick, Buf",KC,22.00,19,10,178,2,0,0,4,34,0,0,0,0,0,0,0,0
12,"Ryan Tannehill, Mia",Oak,21.00,30,18,200,1,0,0,3,14,1,0,0,0,0,0,0,0
13,"Alex Smith, SF",Det,21.00,31,20,226,2,0,0,4,7,0,0,0,0,0,0,0,0
14,"Matt Ryan, Atl",Den,21.00,36,24,219,2,0,0,6,19,0,0,0,0,0,0,0,0
15,"Drew Brees, NO",@Car,21.00,49,31,325,1,2,0,2,0,1,0,0,0,0,0,0,0
16,"Christian Ponder, Min",@Ind,20.00,35,27,245,2,0,0,3,7,0,0,0,0,0,0,1,0
17,"Carson Palmer, Oak",@Mia,18.00,48,24,373,1,1,0,2,7,0,0,0,0,0,0,0,0
18,"Kevin Kolb, Ari",@NE,17.00,27,15,140,1,0,0,5,17,1,0,0,0,0,0,1,0
19,"Josh Freeman, TB",@NYG,17.00,28,15,243,2,2,0,0,0,0,0,0,0,0,0,0,0
20,"Tom Brady, NE",Ari,16.00,46,28,316,1,1,0,1,-1,0,0,0,0,0,0,0,0
21,"Russell Wilson, Sea",Dal,14.00,20,15,151,1,0,0,4,28,0,0,0,0,0,0,0,0
22,"Matthew Stafford, Det",@SF,14.00,32,19,230,1,1,0,2,10,0,0,0,0,0,0,0,0
23,"Tony Romo, Dal",@Sea,14.00,40,23,251,1,1,0,2,-1,0,0,0,0,0,0,0,0
24,"Aaron Rodgers, GB",Chi,12.00,32,22,219,1,1,0,3,-6,0,0,0,0,0,0,0,0
25,"Jake Locker, Ten",@SD,12.00,30,15,174,1,1,0,2,21,0,0,0,0,0,0,0,0
26,"Joe Flacco, Bal",@Phi,12.00,42,22,232,1,1,0,0,0,0,0,0,0,0,0,1,0
27,"Mark Sanchez, NYJ",@Pit,11.00,27,10,138,1,0,0,0,0,0,0,0,0,0,0,0,0
28,"Peyton Manning, Den",@Atl,9.00,37,24,241,1,3,0,1,-1,0,0,0,0,0,0,0,0
29,"Blaine Gabbert, Jax",Hou,8.00,19,7,53,1,0,0,1,5,0,0,0,0,0,0,0,0
30,"Matt Schaub, Hou",@Jax,7.00,35,26,195,0,0,0,2,-3,0,0,0,0,0,0,0,0
31,"Jay Cutler, Chi",@GB,4.00,27,11,126,1,4,0,1,12,0,0,0,0,0,0,0,0
32,"Tim Tebow, NYJ",@Pit,2.00,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0
33,"Tyler Thigpen, Buf",KC,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
34,"Chad Henne, Jax",Hou,-1.00,2,2,23,0,0,0,1,0,0,0,0,0,0,0,1,0
