,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New York Giants,@Cle,26.00,7.0,0,0,3,0,1,13,285,58,343
1,Tampa Bay Buccaneers,Sea,22.00,6.0,2,0,1,0,0,5,118,127,245
2,Kansas City Chiefs,@Den,16.00,5.0,0,1,1,0,1,27,340,124,464
3,San Diego Chargers,@Hou,16.00,1.0,3,0,1,0,0,13,239,114,353
4,Oakland Raiders,Car,14.00,2.0,1,0,1,1,1,32,229,129,358
5,Pittsburgh Steelers,@Ind,14.00,3.0,2,0,0,0,0,7,219,91,310
6,Green Bay Packers,@Phi,13.00,4.0,1,0,0,0,0,13,211,81,292
7,Baltimore Ravens,Cin,11.00,3.0,0,0,2,0,0,14,261,64,325
8,New England Patriots,@NYJ,11.00,1.0,0,0,2,1,0,17,269,64,333
9,Cincinnati Bengals,@Bal,10.00,2.0,1,1,0,0,0,19,219,92,311
10,Seattle Seahawks,@TB,10.00,0.0,1,1,1,0,0,14,220,118,338
11,Detroit Lions,Min,9.00,0.0,1,0,0,0,0,13,224,82,306
12,Atlanta Falcons,Ari,8.00,2.0,1,0,0,0,0,19,274,58,332
13,New Orleans Saints,LA,8.00,3.0,1,0,1,0,0,21,178,69,247
14,Miami Dolphins,SF,7.00,2.0,1,0,1,0,0,24,282,193,475
15,Denver Broncos,KC,6.00,6.0,0,0,0,0,0,30,190,83,273
16,Minnesota Vikings,@Det,6.00,2.0,0,0,0,0,0,16,214,94,308
17,Arizona Cardinals,@Atl,5.00,3.0,1,0,0,0,0,38,244,116,360
18,Carolina Panthers,@Oak,5.00,1.0,1,0,1,0,0,35,310,56,366
19,Jacksonville Jaguars,@Buf,5.00,5.0,0,0,0,0,0,28,151,153,304
20,Tennessee Titans,@Chi,5.00,0.0,2,0,0,0,0,21,316,95,411
21,Cleveland Browns,NYG,4.00,1.0,0,0,1,0,0,27,192,104,296
22,Houston Texans,SD,4.00,1.0,1,0,0,0,0,21,235,67,302
23,Los Angeles Rams,@NO,4.00,2.0,0,0,1,0,0,49,346,209,555
24,Buffalo Bills,Jax,3.00,2.0,0,0,0,0,0,21,118,183,301
25,San Francisco 49ers,@Mia,2.00,2.0,0,0,0,0,0,31,263,95,358
26,Chicago Bears,Ten,1.00,0.0,0,0,0,0,0,27,226,149,375
27,Dallas Cowboys,Was,1.00,0.0,0,0,0,0,0,26,449,56,505
28,New York Jets,NE,1.00,0.0,0,0,0,0,0,22,286,91,377
29,Philadelphia Eagles,GB,1.00,0.0,0,0,0,0,0,27,313,74,387
30,Washington Redskins,@Dal,1.00,1.0,0,0,0,0,0,31,190,163,353
31,Indianapolis Colts,Pit,0.00,0.0,0,0,0,0,0,28,221,148,369
