,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Ahmad Bradshaw, NYG",Cle,31.00,0,0,0,0,0,0,30,200,1,0,4,29,0,0,1,0
1,"Ryan Mathews, SD",@NO,25.00,0,0,0,0,0,0,12,80,1,0,6,59,0,0,0,0
2,"Trent Richardson, Cle",@NYG,23.00,0,0,0,0,0,0,17,81,1,0,5,47,0,0,0,0
3,"Arian Foster, Hou",@NYJ,23.00,0,0,0,0,0,0,29,152,1,0,1,16,0,0,0,0
4,"Stevan Ridley, NE",Den,20.00,0,0,0,0,0,0,28,151,1,0,0,0,0,0,1,0
5,"Rashard Mendenhall, Pit",Phi,18.00,0,0,0,0,0,0,13,68,0,0,3,33,1,0,0,0
6,"Jamaal Charles, KC",Bal,18.00,0,0,0,0,0,0,31,140,0,0,2,21,0,0,0,0
7,"LeSean McCoy, Phi",@Pit,17.00,0,0,0,0,0,0,16,53,0,0,4,27,1,0,0,0
8,"Frank Gore, SF",Buf,16.00,0,0,0,0,0,0,14,106,1,0,0,0,0,0,0,0
9,"Michael Turner, Atl",@Was,14.00,0,0,0,0,0,0,17,64,1,0,2,2,0,0,0,0
10,"Alfred Morris, Was",Atl,14.00,0,0,0,0,0,0,18,115,0,0,1,20,0,0,0,0
11,"Willis McGahee, Den",@NE,14.00,0,0,0,0,0,0,14,51,0,0,5,51,0,0,1,0
12,"Matt Forte, Chi",@Jax,14.00,0,0,0,0,0,0,22,107,0,0,2,20,0,0,0,0
13,"Reggie Bush, Mia",@Cin,14.00,0,0,0,0,0,0,19,48,1,0,2,24,0,0,0,0
14,"Ray Rice, Bal",@KC,12.00,0,0,0,0,0,0,17,102,0,0,1,16,0,0,0,0
15,"Adrian Peterson, Min",Ten,12.00,0,0,0,0,0,0,17,88,0,0,3,15,0,0,0,0
16,"Donald Brown, Ind",GB,12.00,0,0,0,0,0,0,17,84,0,1,2,8,0,0,0,0
17,"Ronnie Brown, SD",@NO,11.00,0,0,0,0,0,0,2,27,0,0,5,47,0,0,0,0
18,"Armando Allen, Chi",@Jax,11.00,0,0,0,0,0,0,5,59,1,0,0,0,0,0,0,0
19,"David Wilson, NYG",Cle,10.00,0,0,0,0,0,0,2,44,1,0,0,0,0,0,0,0
20,"Pierre Thomas, NO",SD,9.00,0,0,0,0,0,0,9,30,0,0,2,40,0,0,0,0
21,"Daniel Thomas, Mia",@Cin,9.00,0,0,0,0,0,0,10,29,1,0,1,8,0,0,0,0
22,"Marshawn Lynch, Sea",@Car,9.00,0,0,0,0,0,0,21,85,0,0,1,9,0,0,0,0
23,"Chris Ogbonnaya, Cle",@NYG,8.00,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0
24,"Kendall Hunter, SF",Buf,8.00,0,0,0,0,0,0,11,81,0,0,0,0,0,0,0,0
25,"Anthony Dixon, SF",Buf,8.00,0,0,0,0,0,0,4,21,1,0,0,0,0,0,0,0
26,"Danny Woodhead, NE",Den,7.00,0,0,0,0,0,0,7,47,0,0,1,25,0,0,0,0
