,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Odell Beckham Jr., NYG",Was,43.00,0,0,0,0,0,0,1,0,0,0,12,143,3,0,1,0
1,"Dez Bryant, Dal",@Phi,35.00,0,0,0,0,0,0,0,0,0,0,6,114,3,0,0,0
2,"Demaryius Thomas, Den",@SD,24.00,0,0,0,0,0,0,0,0,0,0,6,123,1,0,0,0
3,"Harry Douglas, Atl",Pit,23.00,0,0,0,0,0,0,0,0,0,0,10,131,0,0,0,0
4,"Antonio Brown, Pit",@Atl,22.00,0,0,0,0,0,0,0,0,0,0,10,123,0,0,0,0
5,"Mike Wallace, Mia",@NE,21.00,0,0,0,0,0,0,1,0,0,0,5,104,1,0,0,0
6,"Julian Edelman, NE",Mia,21.00,0,0,0,0,0,0,1,6,0,0,7,88,1,0,0,0
7,"James Jones, Oak",@KC,19.00,0,0,0,0,0,0,0,0,0,0,8,57,1,0,0,0
8,"Roddy White, Atl",Pit,18.00,0,0,0,0,0,0,0,0,0,0,7,58,1,0,0,0
9,"Kelvin Benjamin, Car",TB,18.00,0,0,0,0,0,0,0,0,0,0,8,104,0,0,0,0
10,"Jarvis Landry, Mia",@NE,17.00,0,0,0,0,0,0,0,0,0,0,8,99,0,0,0,0
11,"Alshon Jeffery, Chi",NO,17.00,0,0,0,0,0,0,0,0,0,0,4,78,1,0,0,0
12,"Eric Decker, NYJ",@Ten,17.00,0,0,0,0,0,0,0,0,0,0,7,100,0,0,0,0
13,"Marques Colston, NO",@Chi,17.00,0,0,0,0,0,0,0,0,0,0,5,65,1,0,0,0
14,"Randall Cobb, GB",@Buf,17.00,0,0,0,0,0,0,2,15,0,0,7,96,0,0,0,0
15,"Nate Washington, Ten",NYJ,16.00,0,0,0,0,0,0,0,0,0,0,6,102,0,0,0,0
16,"Golden Tate, Det",Min,16.00,0,0,0,0,0,0,2,5,0,0,7,38,1,0,0,0
17,"Jerricho Cotchery, Car",TB,15.00,0,0,0,0,0,0,0,0,0,0,5,47,1,0,0,0
18,"Cecil Shorts, Jax",@Bal,13.00,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0
19,"Jeremy Maclin, Phi",Dal,13.00,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,0
20,"Greg Jennings, Min",@Det,13.00,0,0,0,0,0,0,0,0,0,0,3,43,1,0,0,0
21,"Vincent Jackson, TB",@Car,13.00,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0
22,"Allen Hurns, Jax",@Bal,13.00,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0
23,"Stedman Bailey, Stl",Ari,13.00,0,0,0,0,0,0,1,13,0,0,5,74,0,0,0,0
24,"Paul Richardson, Sea",SF,12.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0
25,"Hakeem Nicks, Ind",Hou,12.00,0,0,0,0,0,0,0,0,0,0,2,44,1,0,0,0
26,"Brandon LaFell, NE",Mia,12.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
27,"Jermaine Kearse, Sea",SF,12.00,0,0,0,0,0,0,0,0,0,0,5,78,0,0,0,0
28,"Charles Johnson, Min",@Det,12.00,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0
29,"DeAndre Hopkins, Hou",@Ind,12.00,0,0,0,0,0,0,0,0,0,0,5,77,0,0,0,0
30,"Andre Holmes, Oak",@KC,12.00,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
31,"Markus Wheaton, Pit",@Atl,11.00,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0
32,"Kenny Stills, NO",@Chi,11.00,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0
33,"Marlon Brown, Bal",Jax,11.00,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0
34,"Kenny Britt, Stl",Ari,11.00,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0
35,"Marquess Wilson, Chi",NO,10.00,0,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0
36,"Andre Roberts, Was",@NYG,10.00,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0
37,"Jordy Nelson, GB",@Buf,10.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
38,"Larry Fitzgerald, Ari",@Stl,10.00,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0
39,"Albert Wilson, KC",Oak,9.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0
40,"Calvin Johnson, Det",Min,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
41,"T.Y. Hilton, Ind",Hou,9.00,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0
42,"A.J. Green, Cin",@Cle,9.00,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0
43,"Mike Evans, TB",@Car,9.00,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
44,"Dwayne Bowe, KC",Oak,9.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0
45,"Jarius Wright, Min",@Det,8.00,0,0,0,0,0,0,0,0,0,0,4,49,0,0,0,0
46,"Steve Smith, Bal",Jax,8.00,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0
47,"Emmanuel Sanders, Den",@SD,8.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0
48,"Cole Beasley, Dal",@Phi,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0
49,"Doug Baldwin, Sea",SF,8.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0
50,"Nick Toon, NO",@Chi,7.00,0,0,0,0,0,0,0,0,0,0,4,43,0,0,1,0
51,"Josh Gordon, Cle",Cin,7.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
52,"Pierre Garcon, Was",@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0
53,"Michael Floyd, Ari",@Stl,7.00,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,0
54,"Malcom Floyd, SD",Den,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
55,"Martavis Bryant, Pit",@Atl,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
56,"Reggie Wayne, Ind",Hou,5.00,0,0,0,0,0,0,0,0,0,0,4,24,0,0,1,0
57,"Eddie Royal, SD",Den,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0
58,"Rueben Randle, NYG",Was,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
59,"Kevin Ogletree, NYG",Was,5.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
60,"Marqise Lee, Jax",@Bal,5.00,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0
61,"Josh Huff, Phi",Dal,5.00,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
62,"Brandon Gibson, Mia",@NE,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
63,"Brice Butler, Oak",@KC,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
64,"Robert Woods, Buf",GB,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
65,"DeVier Posey, Hou",@Ind,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
66,"Damaris Johnson, Hou",@Ind,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
67,"DeSean Jackson, Was",@NYG,4.00,0,0,0,0,0,0,1,9,0,0,3,15,0,0,0,0
68,"Jeff Cumberland, NYJ",@Ten,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
69,"Michael Crabtree, SF",@Sea,4.00,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
70,"John Brown, Ari",@Stl,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
71,"Anquan Boldin, SF",@Sea,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
72,"Keenan Allen, SD",Den,4.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
73,"Terrance Williams, Dal",@Phi,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
