,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,San Diego Chargers,@Ind,27.00,1.0,4,0,1,0,2,14,279,24,303
1,New York Jets,Cin,24.00,3.0,2,1,1,0,1,10,117,46,163
2,Houston Texans,Ten,17.00,1.0,3,0,0,0,0,0,138,24,162
3,Carolina Panthers,@Cle,15.00,2.0,2,0,1,0,1,24,227,152,379
4,San Francisco 49ers,@Ari,15.00,1.0,1,0,1,0,0,6,190,13,203
5,Minnesota Vikings,@Was,13.00,4.0,1,0,0,0,0,13,187,29,216
6,New York Giants,Jax,12.00,4.0,1,0,1,0,0,20,121,207,328
7,Seattle Seahawks,KC,12.00,0.0,0,0,1,2,1,42,233,270,503
8,Buffalo Bills,Pit,11.00,5.0,0,0,1,0,0,19,220,206,426
9,Miami Dolphins,@Oak,11.00,1.0,2,0,1,0,0,17,247,16,263
10,Oakland Raiders,Mia,11.00,3.0,1,0,0,0,1,33,285,186,471
11,Pittsburgh Steelers,@Buf,10.00,2.0,1,0,1,0,0,16,255,74,329
12,Tampa Bay Buccaneers,@Bal,10.00,4.0,1,0,0,0,0,17,257,92,349
13,Kansas City Chiefs,@Sea,9.00,2.0,2,0,1,0,0,24,268,20,288
14,New Orleans Saints,@Dal,8.00,1.0,1,0,2,0,0,27,313,144,457
15,Atlanta Falcons,GB,7.00,1.0,0,0,1,0,0,17,341,77,418
16,Baltimore Ravens,TB,7.00,0.0,0,0,0,0,0,10,162,101,263
17,Chicago Bears,Phi,7.00,4.0,1,0,0,0,0,26,293,105,398
18,New England Patriots,@Det,7.00,2.0,2,0,0,0,0,24,277,129,406
19,St. Louis Rams,@Den,7.00,3.0,0,0,2,0,0,33,330,119,449
20,Arizona Cardinals,SF,6.00,1.0,1,0,0,1,0,27,125,261,386
21,Cleveland Browns,Car,6.00,3.0,1,0,0,0,0,23,175,151,326
22,Dallas Cowboys,NO,6.00,2.0,1,0,1,0,0,30,333,81,414
23,Green Bay Packers,@Atl,6.00,2.0,0,0,0,0,0,20,177,117,294
24,Tennessee Titans,@Hou,6.00,2.0,0,0,0,0,0,20,158,188,346
25,Washington Redskins,Min,6.00,2.0,0,0,0,0,0,17,162,137,299
26,Cincinnati Bengals,@NYJ,5.00,2.0,1,0,0,0,0,26,149,170,319
27,Philadelphia Eagles,@Chi,4.00,4.0,0,0,0,0,0,31,218,131,349
28,Denver Broncos,Stl,2.00,2.0,0,0,0,0,0,36,308,123,431
29,Indianapolis Colts,SD,2.00,2.0,0,0,0,0,0,36,172,129,301
30,Detroit Lions,NE,1.00,1.0,0,0,0,0,0,45,338,109,447
31,Jacksonville Jaguars,@NYG,1.00,0.0,0,0,0,0,0,24,226,135,361
