,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Pittsburgh Steelers,@Ten,31.00,4.0,3,0,4,0,1,11,192,46,238
1,Miami Dolphins,@Min,24.00,3.0,3,0,1,0,1,10,208,156,364
2,San Diego Chargers,Jax,21.00,2.0,4,0,2,0,0,13,279,71,350
3,Indianapolis Colts,NYG,20.00,4.0,1,0,2,0,1,14,137,120,257
4,Tampa Bay Buccaneers,@Car,17.00,4.0,2,0,1,0,0,7,159,119,278
5,Cincinnati Bengals,Bal,16.00,1.0,4,0,0,0,0,10,150,109,259
6,Atlanta Falcons,Ari,15.00,2.0,3,0,0,0,0,7,149,118,267
7,Green Bay Packers,Buf,15.00,4.0,2,0,0,0,0,7,62,124,186
8,Kansas City Chiefs,@Cle,15.00,1.0,1,0,1,0,1,14,226,73,299
9,Denver Broncos,Sea,13.00,1.0,3,0,1,0,0,14,230,109,339
10,New Orleans Saints,@SF,11.00,0.0,2,1,2,0,0,22,275,142,417
11,New York Jets,NE,11.00,1.0,2,0,1,0,0,14,239,52,291
12,Chicago Bears,@Dal,10.00,0.0,2,0,1,0,0,20,374,36,410
13,Minnesota Vikings,Mia,10.00,2.0,0,0,2,0,0,14,106,120,226
14,St. Louis Rams,@Oak,10.00,2.0,2,0,0,0,0,16,231,173,404
15,Tennessee Titans,Pit,10.00,4.0,0,0,1,0,0,19,21,106,127
16,Cleveland Browns,KC,9.00,1.0,2,0,0,0,0,16,172,140,312
17,Jacksonville Jaguars,@SD,9.00,1.0,2,0,1,1,0,38,326,151,477
18,Oakland Raiders,Stl,9.00,3.0,1,0,0,0,0,14,135,75,210
19,Dallas Cowboys,Chi,8.00,1.0,0,0,0,0,1,27,270,38,308
20,Washington Redskins,Hou,7.00,5.0,1,0,0,0,0,30,468,58,526
21,Houston Texans,@Was,6.00,3.0,0,0,0,1,0,27,403,18,421
22,Philadelphia Eagles,@Det,6.00,2.0,2,0,0,0,0,32,329,115,444
23,Baltimore Ravens,@Cin,5.00,1.0,0,0,0,0,0,15,159,94,253
24,Detroit Lions,Phi,5.00,5.0,0,0,0,0,0,35,248,162,410
25,Carolina Panthers,TB,4.00,0.0,0,0,0,0,0,20,178,95,273
26,Arizona Cardinals,@Atl,3.00,1.0,0,0,1,0,0,41,223,221,444
27,New England Patriots,@NYJ,3.00,3.0,0,0,0,0,0,28,200,136,336
28,New York Giants,@Ind,3.00,1.0,0,0,1,0,0,38,250,160,410
29,San Francisco 49ers,NO,3.00,2.0,0,0,0,0,0,25,237,50,287
30,Seattle Seahawks,@Den,1.00,1.0,0,0,0,0,0,31,304,65,369
31,Buffalo Bills,@GB,0.00,0.0,0,0,0,0,0,34,255,91,346
