,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Indianapolis Colts,Cin,23.00,3.0,3,0,2,0,1,17,269,72,341
1,Chicago Bears,Min,16.00,1.0,3,0,1,0,0,13,170,70,240
2,Dallas Cowboys,@NYG,16.00,0.0,2,0,1,0,1,20,373,107,480
3,New England Patriots,@Pit,14.00,5.0,1,0,0,0,1,26,349,76,425
4,Philadelphia Eagles,@Was,14.00,2.0,3,0,0,0,1,28,270,105,375
5,Seattle Seahawks,@Ari,13.00,5.0,1,0,1,0,0,18,286,41,327
6,Denver Broncos,KC,12.00,4.0,0,0,1,0,1,29,433,51,484
7,Miami Dolphins,Ten,12.00,2.0,1,0,2,0,0,17,124,135,259
8,New York Jets,@Cle,11.00,3.0,0,0,2,0,0,20,196,107,303
9,Buffalo Bills,Det,10.00,1.0,1,0,0,0,0,12,314,76,390
10,Tampa Bay Buccaneers,Car,8.00,2.0,0,0,1,0,0,16,182,118,300
11,Atlanta Falcons,Bal,7.00,2.0,1,0,1,0,0,21,204,116,320
12,Detroit Lions,@Buf,7.00,1.0,0,0,1,0,0,14,139,149,288
13,Minnesota Vikings,@Chi,7.00,2.0,2,0,0,0,0,27,230,130,360
14,San Francisco 49ers,Stl,7.00,3.0,0,0,0,0,0,20,228,104,332
15,St. Louis Rams,@SF,6.00,5.0,0,0,0,0,0,23,323,98,421
16,Carolina Panthers,@TB,5.00,1.0,0,0,2,0,0,31,235,186,421
17,Cleveland Browns,NYJ,5.00,2.0,1,0,0,0,0,26,284,172,456
18,Arizona Cardinals,Sea,4.00,2.0,1,0,0,0,0,36,380,110,490
19,New York Giants,Dal,4.00,0.0,1,0,0,1,0,33,327,100,427
20,Baltimore Ravens,@Atl,3.00,2.0,0,0,0,0,0,26,302,60,362
21,Cincinnati Bengals,@Ind,3.00,2.0,0,0,0,0,0,23,180,76,256
22,Jacksonville Jaguars,Hou,3.00,0.0,0,0,1,0,0,24,314,81,395
23,Tennessee Titans,@Mia,3.00,1.0,1,0,0,0,0,29,316,88,404
24,Houston Texans,@Jax,2.00,2.0,0,0,0,0,0,31,326,165,491
25,Washington Redskins,Phi,1.00,1.0,0,0,0,0,0,59,332,260,592
26,Kansas City Chiefs,@Den,0.00,0.0,0,0,0,0,0,49,299,153,452
27,Pittsburgh Steelers,NE,0.00,0.0,0,0,0,0,0,39,350,103,453
