,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Tony Romo, Dal",NO,40.00,43,26,416,4,0,0,0,0,0,0,0,0,0,0,0,0
1,"Aaron Rodgers, GB",Ten,38.00,38,27,342,3,0,0,4,11,1,0,0,0,0,0,0,0
2,"Matt Ryan, Atl",@Det,37.00,32,25,279,4,0,0,2,25,0,0,0,0,0,0,0,0
3,"Drew Brees, NO",@Dal,35.00,53,37,446,3,0,0,1,-1,0,0,0,0,0,0,0,0
4,"Russell Wilson, Sea",SF,30.00,21,15,171,4,1,0,6,29,0,0,0,0,0,0,0,0
5,"Joe Flacco, Bal",NYG,30.00,36,25,309,2,0,0,3,-10,1,0,0,0,0,0,0,0
6,"Peyton Manning, Den",Cle,29.00,43,30,339,3,1,0,0,0,0,0,0,0,0,0,0,0
7,"Cam Newton, Car",Oak,22.00,29,18,170,1,1,0,12,60,1,0,0,0,0,0,0,0
8,"Ryan Tannehill, Mia",Buf,21.00,25,13,130,2,0,0,6,44,0,0,0,0,0,0,0,0
9,"Philip Rivers, SD",@NYJ,18.00,22,11,165,2,0,0,5,4,0,0,0,0,0,0,0,0
10,"Tom Brady, NE",@Jax,18.00,41,24,267,2,2,0,0,0,0,0,0,0,0,0,0,0
11,"Robert Griffin III, Was",@Phi,17.00,24,16,198,2,1,0,2,4,0,0,0,0,0,0,0,0
12,"Nick Foles, Phi",Was,17.00,48,32,345,1,1,0,4,10,0,0,0,0,0,0,1,0
13,"Sam Bradford, Stl",@TB,17.00,27,13,196,2,1,0,2,-1,0,0,0,0,0,0,0,0
14,"Andrew Luck, Ind",@KC,16.00,35,17,205,1,0,0,6,21,0,0,0,0,0,0,0,0
15,"Colin Kaepernick, SF",@Sea,16.00,36,19,244,1,1,0,7,31,0,0,0,0,0,0,0,0
16,"Matthew Stafford, Det",Atl,15.00,56,37,443,0,1,0,1,2,0,0,0,0,0,0,0,0
17,"Christian Ponder, Min",@Hou,15.00,30,16,174,1,0,0,7,48,0,0,0,0,0,0,1,0
18,"Chad Henne, Jax",NE,15.00,51,29,348,1,3,0,2,22,0,0,0,0,0,0,0,0
19,"Josh Freeman, TB",Stl,13.00,54,30,372,1,4,0,4,18,0,0,0,0,0,0,0,0
20,"Ryan Fitzpatrick, Buf",@Mia,13.00,35,20,240,1,1,0,4,18,0,0,0,0,0,0,1,0
21,"Eli Manning, NYG",@Bal,12.00,28,14,150,1,0,0,1,8,0,0,0,0,0,0,0,0
22,"Jay Cutler, Chi",@Ari,11.00,26,12,146,1,0,0,3,8,0,0,0,0,0,0,0,0
23,"Ben Roethlisberger, Pit",Cin,10.00,28,14,220,1,2,0,2,3,0,0,0,0,0,0,0,0
24,"Colt McCoy, Cle",@Den,10.00,17,9,79,1,0,0,2,17,0,0,0,0,0,0,0,0
25,"Jake Locker, Ten",@GB,10.00,30,13,140,1,2,0,4,32,0,0,0,0,0,0,0,0
26,"Matt Schaub, Hou",Min,7.00,32,18,178,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Andy Dalton, Cin",@Pit,7.00,41,24,278,0,2,0,0,0,0,0,0,0,0,0,0,0
28,"Greg McElroy, NYJ",SD,6.00,24,14,185,0,1,0,4,25,0,0,0,0,0,0,1,0
29,"Brandon Weeden, Cle",@Den,4.00,19,12,104,0,0,0,3,4,0,0,0,0,0,0,0,0
30,"Brady Quinn, KC",Ind,3.00,22,10,162,0,2,0,5,11,0,0,0,0,0,0,0,0
31,"Terrelle Pryor, Oak",@Car,3.00,1,1,5,0,0,0,1,2,0,0,1,22,0,0,0,0
32,"Ryan Lindley, Ari",Chi,3.00,30,17,141,0,1,0,0,0,0,0,0,0,0,0,0,0
33,"Matt Leinart, Oak",@Car,2.00,32,16,115,0,1,0,0,0,0,0,0,0,0,0,0,0
34,"Brian Hoyer, Ari",Chi,2.00,19,11,105,0,1,0,0,0,0,0,0,0,0,0,0,0
35,"Isaiah Stanback, Jax",NE,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
36,"Carson Palmer, Oak",@Car,1.00,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Tyrod Taylor, Bal",NYG,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
38,"Brock Osweiler, Den",Cle,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
39,"Graham Harrell, GB",Ten,0.00,2,1,9,0,0,0,3,-3,0,0,0,0,0,0,0,0
40,"Matt Flynn, Sea",SF,0.00,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
41,"T.J. Yates, Hou",Min,-1.00,1,0,0,0,0,0,1,-2,0,0,0,0,0,0,1,0
