,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Chicago Bears,@Jax,31.00,3.0,2,0,1,0,2,3,129,60,189
1,St. Louis Rams,Ari,21.00,9.0,0,0,1,0,0,3,237,45,282
2,Carolina Panthers,Sea,20.00,2.0,2,1,1,0,1,16,212,98,310
3,Baltimore Ravens,@KC,18.00,0.0,2,0,2,0,0,6,124,214,338
4,Miami Dolphins,@Cin,16.00,3.0,2,0,1,0,0,13,218,80,298
5,Kansas City Chiefs,Bal,15.00,4.0,1,0,1,0,0,9,165,133,298
6,San Francisco 49ers,Buf,15.00,1.0,1,0,1,0,0,3,115,89,204
7,Seattle Seahawks,@Car,15.00,4.0,0,0,2,0,0,12,108,82,190
8,Minnesota Vikings,Ten,13.00,2.0,1,0,1,0,0,7,215,52,267
9,Washington Redskins,Atl,12.00,1.0,1,0,1,0,1,24,338,83,421
10,Atlanta Falcons,@Was,11.00,3.0,2,0,0,0,0,17,187,129,316
11,Houston Texans,@NYJ,11.00,3.0,2,0,0,0,0,17,217,69,286
12,Pittsburgh Steelers,Phi,11.00,3.0,0,0,2,0,0,14,168,78,246
13,Cincinnati Bengals,Mia,10.00,2.0,0,0,2,0,0,17,211,68,279
14,New Orleans Saints,SD,10.00,5.0,1,0,1,0,0,24,310,117,427
15,New England Patriots,Den,9.00,2.0,0,0,3,0,0,21,324,70,394
16,New York Jets,Hou,9.00,0.0,1,0,0,0,1,23,209,169,378
17,Indianapolis Colts,GB,8.00,5.0,1,0,0,0,0,27,207,149,356
18,Arizona Cardinals,@Stl,7.00,1.0,1,0,0,0,0,17,131,111,242
19,New York Giants,Cle,7.00,0.0,2,0,1,0,0,27,291,84,375
20,Denver Broncos,@NE,6.00,4.0,0,0,1,0,0,31,193,251,444
21,Green Bay Packers,@Ind,6.00,4.0,1,0,0,0,0,30,345,119,464
22,San Diego Chargers,@NO,5.00,3.0,1,0,0,0,0,31,351,53,404
23,Tennessee Titans,@Min,5.00,1.0,2,0,0,0,0,30,258,175,433
24,Cleveland Browns,@NYG,4.00,0.0,1,0,1,0,0,41,259,243,502
25,Philadelphia Eagles,@Pit,4.00,0.0,0,0,0,0,0,16,220,123,343
26,Jacksonville Jaguars,Chi,3.00,1.0,1,0,0,0,0,41,287,214,501
27,Buffalo Bills,@SF,2.00,0.0,0,0,1,0,0,45,310,311,621
