,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New England Patriots,NYJ,20.00,2.0,3,0,1,0,0,3,128,111,239
1,Philadelphia Eagles,NYG,16.00,0.0,3,0,0,0,1,19,356,114,470
2,Jacksonville Jaguars,Ten,15.00,3.0,1,0,0,0,1,17,205,58,263
3,Washington Redskins,@Chi,14.00,1.0,5,0,0,1,0,21,318,140,458
4,Cincinnati Bengals,@Hou,13.00,4.0,0,0,0,1,0,12,155,95,250
5,Kansas City Chiefs,Den,13.00,0.0,1,0,2,0,0,10,183,63,246
6,San Diego Chargers,@Cle,13.00,9.0,0,0,0,0,0,20,127,124,251
7,Houston Texans,Cin,12.00,3.0,1,0,0,0,0,10,244,50,294
8,Arizona Cardinals,@Sea,10.00,6.0,0,0,1,1,0,31,313,78,391
9,Atlanta Falcons,@Car,10.00,2.0,2,0,0,0,0,16,183,119,302
10,Dallas Cowboys,Det,9.00,4.0,1,0,1,0,0,21,229,90,319
11,Green Bay Packers,Min,9.00,4.0,0,0,2,0,0,25,353,93,446
12,Los Angeles Rams,SF,9.00,4.0,1,0,1,0,0,22,253,70,323
13,San Francisco 49ers,@LA,9.00,4.0,2,0,0,0,0,21,78,99,177
14,Cleveland Browns,SD,8.00,0.0,1,0,0,1,0,17,322,34,356
15,New Orleans Saints,TB,7.00,2.0,2,0,0,0,0,24,260,89,349
16,Oakland Raiders,Ind,7.00,0.0,2,0,1,0,0,25,288,102,390
17,Carolina Panthers,Atl,6.00,4.0,0,0,0,1,0,33,256,152,408
18,Pittsburgh Steelers,Bal,5.00,2.0,1,0,0,0,0,27,246,122,368
19,Baltimore Ravens,@Pit,4.00,0.0,2,0,0,0,0,31,279,127,406
20,Minnesota Vikings,@GB,4.00,4.0,0,0,0,0,0,38,308,40,348
21,Tennessee Titans,@Jax,4.00,2.0,0,0,1,0,0,38,331,84,415
22,Indianapolis Colts,@Oak,3.00,1.0,0,0,0,1,0,33,253,210,463
23,New York Giants,@Phi,3.00,0.0,1,0,0,0,0,24,168,118,286
24,Seattle Seahawks,Ari,3.00,1.0,0,0,1,0,0,34,276,94,370
25,Buffalo Bills,Mia,2.00,0.0,1,0,0,0,0,34,233,261,494
26,Denver Broncos,@KC,2.00,0.0,1,0,0,0,0,33,246,238,484
27,Miami Dolphins,@Buf,2.00,2.0,0,0,0,0,0,31,317,272,589
28,Tampa Bay Buccaneers,@NO,2.00,2.0,0,0,0,0,0,31,294,123,417
29,Detroit Lions,@Dal,1.00,1.0,0,0,0,0,0,42,211,164,375
30,New York Jets,@NE,1.00,1.0,0,0,0,0,0,41,211,114,325
31,Chicago Bears,Was,0.00,0.0,0,0,0,0,0,41,270,208,478
