,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Seattle Seahawks,SF,25.00,3.0,3,1,2,0,0,3,107,100,207
1,Minnesota Vikings,@Chi,21.00,1.0,2,0,2,0,2,31,284,127,411
2,New England Patriots,NYJ,19.00,4.0,3,0,1,0,0,10,189,129,318
3,Tampa Bay Buccaneers,NO,18.00,4.0,2,0,0,0,1,16,296,75,371
4,Denver Broncos,@NYG,16.00,1.0,4,0,0,0,1,23,353,23,376
5,Baltimore Ravens,Cle,15.00,5.0,0,0,0,0,0,6,194,65,259
6,Chicago Bears,Min,13.00,1.0,1,0,2,0,1,30,227,123,350
7,Cincinnati Bengals,Pit,13.00,2.0,1,0,1,0,0,10,234,44,278
8,Oakland Raiders,Jax,12.00,5.0,0,0,0,0,0,9,214,34,248
9,Tennessee Titans,@Hou,12.00,2.0,2,0,0,0,1,30,280,172,452
10,Kansas City Chiefs,Dal,11.00,3.0,0,0,2,0,0,16,281,37,318
11,Dallas Cowboys,@KC,10.00,4.0,0,0,0,1,0,17,199,114,313
12,Detroit Lions,@Ari,10.00,1.0,1,0,0,0,1,25,261,87,348
13,Atlanta Falcons,Stl,9.00,0.0,1,0,0,0,1,24,352,69,421
14,Buffalo Bills,Car,9.00,6.0,1,0,0,0,0,23,183,125,308
15,Jacksonville Jaguars,@Oak,9.00,3.0,0,0,1,0,0,19,114,226,340
16,Miami Dolphins,@Ind,9.00,3.0,1,0,0,0,0,20,315,133,448
17,New Orleans Saints,@TB,9.00,1.0,1,0,1,0,0,14,113,160,273
18,Cleveland Browns,@Bal,8.00,2.0,0,0,1,0,0,14,197,99,296
19,Indianapolis Colts,Mia,8.00,5.0,0,0,1,0,0,24,297,101,398
20,New York Jets,@NE,8.00,1.0,0,0,0,0,0,13,178,54,232
21,San Francisco 49ers,@Sea,8.00,4.0,1,0,0,1,0,29,118,172,290
22,Green Bay Packers,Was,7.00,1.0,1,0,0,0,0,20,314,108,422
23,Houston Texans,Ten,7.00,4.0,0,1,0,0,0,24,129,119,248
24,Arizona Cardinals,Det,6.00,1.0,0,0,1,1,0,21,273,49,322
25,Carolina Panthers,@Buf,6.00,1.0,1,0,1,0,0,24,287,149,436
26,Philadelphia Eagles,SD,5.00,1.0,0,0,2,0,0,33,413,126,539
27,Pittsburgh Steelers,@Cin,4.00,0.0,0,0,0,0,0,20,280,127,407
28,Washington Redskins,@GB,4.00,4.0,0,0,0,0,0,38,441,139,580
29,New York Giants,Den,2.00,0.0,0,0,1,0,0,41,307,107,414
30,San Diego Chargers,@Phi,2.00,2.0,0,0,0,0,0,30,411,100,511
31,St. Louis Rams,@Atl,2.00,2.0,0,0,0,0,0,31,357,36,393
