,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Houston Texans,Was,27.00,3.0,0,0,2,2,1,6,241,131,372
1,Minnesota Vikings,@Stl,25.00,5.0,2,0,0,0,1,6,246,72,318
2,San Francisco 49ers,@Dal,21.00,3.0,3,0,1,0,1,17,255,127,382
3,Philadelphia Eagles,Jax,17.00,3.0,0,0,1,1,1,17,242,64,306
4,Tennessee Titans,@KC,17.00,4.0,3,0,0,0,0,10,178,67,245
5,Miami Dolphins,NE,14.00,4.0,0,0,2,1,0,20,226,89,315
6,Carolina Panthers,@TB,13.00,3.0,2,0,1,0,0,14,162,102,264
7,Buffalo Bills,@Chi,12.00,2.0,2,0,1,0,0,20,341,86,427
8,San Diego Chargers,@Ari,12.00,2.0,0,0,2,1,0,18,294,109,403
9,Cincinnati Bengals,@Bal,11.00,3.0,1,0,1,0,0,16,329,94,423
10,Jacksonville Jaguars,@Phi,11.00,5.0,1,0,2,0,0,34,275,145,420
11,Seattle Seahawks,GB,11.00,3.0,1,1,0,0,0,16,175,80,255
12,Detroit Lions,NYG,10.00,2.0,2,0,0,0,0,14,144,53,197
13,Oakland Raiders,@NYJ,10.00,2.0,1,0,1,0,0,19,190,212,402
14,Denver Broncos,Ind,8.00,3.0,2,0,0,0,0,24,354,54,408
15,New England Patriots,@Mia,7.00,1.0,1,0,2,0,0,33,169,191,360
16,Arizona Cardinals,SD,6.00,0.0,1,0,0,0,0,17,238,52,290
17,New York Jets,Oak,6.00,2.0,0,0,0,0,0,14,133,25,158
18,Washington Redskins,@Hou,6.00,0.0,0,0,1,0,0,17,206,115,321
19,Cleveland Browns,@Pit,5.00,3.0,1,0,0,0,0,30,376,127,503
20,Kansas City Chiefs,Ten,5.00,4.0,0,0,0,0,0,26,243,162,405
21,Tampa Bay Buccaneers,Car,5.00,1.0,0,0,0,0,0,20,221,113,334
22,Atlanta Falcons,NO,4.00,0.0,1,0,1,0,0,34,333,139,472
23,Chicago Bears,Buf,4.00,1.0,1,0,0,0,0,23,167,193,360
24,Pittsburgh Steelers,Cle,4.00,3.0,0,0,0,0,0,27,198,191,389
25,Baltimore Ravens,Cin,3.00,0.0,0,0,0,1,0,23,301,79,380
26,Green Bay Packers,@Sea,3.00,1.0,0,0,1,0,0,36,191,207,398
27,New Orleans Saints,@Atl,3.00,1.0,0,0,1,0,0,37,445,123,568
28,Dallas Cowboys,SF,1.00,1.0,0,0,0,0,0,28,192,127,319
29,Indianapolis Colts,@Den,1.00,1.0,0,0,0,0,0,31,259,102,361
30,New York Giants,@Det,1.00,1.0,0,0,0,0,0,35,341,76,417
31,St. Louis Rams,Min,0.00,0.0,0,0,0,0,0,34,170,185,355
