,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Tom Brady, NE",@Det,37.00,27,21,341,4,0,0,4,1,0,0,0,0,0,0,0,0
1,"Matt Cassel, KC",@Sea,35.00,32,22,233,4,0,0,5,28,0,0,0,0,0,0,0,0
2,"Jay Cutler, Chi",Phi,34.00,21,14,247,4,0,0,7,17,0,0,0,0,0,0,0,0
3,"Kyle Orton, Den",Stl,31.00,41,24,347,3,0,0,0,0,0,0,0,0,0,0,0,0
4,"Sam Bradford, Stl",@Den,30.00,37,22,308,3,0,0,1,-1,0,0,0,0,0,0,0,0
5,"Aaron Rodgers, GB",@Atl,29.00,35,26,344,1,0,0,12,51,1,0,0,0,0,0,1,0
6,"Michael Vick, Phi",@Chi,27.00,44,29,333,2,1,0,9,44,0,0,0,0,0,0,0,0
7,"Chad Henne, Mia",@Oak,22.00,30,17,307,2,1,0,3,-4,0,0,0,0,0,0,0,0
8,"Eli Manning, NYG",Jax,21.00,24,14,226,2,0,0,3,-1,0,0,0,0,0,0,0,0
9,"Joe Flacco, Bal",TB,21.00,35,25,289,2,1,0,3,-2,0,0,0,0,0,0,0,0
10,"Matt Schaub, Hou",Ten,19.00,35,25,178,2,0,0,2,-2,0,0,0,0,0,0,0,0
11,"Matt Hasselbeck, Sea",KC,18.00,37,20,282,2,2,0,2,-2,0,0,0,0,0,0,1,0
12,"Drew Brees, NO",@Dal,18.00,39,23,352,1,1,0,3,-3,0,0,0,0,0,0,0,0
13,"Peyton Manning, Ind",SD,15.00,48,31,285,2,4,0,0,0,0,0,0,0,0,0,0,0
14,"Shaun Hill, Det",NE,15.00,46,27,285,1,2,0,4,23,0,0,0,0,0,0,0,0
15,"Josh Freeman, TB",@Bal,14.00,37,17,162,1,0,0,6,27,0,0,0,0,0,0,0,0
16,"Ryan Fitzpatrick, Buf",Pit,14.00,45,23,265,1,1,0,2,4,0,0,0,0,0,0,0,0
17,"Matt Ryan, Atl",GB,13.00,28,24,197,1,0,0,0,0,0,0,0,0,0,0,0,0
18,"David Garrard, Jax",@NYG,13.00,35,20,162,0,1,0,6,41,1,0,0,0,0,0,1,0
19,"Donovan McNabb, Was",Min,12.00,35,21,211,1,1,0,2,7,0,0,0,0,0,0,0,0
20,"Jon Kitna, Dal",NO,12.00,42,30,313,0,1,0,5,20,0,0,0,0,0,0,0,0
21,"Bruce Gradkowski, Oak",Mia,12.00,32,17,252,1,2,0,0,0,0,0,0,0,0,0,0,0
22,"Mark Sanchez, NYJ",Cin,10.00,28,16,166,1,1,0,3,-4,0,0,0,0,0,0,0,0
23,"Ben Roethlisberger, Pit",@Buf,10.00,33,20,246,0,0,0,1,18,0,0,0,0,0,0,0,0
24,"Troy Smith, SF",@Ari,9.00,23,11,129,1,1,0,3,6,0,0,0,0,0,0,0,0
25,"Philip Rivers, SD",@Ind,7.00,23,19,185,0,0,0,3,7,0,0,0,0,0,0,0,0
26,"Carson Palmer, Cin",@NYJ,7.00,38,17,135,1,2,0,2,5,0,0,0,0,0,0,0,0
27,"Brett Favre, Min",@Was,6.00,23,15,172,0,0,0,5,9,0,0,0,0,0,0,0,0
28,"Jake Delhomme, Cle",Car,5.00,35,24,245,0,2,0,2,2,0,0,0,0,0,0,0,0
29,"Jimmy Clausen, Car",@Cle,5.00,28,16,195,0,1,0,0,0,0,0,0,0,0,0,0,0
30,"Derek Anderson, Ari",SF,4.00,35,16,196,0,1,0,1,0,0,0,0,0,0,0,1,0
31,"Tyler Thigpen, Mia",@Oak,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
32,"Rusty Smith, Ten",@Hou,-1.00,31,17,138,0,3,0,0,0,0,0,0,0,0,0,0,0
