,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Michael Vick, Phi",@Was,57.00,28,20,333,4,0,0,8,80,2,0,0,0,0,0,0,0
1,"Matt Cassel, KC",@Den,41.00,53,33,469,4,0,0,2,3,0,0,0,0,0,0,1,0
2,"Tom Brady, NE",@Pit,38.00,43,30,350,3,0,0,1,3,1,0,0,0,0,0,0,0
3,"Kyle Orton, Den",KC,35.00,34,22,296,4,0,0,1,-1,0,0,0,0,0,0,0,0
4,"Ben Roethlisberger, Pit",NE,32.00,49,30,387,3,1,0,1,12,0,0,0,0,0,0,0,0
5,"Matt Ryan, Atl",Bal,30.00,50,32,316,3,0,0,1,5,0,0,0,0,0,0,0,0
6,"Jon Kitna, Dal",@NYG,29.00,22,13,327,3,1,0,5,2,0,0,0,0,0,0,0,0
7,"David Garrard, Jax",Hou,28.00,31,24,342,2,0,0,7,35,0,0,0,0,0,0,0,0
8,"Mark Sanchez, NYJ",@Cle,27.00,44,27,299,2,1,0,2,4,1,0,0,0,0,0,0,0
9,"Matt Schaub, Hou",@Jax,25.00,32,22,314,2,0,0,3,14,0,0,0,0,0,0,0,0
10,"Joe Flacco, Bal",@Atl,25.00,34,22,215,3,1,0,3,13,0,0,0,0,0,0,0,0
11,"Jay Cutler, Chi",Min,25.00,35,22,237,3,2,0,4,24,0,0,0,0,0,0,0,0
12,"Eli Manning, NYG",Dal,23.00,48,33,373,2,2,0,3,17,0,0,0,0,0,0,0,0
13,"Troy Smith, SF",Stl,21.00,28,17,356,1,0,0,3,12,0,0,0,0,0,0,0,0
14,"Josh Freeman, TB",Car,21.00,24,18,241,2,0,0,5,19,0,0,0,0,0,0,1,0
15,"Matt Hasselbeck, Sea",@Ari,19.00,34,22,333,1,0,0,1,0,0,0,0,0,0,0,0,0
16,"Carson Palmer, Cin",@Ind,17.00,42,31,292,2,3,0,0,0,0,0,0,0,0,0,0,0
17,"Donovan McNabb, Was",Phi,17.00,31,17,295,2,3,0,1,0,0,0,0,0,0,0,0,0
18,"Sam Bradford, Stl",@SF,17.00,42,30,251,1,0,0,2,11,0,0,0,0,0,0,0,0
19,"Derek Anderson, Ari",Sea,17.00,45,23,322,1,1,1,0,0,0,0,0,0,0,0,1,0
20,"Shaun Hill, Det",@Buf,16.00,50,29,323,1,1,0,1,1,0,0,0,0,0,0,0,0
21,"Colt McCoy, Cle",NYJ,15.00,31,18,205,1,0,0,4,11,0,0,0,0,0,0,0,0
22,"Chad Henne, Mia",Ten,13.00,28,19,240,1,1,0,2,3,0,0,0,0,0,0,0,0
23,"Tim Tebow, Den",KC,12.00,1,1,3,1,0,0,2,2,1,0,0,0,0,0,0,0
24,"Ryan Fitzpatrick, Buf",Det,11.00,24,12,146,1,0,0,1,-1,0,0,0,0,0,0,0,0
25,"Tyler Thigpen, Mia",Ten,8.00,6,4,64,1,0,0,2,5,0,0,0,0,0,0,0,0
26,"Jimmy Clausen, Car",@TB,8.00,29,16,191,0,0,0,5,11,0,0,0,0,0,0,0,0
27,"Vince Young, Ten",@Mia,7.00,18,9,92,1,1,0,2,14,0,0,0,0,0,0,1,0
28,"Peyton Manning, Ind",Cin,7.00,36,20,185,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Brett Favre, Min",@Chi,5.00,31,18,170,1,3,0,1,-1,0,0,0,0,0,0,1,0
30,"Kerry Collins, Ten",@Mia,2.00,20,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Josh Johnson, TB",Car,1.00,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
32,"Charlie Whitehurst, Sea",@Ari,0.00,6,4,53,0,1,0,4,-4,0,0,0,0,0,0,0,0
33,"Chad Pennington, Mia",Ten,0.00,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Kevin Kolb, Phi",@Was,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
