,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Detroit Lions,@Min,24.00,8.0,3,0,0,0,0,3,143,69,212
1,Arizona Cardinals,Was,20.00,2.0,3,0,1,0,1,20,335,72,407
2,Philadelphia Eagles,NYG,20.00,8.0,0,0,1,0,0,0,168,86,254
3,Denver Broncos,@NYJ,18.00,4.0,1,0,1,0,1,17,173,31,204
4,San Francisco 49ers,@Stl,17.00,5.0,1,0,0,0,1,17,216,93,309
5,Tennessee Titans,Jax,16.00,6.0,1,0,1,1,0,14,297,82,379
6,Chicago Bears,@Atl,13.00,4.0,1,0,0,0,0,13,245,42,287
7,Houston Texans,Ind,13.00,3.0,1,0,1,0,1,33,363,93,456
8,Seattle Seahawks,Dal,13.00,1.0,0,0,2,1,1,30,239,162,401
9,New England Patriots,@Buf,12.00,5.0,1,0,2,0,0,22,268,68,336
10,Baltimore Ravens,@TB,11.00,5.0,1,0,0,0,0,17,277,87,364
11,Cleveland Browns,Pit,11.00,2.0,1,0,0,0,0,10,221,138,359
12,Indianapolis Colts,@Hou,9.00,5.0,0,0,2,0,0,28,196,136,332
13,Green Bay Packers,@Mia,8.00,1.0,2,0,1,0,0,24,237,112,349
14,Minnesota Vikings,Det,8.00,4.0,0,0,0,0,0,17,155,100,255
15,Jacksonville Jaguars,@Ten,7.00,3.0,0,0,0,0,0,16,220,70,290
16,Miami Dolphins,GB,6.00,3.0,0,0,0,1,0,27,248,121,369
17,New York Giants,@Phi,6.00,1.0,2,0,0,0,0,27,245,203,448
18,Atlanta Falcons,Chi,5.00,2.0,0,0,0,1,0,27,375,103,478
19,Carolina Panthers,@Cin,5.00,1.0,2,0,0,0,0,37,320,193,513
20,Dallas Cowboys,@Sea,5.00,2.0,1,0,0,0,0,23,126,80,206
21,Tampa Bay Buccaneers,Bal,4.00,0.0,0,0,1,1,0,48,306,169,475
22,Pittsburgh Steelers,@Cle,3.00,1.0,0,0,1,0,0,31,210,158,368
23,Buffalo Bills,NE,2.00,2.0,0,0,0,0,0,37,346,50,396
24,Cincinnati Bengals,Car,2.00,0.0,1,0,0,0,0,37,284,147,431
25,New York Jets,Den,2.00,2.0,0,0,0,0,0,31,221,138,359
26,San Diego Chargers,@Oak,2.00,0.0,1,0,0,0,0,28,282,114,396
27,St. Louis Rams,SF,2.00,0.0,0,0,1,0,0,31,343,89,432
28,Oakland Raiders,SD,1.00,1.0,0,0,0,0,0,31,307,116,423
29,Washington Redskins,@Ari,1.00,1.0,0,0,0,0,0,30,243,74,317
