,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Eli Manning, NYG",Phi,38.00,21,13,208,5,0,0,0,0,0,0,0,0,0,0,0,0
1,"Aaron Rodgers, GB",@Min,37.00,40,28,365,4,0,0,0,0,0,0,0,0,0,0,1,0
2,"Drew Brees, NO",Car,37.00,43,29,396,4,1,0,0,0,0,0,0,0,0,0,0,0
3,"Peyton Manning, Den",KC,30.00,29,23,304,3,0,0,0,0,0,0,0,0,0,0,0,0
4,"Christian Ponder, Min",GB,28.00,28,16,234,3,0,0,2,16,0,0,0,0,0,0,0,0
5,"Russell Wilson, Sea",Stl,27.00,19,15,250,1,0,0,10,58,1,0,0,0,0,0,0,0
6,"Terrelle Pryor, Oak",@SD,26.00,28,13,150,2,1,0,9,49,1,0,0,0,0,0,0,0
7,"Matthew Stafford, Det",Chi,24.00,42,24,272,3,1,0,3,9,0,0,0,0,0,0,2,0
8,"Ben Roethlisberger, Pit",Cle,23.00,23,15,134,3,0,0,2,-2,0,0,0,0,0,0,0,0
9,"Colin Kaepernick, SF",Ari,23.00,28,16,276,2,0,0,3,5,0,0,0,0,0,0,0,0
10,"Tom Brady, NE",Mia,23.00,36,22,284,2,0,0,0,0,0,0,0,0,0,0,0,0
11,"Andrew Luck, Ind",Hou,19.00,28,14,191,2,0,0,5,1,0,0,0,0,0,0,0,0
12,"Philip Rivers, SD",Oak,18.00,17,13,151,2,0,0,3,-3,0,0,0,0,0,0,0,0
13,"Chad Henne, Jax",@Ten,18.00,41,25,298,2,3,0,2,13,0,0,0,0,0,0,0,0
14,"Jay Cutler, Chi",@Det,18.00,31,18,257,1,0,0,5,29,0,0,0,0,0,0,0,0
15,"Matt Ryan, Atl",TB,16.00,44,28,238,1,0,0,2,11,0,0,0,0,0,0,0,0
16,"Tony Romo, Dal",@Was,16.00,37,20,218,2,3,1,0,0,0,0,0,0,0,0,0,0
17,"Robert Griffin III, Was",Dal,16.00,18,9,100,0,0,0,6,63,1,0,0,0,0,0,0,0
18,"Tyrod Taylor, Bal",@Cin,15.00,25,15,149,0,1,0,9,65,1,0,0,0,0,0,0,0
19,"Ryan Fitzpatrick, Buf",NYJ,15.00,26,12,225,1,0,0,0,0,0,0,0,0,0,0,0,0
20,"Sam Bradford, Stl",@Sea,14.00,42,25,252,1,1,0,1,6,0,0,0,0,0,0,0,0
21,"Michael Vick, Phi",@NYG,13.00,35,19,197,1,1,0,5,25,0,0,0,0,0,0,0,0
22,"Brian Hoyer, Ari",@SF,13.00,34,19,225,1,1,0,1,6,0,0,0,0,0,0,0,0
23,"Thaddeus Lewis, Cle",@Pit,12.00,32,22,204,1,1,0,1,3,0,0,0,0,0,0,0,0
24,"Josh Freeman, TB",@Atl,12.00,35,19,222,1,1,0,1,1,0,0,0,0,0,0,0,0
25,"Cam Newton, Car",@NO,10.00,33,16,248,0,1,0,7,34,0,0,0,0,0,0,0,0
26,"Andy Dalton, Cin",Bal,9.00,15,10,78,1,0,0,2,4,0,0,0,0,0,0,0,0
27,"Matt Schaub, Hou",@Ind,7.00,36,24,275,0,2,0,2,-1,0,0,0,0,0,0,0,0
28,"Ryan Tannehill, Mia",@NE,6.00,35,20,235,0,1,0,2,8,0,0,0,0,0,0,1,0
29,"Jake Locker, Ten",Jax,6.00,15,9,152,0,0,0,5,3,0,0,0,0,0,0,0,0
30,"Mark Sanchez, NYJ",@Buf,5.00,35,17,205,0,1,0,2,-1,0,0,0,0,0,0,1,0
31,"Bruce Gradkowski, Cin",Bal,2.00,11,5,65,0,0,0,3,-2,0,0,0,0,0,0,0,0
32,"Brady Quinn, KC",@Den,1.00,16,7,49,0,0,0,2,4,0,0,0,0,0,0,0,0
33,"Joe Flacco, Bal",@Cin,1.00,8,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Alex Smith, SF",Ari,0.00,1,1,6,0,0,0,2,-2,0,0,0,0,0,0,0,0
35,"Brock Osweiler, Den",KC,0.00,4,2,12,0,0,0,3,-6,0,0,0,0,0,0,0,0
36,"Trent Edwards, Phi",@NYG,0.00,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"David Carr, NYG",Phi,0.00,1,1,15,0,0,0,3,-3,0,0,0,0,0,0,0,0
38,"Derek Anderson, Car",@NO,0.00,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Josh Johnson, Cle",@Pit,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
