,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,San Francisco 49ers,TB,25.00,3.0,2,0,1,0,1,3,186,86,272
1,Seattle Seahawks,@NYG,22.00,3.0,3,1,2,0,1,25,395,69,464
2,Minnesota Vikings,Ari,19.00,4.0,3,0,1,0,0,10,214,77,291
3,Buffalo Bills,Phi,17.00,0.0,4,0,1,0,1,24,315,174,489
4,Cincinnati Bengals,@Jax,17.00,3.0,0,0,2,0,1,20,200,96,296
5,Denver Broncos,SD,15.00,5.0,1,0,1,0,1,29,212,206,418
6,New York Giants,Sea,12.00,6.0,1,0,2,0,0,36,279,145,424
7,Oakland Raiders,@Hou,11.00,3.0,2,0,0,0,0,20,403,70,473
8,Detroit Lions,Chi,10.00,3.0,0,0,0,0,0,13,237,122,359
9,Green Bay Packers,@Atl,9.00,1.0,2,0,0,0,0,14,156,95,251
10,Pittsburgh Steelers,Ten,9.00,3.0,1,0,0,0,0,17,240,66,306
11,Atlanta Falcons,GB,7.00,4.0,0,0,1,0,0,25,369,57,426
12,Houston Texans,Oak,6.00,3.0,1,0,0,0,0,25,184,94,278
13,New Orleans Saints,@Car,6.00,1.0,1,0,0,1,0,27,219,162,381
14,New York Jets,@NE,6.00,4.0,1,0,0,0,0,30,294,152,446
15,Tennessee Titans,@Pit,5.00,1.0,1,0,0,1,0,38,257,174,431
16,Carolina Panthers,NO,4.00,2.0,1,0,0,0,0,30,343,101,444
17,Chicago Bears,@Det,4.00,1.0,1,0,0,0,0,24,214,181,395
18,Jacksonville Jaguars,Cin,4.00,2.0,1,0,0,0,0,30,162,77,239
19,Arizona Cardinals,@Min,3.00,1.0,0,0,1,0,0,34,160,172,332
20,New England Patriots,NYJ,3.00,2.0,0,0,0,0,0,21,158,97,255
21,Philadelphia Eagles,@Buf,3.00,1.0,1,0,0,0,0,31,188,143,331
22,San Diego Chargers,@Den,3.00,0.0,1,0,0,0,0,24,113,162,275
23,Indianapolis Colts,KC,2.00,2.0,0,0,0,0,0,28,242,194,436
24,Tampa Bay Buccaneers,@SF,2.00,0.0,0,0,1,0,0,48,205,213,418
25,Kansas City Chiefs,@Ind,1.00,0.0,0,0,0,0,0,24,277,78,355
