,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Arizona Cardinals,Phi,27.00,5.0,0,0,3,0,1,6,194,113,307
1,Chicago Bears,Stl,26.00,6.0,2,0,0,0,1,6,101,59,160
2,Tennessee Titans,Det,21.00,1.0,0,0,1,0,3,41,442,141,583
3,Atlanta Falcons,@SD,19.00,1.0,2,0,2,0,0,3,164,116,280
4,New York Giants,@Car,19.00,2.0,3,0,2,0,0,7,267,60,327
5,Minnesota Vikings,SF,18.00,3.0,1,0,2,1,0,13,191,89,280
6,Seattle Seahawks,GB,15.00,8.0,0,0,0,0,0,12,184,84,268
7,New York Jets,@Mia,14.00,0.0,1,0,1,0,1,20,196,185,381
8,Tampa Bay Buccaneers,@Dal,14.00,4.0,1,0,2,0,0,16,259,38,297
9,Dallas Cowboys,TB,13.00,2.0,1,0,1,0,0,10,91,75,166
10,Buffalo Bills,@Cle,12.00,4.0,2,0,0,0,0,14,207,33,240
11,Washington Redskins,Cin,12.00,2.0,1,0,1,0,1,38,385,93,478
12,New Orleans Saints,KC,10.00,3.0,1,0,2,0,0,27,237,273,510
13,Kansas City Chiefs,@NO,9.00,4.0,1,1,0,0,0,24,205,83,288
14,Cincinnati Bengals,@Was,7.00,5.0,0,0,1,0,0,31,179,202,381
15,Denver Broncos,Hou,7.00,1.0,1,1,1,0,0,31,284,152,436
16,Miami Dolphins,NYJ,7.00,2.0,2,0,0,0,0,23,295,93,388
17,Houston Texans,@Den,6.00,3.0,0,0,1,0,0,25,316,59,375
18,Jacksonville Jaguars,@Ind,6.00,0.0,1,0,0,0,0,17,313,124,437
19,Green Bay Packers,@Sea,5.00,1.0,0,0,0,0,0,14,111,127,238
20,Oakland Raiders,Pit,5.00,1.0,0,0,2,0,0,31,379,54,433
21,San Diego Chargers,Atl,5.00,2.0,1,0,0,0,0,27,265,119,384
22,San Francisco 49ers,@Min,5.00,0.0,0,0,2,0,0,24,198,146,344
23,St. Louis Rams,@Chi,5.00,2.0,1,0,0,0,0,23,171,103,274
24,Cleveland Browns,Buf,4.00,1.0,0,0,1,0,0,24,206,138,344
25,Detroit Lions,@Ten,4.00,0.0,0,0,2,0,0,44,378,59,437
26,Philadelphia Eagles,@Ari,4.00,3.0,0,0,0,0,0,27,193,99,292
27,Pittsburgh Steelers,@Oak,3.00,1.0,1,0,0,0,0,34,202,119,321
28,Baltimore Ravens,NE,2.00,2.0,0,0,0,0,0,30,319,77,396
29,Carolina Panthers,NYG,2.00,2.0,0,0,0,0,0,36,280,125,405
30,Indianapolis Colts,Jax,2.00,1.0,0,0,0,0,0,22,148,185,333
31,New England Patriots,@Bal,2.00,0.0,1,0,0,0,0,31,382,121,503
