,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Arizona Cardinals,SF,31.00,2.0,4,1,0,0,2,7,53,103,156
1,Denver Broncos,@Det,19.00,4.0,2,0,1,1,0,12,262,28,290
2,Philadelphia Eagles,@NYJ,19.00,1.0,3,0,1,0,1,17,276,47,323
3,Buffalo Bills,@Mia,18.00,2.0,3,0,0,0,1,14,289,102,391
4,Minnesota Vikings,SD,18.00,4.0,1,0,1,0,1,14,279,90,369
5,Seattle Seahawks,Chi,18.00,2.0,0,0,0,0,1,0,48,98,146
6,Pittsburgh Steelers,@Stl,14.00,2.0,1,0,0,0,0,6,187,71,258
7,St. Louis Rams,Pit,14.00,5.0,1,0,0,0,0,12,197,62,259
8,Indianapolis Colts,@Ten,13.00,3.0,2,0,0,0,1,33,345,88,433
9,Oakland Raiders,@Cle,13.00,5.0,1,0,1,0,0,20,316,39,355
10,Baltimore Ravens,Cin,12.00,2.0,1,0,1,0,1,28,372,86,458
11,New York Giants,Was,10.00,1.0,2,1,0,1,0,21,305,88,393
12,Green Bay Packers,KC,9.00,7.0,1,0,0,0,0,28,251,75,326
13,Houston Texans,TB,9.00,0.0,1,0,0,0,0,9,261,57,318
14,New England Patriots,Jax,8.00,2.0,1,0,0,0,0,17,236,57,293
15,New Orleans Saints,@Car,8.00,1.0,0,0,0,0,1,27,312,119,431
16,Tampa Bay Buccaneers,@Hou,7.00,1.0,1,0,0,0,0,19,227,186,413
17,Tennessee Titans,Ind,7.00,3.0,2,0,0,0,0,35,245,133,378
18,Carolina Panthers,NO,6.00,1.0,1,0,1,0,0,22,310,70,380
19,Detroit Lions,Den,6.00,1.0,1,0,1,0,0,24,313,41,354
20,Washington Redskins,@NYG,6.00,0.0,0,0,0,0,1,32,279,84,363
21,Chicago Bears,@Sea,5.00,4.0,0,0,0,0,0,26,212,159,371
22,Atlanta Falcons,@Dal,4.00,2.0,1,0,0,0,0,28,220,127,347
23,New York Jets,Phi,4.00,1.0,0,0,1,0,0,24,108,123,231
24,Cincinnati Bengals,@Bal,3.00,0.0,1,0,0,0,0,24,362,36,398
25,Cleveland Browns,Oak,3.00,0.0,0,0,1,0,0,27,314,155,469
26,San Francisco 49ers,@Ari,3.00,1.0,1,0,0,0,0,47,307,139,446
27,Jacksonville Jaguars,@NE,2.00,2.0,0,0,0,0,0,51,346,125,471
28,San Diego Chargers,@Min,2.00,0.0,1,0,0,0,0,31,121,163,284
29,Dallas Cowboys,Atl,1.00,1.0,0,0,0,0,0,39,280,158,438
30,Kansas City Chiefs,@GB,1.00,1.0,0,0,0,0,0,38,325,123,448
31,Miami Dolphins,Buf,0.00,0.0,0,0,0,0,0,41,277,151,428
