,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Dwayne Bowe, KC",@Sea,48.00,0,0,0,0,0,0,0,0,0,0,13,170,3,0,0,0
1,"Wes Welker, NE",@Det,29.00,0,0,0,0,0,0,0,0,0,0,8,90,2,0,0,0
2,"Ben Obomanu, Sea",KC,26.00,0,0,0,0,0,0,0,0,0,0,5,159,1,0,0,0
3,"Deion Branch, NE",@Det,26.00,0,0,0,0,0,0,0,0,0,0,3,113,2,0,0,0
4,"Brandon Lloyd, Den",Stl,23.00,0,0,0,0,0,0,0,0,0,0,4,76,2,0,0,0
5,"Derrick Mason, Bal",TB,22.00,0,0,0,0,0,0,0,0,0,0,8,87,1,0,0,0
6,"Jacoby Ford, Oak",Mia,21.00,0,0,0,0,0,0,1,13,0,0,4,108,1,0,0,0
7,"Earl Bennett, Chi",Phi,21.00,0,0,0,0,0,0,0,0,0,0,4,56,2,0,0,0
8,"Eddie Royal, Den",Stl,20.00,0,0,0,0,0,0,1,20,0,0,6,74,1,0,1,0
9,"Andre Johnson, Hou",Ten,20.00,0,0,0,0,0,0,0,0,0,0,9,56,1,0,0,0
10,"Calvin Johnson, Det",NE,19.00,0,0,0,0,0,0,1,15,0,0,4,81,1,0,0,0
11,"Hines Ward, Pit",@Buf,17.00,0,0,0,0,0,0,0,0,0,0,7,107,0,0,0,0
12,"Jordy Nelson, GB",@Atl,17.00,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
13,"Davone Bess, Mia",@Oak,17.00,0,0,0,0,0,0,0,0,0,0,6,111,0,0,0,0
14,"Miles Austin, Dal",NO,17.00,0,0,0,0,0,0,1,60,1,0,3,25,0,0,0,0
15,"Greg Jennings, GB",@Atl,16.00,0,0,0,0,0,0,0,0,0,0,5,119,0,0,0,0
16,"Marques Colston, NO",@Dal,16.00,0,0,0,0,0,0,0,0,0,0,6,105,0,0,0,0
17,"Jason Avant, Phi",@Chi,16.00,0,0,0,0,0,0,0,0,0,0,8,83,0,0,0,0
18,"Mario Manningham, NYG",Jax,15.00,0,0,0,0,0,0,0,0,0,0,3,61,1,0,0,0
19,"Johnny Knox, Chi",Phi,15.00,0,0,0,0,0,0,0,0,0,0,3,68,1,0,0,0
20,"Santonio Holmes, NYJ",Cin,15.00,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0
21,"Brad Smith, NYJ",Cin,14.00,0,0,0,0,0,0,3,55,1,0,1,23,0,0,0,0
22,"Jordan Shipley, Cin",@NYJ,14.00,0,0,0,0,0,0,0,0,0,0,5,38,1,0,0,0
23,"Lance Moore, NO",@Dal,14.00,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0
