,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Atlanta Falcons,TB,29.00,3.0,1,0,4,0,2,14,153,64,217
1,Indianapolis Colts,@Jax,20.00,4.0,2,0,1,0,1,17,239,105,344
2,Chicago Bears,@NYJ,19.00,3.0,2,0,1,0,1,19,300,114,414
3,Detroit Lions,GB,19.00,2.0,0,1,1,0,1,7,147,76,223
4,Pittsburgh Steelers,@Car,17.00,3.0,0,0,2,0,1,19,307,42,349
5,Cincinnati Bengals,Ten,15.00,2.0,2,1,0,0,0,7,177,149,326
6,Tampa Bay Buccaneers,@Atl,15.00,1.0,1,0,3,0,1,56,344,144,488
7,New York Giants,Hou,14.00,2.0,3,0,0,1,0,17,292,119,411
8,Dallas Cowboys,@Stl,12.00,0.0,2,0,1,0,1,31,327,121,448
9,Green Bay Packers,@Det,12.00,2.0,2,0,1,0,0,19,238,115,353
10,San Diego Chargers,@Buf,12.00,3.0,0,1,0,0,0,10,205,87,292
11,Miami Dolphins,KC,11.00,5.0,0,1,2,0,0,34,168,174,342
12,Denver Broncos,@Sea,10.00,3.0,1,1,0,1,0,26,255,129,384
13,St. Louis Rams,Dal,10.00,0.0,1,0,1,0,1,34,217,123,340
14,New England Patriots,Oak,9.00,0.0,1,0,0,0,0,9,174,67,241
15,New Orleans Saints,Min,9.00,2.0,0,0,0,0,0,9,188,59,247
16,Seattle Seahawks,Den,9.00,1.0,1,0,1,0,0,20,296,36,332
17,Kansas City Chiefs,@Mia,8.00,4.0,0,0,0,0,0,15,191,141,332
18,Philadelphia Eagles,Was,8.00,0.0,1,0,0,0,1,34,427,84,511
19,Arizona Cardinals,SF,7.00,1.0,0,0,0,1,0,14,236,82,318
20,Minnesota Vikings,@NO,7.00,1.0,0,0,0,1,0,20,288,108,396
21,New York Jets,Chi,7.00,4.0,0,0,1,0,0,27,197,60,257
22,Oakland Raiders,@NE,6.00,2.0,0,0,0,0,0,16,221,76,297
23,Baltimore Ravens,@Cle,3.00,0.0,0,0,0,1,0,21,290,85,375
24,Buffalo Bills,SD,3.00,2.0,0,0,0,0,0,22,250,83,333
25,Cleveland Browns,Bal,3.00,0.0,1,0,0,0,0,23,217,160,377
26,Houston Texans,@NYG,3.00,1.0,0,0,1,0,0,30,226,193,419
27,San Francisco 49ers,@Ari,3.00,0.0,0,0,1,0,0,23,254,84,338
28,Jacksonville Jaguars,Ind,2.00,2.0,0,0,0,0,0,44,385,144,529
29,Tennessee Titans,@Cin,2.00,0.0,1,0,0,0,0,33,184,116,300
30,Washington Redskins,@Phi,2.00,0.0,0,0,1,0,0,37,325,54,379
31,Carolina Panthers,Pit,1.00,1.0,0,0,0,0,0,37,190,264,454
