,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"DeAngelo Williams, Pit",@Bal,32.00,0,0,0,0,0,0,17,100,2,0,6,53,0,0,1,0
1,"Tim Hightower, NO",Jax,31.00,0,0,0,0,0,0,27,122,2,0,3,47,0,0,0,0
2,"Frank Gore, Ind",@Mia,23.00,0,0,0,0,0,0,15,85,2,0,2,10,0,0,0,0
3,"Jerick McKinnon, Min",NYG,22.00,0,0,0,0,0,0,7,89,2,0,2,8,0,0,0,0
4,"Latavius Murray, Oak",SD,21.00,0,0,0,0,0,0,19,79,1,0,5,38,0,0,0,0
5,"Javorius Allen, Bal",Pit,21.00,0,0,0,0,0,0,17,77,1,0,5,35,0,0,0,0
6,"Charles Sims, TB",Chi,20.00,0,0,0,0,0,0,4,45,0,0,3,72,1,0,0,0
7,"David Johnson, Ari",GB,20.00,0,0,0,0,0,0,9,39,1,0,3,88,0,0,0,0
8,"Danny Woodhead, SD",@Oak,18.00,0,0,0,0,0,0,11,55,0,0,8,53,0,0,0,0
9,"Adrian Peterson, Min",NYG,18.00,0,0,0,0,0,0,22,104,1,0,1,15,0,0,0,0
10,"Mike Gillislee, Buf",Dal,18.00,0,0,0,0,0,0,9,93,1,0,2,16,0,0,0,0
11,"Lamar Miller, Mia",Ind,17.00,0,0,0,0,0,0,15,31,1,0,5,36,0,0,0,0
12,"Devonta Freeman, Atl",Car,17.00,0,0,0,0,0,0,22,73,1,0,3,17,0,0,0,0
13,"Karlos Williams, Buf",Dal,16.00,0,0,0,0,0,0,17,76,1,0,2,21,0,0,1,0
14,"Pierre Thomas, Was",@Phi,15.00,0,0,0,0,0,0,4,22,0,0,7,67,0,0,0,0
15,"Theo Riddick, Det",SF,15.00,0,0,0,0,0,0,7,20,0,0,7,63,0,0,0,0
16,"Eddie Lacy, GB",@Ari,15.00,0,0,0,0,0,0,12,60,0,0,1,28,1,0,0,0
17,"Rashad Jennings, NYG",@Min,15.00,0,0,0,0,0,0,14,74,0,0,2,62,0,0,0,0
18,"Todd Gurley, Stl",@Sea,15.00,0,0,0,0,0,0,19,83,1,0,1,7,0,0,0,0
19,"Travaris Cadet, NO",Jax,15.00,0,0,0,0,0,0,1,6,0,0,3,69,1,0,0,0
20,"Isaiah Crowell, Cle",@KC,14.00,0,0,0,0,0,0,16,88,1,0,0,0,0,0,0,0
21,"Ka'Deem Carey, Chi",@TB,14.00,0,0,0,0,0,0,7,16,1,0,1,1,1,0,0,0
22,"James White, NE",@NYJ,13.00,0,0,0,0,0,0,2,4,0,0,5,28,1,0,0,0
23,"Bilal Powell, NYJ",NE,13.00,0,0,0,0,0,0,7,56,0,0,5,34,0,0,0,0
24,"DeMarco Murray, Phi",Was,13.00,0,0,0,0,0,0,5,27,1,0,3,24,0,0,0,0
25,"Donald Brown, SD",@Oak,13.00,0,0,0,0,0,0,14,17,1,0,3,33,0,0,0,0
26,"C.J. Anderson, Den",Cin,13.00,0,0,0,0,0,0,9,73,1,0,1,8,0,0,1,0
27,"Darren Sproles, Phi",Was,12.00,0,0,0,0,0,0,5,9,0,0,7,56,0,0,0,0
28,"Brandon Bolden, NE",@NYJ,11.00,0,0,0,0,0,0,9,30,0,0,5,30,0,0,0,0
29,"Darren McFadden, Dal",@Buf,10.00,0,0,0,0,0,0,19,99,0,0,1,-1,0,0,0,0
30,"Kyle Juszczyk, Bal",Pit,10.00,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0
31,"Fred Jackson, Sea",Stl,10.00,0,0,0,0,0,0,2,11,0,0,5,43,0,0,0,0
32,"Ronnie Hillman, Den",Cin,10.00,0,0,0,0,0,0,9,35,0,0,4,37,0,0,0,0
33,"Matt Forte, Chi",@TB,10.00,0,0,0,0,0,0,11,54,0,0,3,23,0,0,0,0
34,"Ryan Mathews, Phi",Was,9.00,0,0,0,0,0,0,4,5,1,0,2,13,0,0,0,0
35,"Doug Martin, TB",Chi,9.00,0,0,0,0,0,0,17,49,1,0,1,6,0,0,2,0
36,"Jarryd Hayne, SF",@Det,9.00,0,0,0,0,0,0,9,27,0,0,5,20,0,0,0,0
37,"DuJuan Harris, SF",@Det,9.00,0,0,0,0,0,0,11,73,0,0,1,11,0,0,0,0
38,"Joique Bell, Det",SF,9.00,0,0,0,0,0,0,7,13,1,0,2,9,0,0,0,0
39,"Chris Thompson, Was",@Phi,8.00,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0
40,"Bishop Sankey, Ten",Hou,8.00,0,0,0,0,0,0,2,11,0,0,3,43,0,0,0,0
41,"Jeremy Langford, Chi",@TB,8.00,0,0,0,0,0,0,19,83,0,0,0,0,0,0,0,0
42,"Jeremy Hill, Cin",@Den,8.00,0,0,0,0,0,0,19,63,0,0,2,-2,0,0,0,0
43,"Charcandrick West, KC",Cle,7.00,0,0,0,0,0,0,14,62,0,0,1,-1,0,0,0,0
44,"Chris Ivory, NYJ",NE,7.00,0,0,0,0,0,0,11,38,0,0,4,4,0,0,0,0
45,"Giovani Bernard, Cin",@Den,7.00,0,0,0,0,0,0,8,14,0,0,4,29,0,0,0,0
46,"Ameer Abdullah, Det",SF,7.00,0,0,0,0,0,0,8,39,0,0,4,9,0,0,0,0
47,"Damien Williams, Mia",Ind,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
48,"Duke Johnson, Cle",@KC,6.00,0,0,0,0,0,0,8,26,0,0,3,15,0,0,0,0
49,"Fozzy Whittaker, Car",@Atl,5.00,0,0,0,0,0,0,5,32,0,0,2,6,0,0,0,0
50,"Andre Ellington, Ari",GB,5.00,0,0,0,0,0,0,7,40,0,0,1,5,0,0,0,0
51,"Alfred Blue, Hou",@Ten,5.00,0,0,0,0,0,0,15,45,0,0,1,5,0,0,0,0
52,"Cameron Artis-Payne, Car",@Atl,5.00,0,0,0,0,0,0,5,49,0,0,1,7,0,0,0,0
53,"Kerwynn Williams, Ari",GB,4.00,0,0,0,0,0,0,8,44,0,0,1,4,0,0,1,0
54,"Terrance West, Bal",Pit,4.00,0,0,0,0,0,0,14,44,0,0,0,0,0,0,0,0
55,"Shane Vereen, NYG",@Min,4.00,0,0,0,0,0,0,1,3,0,0,2,21,0,0,0,0
56,"Mike Tolbert, Car",@Atl,4.00,0,0,0,0,0,0,2,12,0,0,2,17,0,0,0,0
57,"Alfred Morris, Was",@Phi,4.00,0,0,0,0,0,0,17,49,0,0,0,0,0,0,0,0
58,"Benny Cunningham, Stl",@Sea,4.00,0,0,0,0,0,0,1,0,0,0,3,14,0,0,0,0
59,"Stevan Ridley, NYJ",NE,3.00,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0
60,"Chris Polk, Hou",@Ten,3.00,0,0,0,0,0,0,11,38,0,0,0,0,0,0,0,0
61,"Christine Michael, Sea",Stl,3.00,0,0,0,0,0,0,6,6,0,0,2,14,0,0,0,0
62,"Jonas Gray, Jax",@NO,3.00,0,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0
63,"Robert Turbin, Dal",@Buf,2.00,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0
64,"Jonathan Grimes, Hou",@Ten,2.00,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0
65,"Orleans Darkwa, NYG",@Min,2.00,0,0,0,0,0,0,1,9,0,0,1,15,0,0,0,0
66,"David Cobb, Ten",Hou,2.00,0,0,0,0,0,0,7,18,0,0,1,-2,0,0,0,0
67,"Jay Ajayi, Mia",Ind,2.00,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0
68,"Spencer Ware, KC",Cle,1.00,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0
69,"Tre Mason, Stl",@Sea,1.00,0,0,0,0,0,0,3,3,0,0,1,3,0,0,0,0
70,"Taiwan Jones, Oak",SD,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
71,"Steven Jackson, NE",@NYJ,1.00,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0
72,"Akeem Hunt, Hou",@Ten,1.00,0,0,0,0,0,0,2,3,0,0,1,6,0,0,0,0
73,"Dan Herron, Ind",@Mia,1.00,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0
74,"Kendall Gaskins, SF",@Det,1.00,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
75,"Rex Burkhead, Cin",@Den,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
76,"Kenjon Barner, Phi",Was,1.00,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0
77,"Matt Asiata, Min",NYG,1.00,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0
78,"Andre Williams, NYG",@Min,0.00,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
79,"Terron Ward, Atl",Car,0.00,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
80,"Fitzgerald Toussaint, Pit",@Bal,0.00,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
81,"James Starks, GB",@Ari,0.00,0,0,0,0,0,0,3,11,0,0,0,0,0,0,1,0
82,"Zach Line, Min",NYG,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
