,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"LeSean McCoy, Buf",Jax,29.00,0,0,0,0,0,0,19,103,2,1,2,31,0,0,0,0
1,"David Johnson, Ari",@Atl,29.00,0,0,0,0,0,0,13,58,0,0,8,103,1,0,0,0
2,"Mark Ingram, NO",LA,29.00,0,0,0,0,0,0,14,146,1,0,1,21,1,0,0,0
3,"Ezekiel Elliott, Dal",Was,25.00,0,0,0,0,0,0,20,97,2,0,2,23,0,0,0,0
4,"Le'Veon Bell, Pit",@Ind,24.00,0,0,0,0,0,0,23,120,1,0,4,22,0,0,0,0
5,"Jonathan Stewart, Car",@Oak,21.00,0,0,0,0,0,0,17,96,2,0,0,0,0,0,0,0
6,"Devonta Freeman, Atl",Ari,21.00,0,0,0,0,0,0,16,60,2,0,2,17,0,0,0,0
7,"Carlos Hyde, SF",@Mia,20.00,0,0,0,0,0,0,13,65,0,0,5,30,1,0,0,0
8,"Tim Hightower, NO",LA,18.00,0,0,0,0,0,0,15,51,0,0,2,54,1,0,0,0
9,"Latavius Murray, Oak",Car,17.00,0,0,0,0,0,0,19,45,1,0,3,43,0,0,0,0
10,"Jordan Howard, Chi",Ten,15.00,0,0,0,0,0,0,18,84,0,0,3,43,0,0,0,0
11,"Jeremy Hill, Cin",@Bal,14.00,0,0,0,0,0,0,12,21,0,0,6,61,0,0,0,0
12,"DeMarco Murray, Ten",@Chi,13.00,0,0,0,0,0,0,17,43,0,0,5,41,0,0,0,0
13,"Isaiah Crowell, Cle",NYG,13.00,0,0,0,0,0,0,16,44,0,0,6,47,0,0,1,0
14,"Chris Ivory, Jax",@Buf,12.00,0,0,0,0,0,0,9,44,1,0,1,11,0,0,0,0
15,"Derrick Henry, Ten",@Chi,12.00,0,0,0,0,0,0,8,60,1,0,0,0,0,0,0,0
16,"Todd Gurley, LA",@NO,12.00,0,0,0,0,0,0,13,50,0,0,4,39,0,0,0,0
17,"Melvin Gordon, SD",@Hou,12.00,0,0,0,0,0,0,17,70,0,0,4,19,0,0,0,0
18,"Matt Asiata, Min",@Det,12.00,0,0,0,0,0,0,5,27,1,0,3,14,0,0,0,0
19,"Jay Ajayi, Mia",SF,12.00,0,0,0,0,0,0,18,45,1,0,1,11,0,0,0,0
20,"Spencer Ware, KC",@Den,11.00,0,0,0,0,0,0,17,64,0,0,2,32,0,0,0,0
21,"James Starks, GB",@Phi,11.00,0,0,0,0,0,0,17,41,0,0,5,27,0,0,0,0
22,"Kenneth Dixon, Bal",Cin,11.00,0,0,0,0,0,0,13,49,0,0,4,31,0,0,0,0
23,"Theo Riddick, Det",Min,10.00,0,0,0,0,0,0,9,45,0,0,5,13,0,0,0,0
24,"Jerick McKinnon, Min",@Det,10.00,0,0,0,0,0,0,9,31,0,0,3,45,0,0,0,0
25,"Shaun Draughn, SF",@Mia,10.00,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0
26,"Devontae Booker, Den",KC,10.00,0,0,0,0,0,0,24,79,0,0,1,22,0,0,0,0
27,"Darren Sproles, Phi",GB,9.00,0,0,0,0,0,0,3,6,0,0,5,48,0,0,0,0
28,"Aaron Ripkowski, GB",@Phi,9.00,0,0,0,0,0,0,3,1,1,0,2,15,0,0,0,0
29,"Doug Martin, TB",Sea,9.00,0,0,0,0,0,0,23,87,0,0,2,3,0,0,1,0
30,"Dion Lewis, NE",@NYJ,9.00,0,0,0,0,0,0,6,24,0,0,4,34,0,0,0,0
31,"Terrance West, Bal",Cin,8.00,0,0,0,0,0,0,13,48,0,0,3,16,0,0,0,0
32,"Lamar Miller, Hou",SD,8.00,0,0,0,0,0,0,19,57,0,0,3,18,0,0,1,0
33,"Tevin Coleman, Atl",Ari,8.00,0,0,0,0,0,0,8,9,1,0,2,4,0,0,0,0
34,"Chris Thompson, Was",@Dal,7.00,0,0,0,0,0,0,4,17,0,0,5,17,0,0,0,0
35,"Rashad Jennings, NYG",@Cle,7.00,0,0,0,0,0,0,15,55,0,0,2,4,0,0,0,0
36,"Matt Forte, NYJ",NE,7.00,0,0,0,0,0,0,13,27,0,0,3,23,0,0,0,0
37,"James White, NE",@NYJ,6.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0
38,"Duke Johnson, Cle",NYG,6.00,1,0,0,0,0,0,5,14,0,0,3,26,0,0,0,0
39,"LeGarrette Blount, NE",@NYJ,6.00,0,0,0,0,0,0,11,67,0,0,0,0,0,0,0,0
40,"Wendell Smallwood, Phi",GB,5.00,0,0,0,0,0,0,9,37,0,0,1,10,0,0,0,0
41,"Paul Perkins, NYG",@Cle,5.00,0,0,0,0,0,0,9,29,0,0,2,14,0,0,0,0
42,"Rob Kelley, Was",@Dal,5.00,0,0,0,0,0,0,14,37,0,0,2,5,0,0,0,0
43,"Rex Burkhead, Cin",@Bal,5.00,0,0,0,0,0,0,5,29,0,0,2,19,0,0,0,0
44,"Robert Turbin, Ind",Pit,4.00,0,0,0,0,0,0,2,20,0,0,2,-2,0,0,0,0
45,"Bilal Powell, NYJ",NE,4.00,0,0,0,0,0,0,8,36,0,0,1,7,0,0,0,0
46,"Kyle Juszczyk, Bal",Cin,4.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
47,"Damien Williams, Mia",SF,3.00,0,0,0,0,0,0,1,7,0,0,2,11,0,0,0,0
48,"Mike Tolbert, Car",@Oak,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
49,"Jordan Todman, Ind",Pit,3.00,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0
50,"Thomas Rawls, Sea",@TB,3.00,0,0,0,0,0,0,12,38,0,0,0,0,0,0,0,0
51,"MarQueis Gray, Mia",SF,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
52,"Frank Gore, Ind",Pit,3.00,0,0,0,0,0,0,15,28,0,0,1,3,0,0,0,0
53,"Andre Ellington, Ari",@Atl,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
54,"T.J. Yeldon, Jax",@Buf,2.00,0,0,0,0,0,0,6,17,0,0,1,3,0,0,0,0
55,"Fitzgerald Toussaint, Pit",@Ind,2.00,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0
56,"Jalen Richard, Oak",Car,2.00,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0
57,"Taiwan Jones, Oak",Car,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
