,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Drew Brees, NO",Ind,43.00,35,31,325,5,0,0,0,0,0,0,0,0,0,0,0,0
1,"Ben Roethlisberger, Pit",@Ari,32.00,39,26,361,3,0,0,2,-2,0,0,0,0,0,0,0,0
2,"Aaron Rodgers, GB",@Min,31.00,30,24,335,3,0,0,2,8,0,0,0,0,0,0,0,0
3,"Cam Newton, Car",Was,27.00,23,18,256,1,0,0,10,59,1,0,0,0,0,0,0,0
4,"Tim Tebow, Den",@Mia,25.00,27,13,161,2,0,0,9,59,0,1,0,0,0,0,0,0
5,"Mark Sanchez, NYJ",SD,24.00,33,18,173,3,1,0,3,25,0,0,0,0,0,0,0,0
6,"Matt Schaub, Hou",@Ten,23.00,23,18,296,2,0,0,0,0,0,0,0,0,0,0,0,0
7,"Kevin Kolb, Ari",Pit,21.00,34,18,272,2,1,0,2,14,0,0,0,0,0,0,0,0
8,"John Beck, Was",@Car,21.00,37,22,279,1,1,0,3,10,1,0,0,0,0,0,1,0
9,"Christian Ponder, Min",GB,19.00,32,13,219,2,2,0,4,31,0,0,0,0,0,0,0,0
10,"Tony Romo, Dal",Stl,18.00,24,14,166,2,0,0,0,0,0,0,0,0,0,0,0,0
11,"Matt Ryan, Atl",@Det,16.00,34,20,218,1,2,0,3,2,1,0,0,0,0,0,0,0
12,"Josh Freeman, TB",Chi,14.00,51,29,264,2,4,0,0,0,0,0,0,0,0,0,0,0
13,"Matthew Stafford, Det",Atl,13.00,32,15,183,1,0,0,0,0,0,0,0,0,0,0,0,0
14,"Matt Moore, Mia",Den,12.00,33,22,197,1,0,0,2,-1,0,0,0,0,0,0,1,0
15,"Jay Cutler, Chi",@TB,11.00,32,17,226,1,2,0,1,-1,0,0,0,0,0,0,0,0
16,"Joe Flacco, Bal",@Jax,10.00,38,21,137,1,1,0,0,0,0,0,1,-8,0,0,0,0
17,"Philip Rivers, SD",@NYJ,9.00,32,16,179,1,2,0,1,-1,0,0,0,0,0,0,0,0
18,"Colt McCoy, Cle",Sea,7.00,35,20,178,0,1,0,9,29,0,0,0,0,0,0,0,0
19,"Matt Hasselbeck, Ten",Hou,6.00,30,14,104,1,2,0,0,0,0,0,0,0,0,0,0,0
20,"A.J. Feeley, Stl",@Dal,5.00,33,20,196,0,1,0,1,-1,0,0,0,0,0,0,0,0
21,"Blaine Gabbert, Jax",Bal,3.00,20,9,93,0,0,0,5,-1,0,0,0,0,0,0,0,0
22,"Matt Cassel, KC",@Oak,2.00,30,15,161,0,2,0,2,-2,0,0,0,0,0,0,0,0
23,"Dan Orlovsky, Ind",@NO,1.00,5,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Charlie Whitehurst, Sea",@Cle,0.00,30,12,97,0,1,0,1,6,0,0,0,0,0,0,1,0
25,"Chris Redman, Atl",@Det,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Curtis Painter, Ind",@NO,0.00,17,9,67,0,1,0,2,11,0,0,0,0,0,0,1,0
27,"Jake Locker, Ten",Hou,0.00,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Jon Kitna, Dal",Stl,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
29,"Carson Palmer, Oak",KC,-2.00,21,8,116,0,3,0,0,0,0,0,0,0,0,0,0,0
30,"Kyle Boller, Oak",KC,-2.00,14,7,61,0,3,0,4,29,0,0,0,0,0,0,0,0
