,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Charles Clay, Buf",Cle,20.00,0,0,0,0,0,0,0,0,0,0,7,72,1,0,0,0
1,"Dion Sims, Mia",@NYJ,19.00,0,0,0,0,0,0,0,0,0,0,4,31,2,0,0,0
2,"Cameron Brate, TB",@Dal,18.00,0,0,0,0,0,0,0,0,0,0,5,73,1,0,0,0
3,"Kyle Rudolph, Min",Ind,17.00,0,0,0,0,0,0,0,0,0,0,8,97,0,0,0,0
4,"Ryan Griffin, Hou",Jax,16.00,0,0,0,0,0,0,0,0,0,0,8,85,0,0,0,0
5,"Jason Witten, Dal",TB,14.00,0,0,0,0,0,0,0,0,0,0,10,51,0,0,1,0
6,"Erik Swoope, Ind",@Min,14.00,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0
7,"Greg Olsen, Car",@Was,14.00,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0,0
8,"Zach Ertz, Phi",@Bal,14.00,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0
9,"Jared Cook, GB",@Chi,14.00,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0,0
10,"Hunter Henry, SD",Oak,12.00,0,0,0,0,0,0,0,0,0,0,3,37,1,0,0,0
11,"Ladarius Green, Pit",@Cin,12.00,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0
12,"Delanie Walker, Ten",@KC,11.00,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0
13,"Luke Willson, Sea",LA,10.00,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0
14,"Garrett Celek, SF",@Atl,10.00,0,0,0,0,0,0,0,0,0,0,2,22,1,0,0,0
15,"Travis Kelce, KC",Ten,7.00,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0
16,"Austin Hooper, Atl",SF,7.00,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0
17,"Jermaine Gresham, Ari",NO,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
18,"Eric Ebron, Det",@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0
19,"Jack Doyle, Ind",@Min,7.00,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0
20,"A.J. Derby, Den",NE,7.00,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0
21,"Will Tye, NYG",Det,6.00,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0
22,"Jeff Heuerman, Den",NE,6.00,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
23,"Vernon Davis, Was",Car,6.00,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0
24,"Martellus Bennett, NE",@Den,5.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
25,"Blake Bell, SF",@Atl,5.00,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0
26,"Gary Barnidge, Cle",@Buf,5.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
27,"Levine Toilolo, Atl",SF,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
28,"Jimmy Graham, Sea",LA,4.00,0,0,0,0,0,0,1,0,0,0,1,31,0,0,0,0
29,"Jerell Adams, NYG",Det,4.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
30,"Dennis Pitta, Bal",Phi,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
31,"Je'Ron Hamm, SF",@Atl,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
32,"Coby Fleener, NO",@Ari,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
33,"Ed Dickson, Car",@Was,3.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0
34,"Clive Walford, Oak",@SD,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
35,"Richard Rodgers, GB",@Chi,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
36,"Mychal Rivera, Oak",@SD,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
37,"David Johnson, Pit",@Cin,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
38,"Tyler Higbee, LA",@Sea,2.00,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
39,"Antonio Gates, SD",Oak,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
40,"Darren Fells, Ari",NO,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
41,"Trey Burton, Phi",@Bal,2.00,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
42,"Dwayne Allen, Ind",@Min,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
43,"Austin Seferian-Jenkins, NYJ",Mia,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
44,"Jordan Reed, Was",Car,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
45,"John Phillips, NO",@Ari,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
46,"Joshua Perkins, Atl",SF,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
47,"Ben Koyack, Jax",@Hou,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
48,"Lance Kendricks, LA",@Sea,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
49,"Virgil Green, Den",NE,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
50,"Alex Ellis, Jax",@Hou,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51,"Tyler Eifert, Cin",Pit,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
52,"Alan Cross, TB",@Dal,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
53,"Brent Celek, Phi",@Bal,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
54,"Stephen Anderson, Hou",Jax,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
