,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Tennessee Titans,TB,22.00,2.0,1,0,4,0,1,17,186,122,308
1,Baltimore Ravens,SF,21.00,9.0,1,0,0,0,0,6,96,74,170
2,Tampa Bay Buccaneers,@Ten,17.00,2.0,2,0,2,0,1,23,150,202,352
3,Arizona Cardinals,@Stl,16.00,2.0,0,0,2,0,1,20,186,86,272
4,Houston Texans,@Jax,16.00,7.0,1,0,0,0,0,13,150,105,255
5,Pittsburgh Steelers,@KC,16.00,1.0,3,0,1,0,0,9,162,90,252
6,St. Louis Rams,Ari,16.00,3.0,2,0,1,0,1,23,106,268,374
7,Oakland Raiders,Chi,14.00,4.0,3,0,0,0,0,20,229,172,401
8,Jacksonville Jaguars,Hou,12.00,0.0,0,0,1,0,1,20,127,88,215
9,Kansas City Chiefs,Pit,12.00,1.0,1,0,1,0,0,13,182,108,290
10,Green Bay Packers,@Det,11.00,1.0,3,0,0,0,0,15,273,136,409
11,Carolina Panthers,@Ind,10.00,2.0,2,0,0,0,0,19,218,105,323
12,Dallas Cowboys,Mia,10.00,4.0,0,0,1,0,0,19,263,89,352
13,Denver Broncos,@SD,10.00,3.0,0,0,0,0,0,13,159,185,344
14,Seattle Seahawks,Was,10.00,1.0,2,0,0,2,0,23,306,110,416
15,Miami Dolphins,@Dal,9.00,1.0,2,0,0,0,0,20,218,85,303
16,Atlanta Falcons,Min,8.00,4.0,0,0,0,0,0,14,162,64,226
17,Cincinnati Bengals,Cle,8.00,2.0,1,0,0,0,0,20,140,134,274
18,Indianapolis Colts,Car,8.00,3.0,0,0,1,1,0,27,176,201,377
19,New England Patriots,@Phi,8.00,2.0,1,0,0,0,0,20,393,73,466
20,Washington Redskins,@Sea,8.00,2.0,1,0,0,0,0,17,126,124,250
21,Chicago Bears,@Oak,7.00,4.0,1,0,0,0,0,25,268,73,341
22,New Orleans Saints,NYG,6.00,1.0,1,0,1,0,0,24,392,73,465
23,Cleveland Browns,@Cin,5.00,2.0,0,0,1,0,0,23,257,132,389
24,Minnesota Vikings,@Atl,5.00,2.0,0,0,1,0,0,24,246,89,335
25,San Diego Chargers,Den,5.00,1.0,0,0,0,0,0,16,141,208,349
26,Buffalo Bills,@NYJ,4.00,0.0,1,0,1,0,0,28,180,138,318
27,New York Jets,Buf,4.00,3.0,0,0,0,0,0,24,250,86,336
28,San Francisco 49ers,@Bal,4.00,0.0,0,0,0,0,0,16,161,92,253
29,Detroit Lions,GB,3.00,2.0,0,0,0,0,0,27,296,53,349
30,Philadelphia Eagles,NE,1.00,1.0,0,0,0,0,0,38,353,104,457
31,New York Giants,@NO,0.00,0.0,0,0,0,0,0,49,372,205,577
