,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Jacksonville Jaguars,Cle,19.00,3.0,1,0,2,0,0,6,197,69,266
1,Minnesota Vikings,@Buf,18.00,6.0,1,0,3,0,0,17,255,118,373
2,Baltimore Ravens,Atl,16.00,5.0,0,1,1,0,0,7,186,68,254
3,Indianapolis Colts,Cin,14.00,4.0,0,0,0,0,0,0,103,32,135
4,Buffalo Bills,Min,13.00,5.0,2,0,0,0,0,16,118,158,276
5,Miami Dolphins,@Chi,13.00,3.0,1,0,2,0,0,14,172,52,224
6,Denver Broncos,SF,12.00,6.0,1,0,0,0,0,17,248,62,310
7,Tennessee Titans,@Was,11.00,3.0,1,0,1,0,0,19,251,100,351
8,St. Louis Rams,Sea,10.00,3.0,0,0,0,0,1,26,292,171,463
9,Cleveland Browns,@Jax,9.00,2.0,3,0,0,0,0,24,151,185,336
10,Green Bay Packers,Car,9.00,3.0,1,0,0,0,0,17,223,108,331
11,Washington Redskins,Ten,9.00,1.0,1,0,1,0,0,17,160,76,236
12,Arizona Cardinals,@Oak,8.00,1.0,0,0,0,0,0,13,164,56,220
13,Kansas City Chiefs,@SD,8.00,2.0,1,0,0,0,0,20,182,69,251
14,New Orleans Saints,@Det,8.00,3.0,2,0,0,0,0,24,285,59,344
15,Pittsburgh Steelers,Hou,8.00,1.0,1,0,2,0,0,23,261,132,393
16,Atlanta Falcons,@Bal,7.00,1.0,2,0,1,0,0,29,248,123,371
17,Chicago Bears,Mia,7.00,4.0,0,0,0,1,0,27,256,137,393
18,Cincinnati Bengals,@Ind,7.00,2.0,0,0,2,0,0,27,335,171,506
19,Detroit Lions,NO,6.00,1.0,1,0,1,0,0,23,335,73,408
20,New England Patriots,NYJ,6.00,3.0,0,0,0,1,0,25,205,218,423
21,Dallas Cowboys,NYG,5.00,0.0,0,0,2,0,0,21,248,104,352
22,Houston Texans,@Pit,5.00,3.0,0,0,1,0,0,30,252,76,328
23,New York Giants,@Dal,4.00,2.0,1,0,0,0,0,31,267,156,423
24,Oakland Raiders,Ari,4.00,1.0,1,0,0,0,0,24,242,123,365
25,San Diego Chargers,KC,4.00,3.0,0,0,0,0,0,23,211,154,365
26,Carolina Panthers,@GB,2.00,2.0,0,0,0,0,0,38,241,122,363
27,New York Jets,@NE,2.00,1.0,0,0,0,0,0,27,260,63,323
28,San Francisco 49ers,@Den,2.00,2.0,0,0,0,0,0,42,304,115,419
29,Seattle Seahawks,@Stl,0.00,0.0,0,0,0,0,0,28,173,102,275
