,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Chicago Bears,@Pit,26.00,3.0,2,0,3,0,2,23,379,80,459
1,Kansas City Chiefs,@Phi,26.00,6.0,2,0,3,0,1,16,167,264,431
2,Baltimore Ravens,Hou,24.00,3.0,1,0,0,0,2,9,170,94,264
3,Carolina Panthers,NYG,23.00,7.0,2,0,1,0,0,0,90,60,150
4,Green Bay Packers,@Cin,20.00,4.0,1,0,3,1,1,34,215,82,297
5,Cincinnati Bengals,GB,18.00,4.0,2,0,2,0,1,30,217,182,399
6,Dallas Cowboys,Stl,15.00,6.0,0,0,1,0,0,7,197,35,232
7,New England Patriots,TB,15.00,3.0,1,0,0,0,0,3,226,97,323
8,New Orleans Saints,Ari,15.00,4.0,2,0,0,0,0,7,161,86,247
9,Indianapolis Colts,@SF,14.00,3.0,1,0,1,0,0,7,139,115,254
10,Cleveland Browns,@Min,13.00,6.0,1,0,2,0,0,27,195,134,329
11,Seattle Seahawks,Jax,13.00,3.0,2,0,1,0,0,17,214,51,265
12,New York Jets,Buf,12.00,8.0,0,0,0,0,0,20,208,120,328
13,Minnesota Vikings,Cle,11.00,3.0,3,0,1,0,0,31,306,103,409
14,Atlanta Falcons,@Mia,10.00,5.0,1,0,1,0,0,27,195,90,285
15,Detroit Lions,@Was,10.00,2.0,1,0,1,0,0,20,300,120,420
16,Tennessee Titans,SD,10.00,2.0,0,0,1,1,0,17,175,102,277
17,Washington Redskins,Det,10.00,1.0,1,0,0,0,1,27,378,63,441
18,Arizona Cardinals,@NO,6.00,4.0,1,0,0,0,0,31,319,104,423
19,Jacksonville Jaguars,@Sea,6.00,2.0,1,0,1,0,0,45,323,156,479
20,Philadelphia Eagles,KC,6.00,5.0,0,0,0,0,0,26,248,146,394
21,San Diego Chargers,@Ten,6.00,2.0,0,0,0,0,0,20,282,170,452
22,Tampa Bay Buccaneers,@NE,6.00,3.0,1,0,0,0,0,23,202,156,358
23,Buffalo Bills,@NYJ,5.00,0.0,2,0,0,0,0,27,331,182,513
24,Miami Dolphins,Atl,5.00,0.0,1,0,1,0,0,23,231,146,377
25,New York Giants,@Car,5.00,1.0,1,0,1,0,0,38,208,194,402
26,Oakland Raiders,@Den,5.00,1.0,0,0,2,0,0,37,372,164,536
27,Denver Broncos,Oak,4.00,3.0,0,0,0,0,0,21,293,49,342
28,Pittsburgh Steelers,Chi,4.00,2.0,0,0,0,1,0,40,151,107,258
29,St. Louis Rams,@Dal,3.00,1.0,0,0,1,0,0,31,203,193,396
30,Houston Texans,@Bal,2.00,2.0,0,0,0,0,0,30,161,75,236
31,San Francisco 49ers,Ind,2.00,1.0,0,0,0,0,0,27,152,184,336
