,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Tom Brady, NE",@Buf,37.00,36,22,340,3,0,0,1,4,1,0,0,0,0,0,0,0
1,"Aaron Rodgers, GB",NO,35.00,41,31,319,4,1,0,5,13,0,0,0,0,0,0,0,0
2,"Drew Brees, NO",@GB,35.00,54,35,446,3,0,0,0,0,0,0,0,0,0,0,0,0
3,"Cam Newton, Car",@Atl,34.00,24,15,215,2,0,0,9,86,1,0,0,0,0,0,0,0
4,"Peyton Manning, Den",Oak,31.00,38,30,338,3,0,0,1,-1,0,0,0,0,0,0,0,0
5,"Ryan Fitzpatrick, Buf",NE,31.00,39,22,350,4,4,0,3,14,0,0,0,0,0,0,0,0
6,"Matt Ryan, Atl",Car,30.00,40,25,369,3,1,0,0,0,0,0,0,0,0,0,0,0
7,"Kevin Kolb, Ari",Mia,26.00,48,29,324,3,2,0,0,0,0,0,0,0,0,0,0,0
8,"Andy Dalton, Cin",@Jax,25.00,31,20,244,2,1,0,6,5,1,0,0,0,0,0,0,0
9,"Joe Flacco, Bal",Cle,24.00,46,28,356,1,1,0,2,4,1,0,0,0,0,0,0,0
10,"Eli Manning, NYG",@Phi,22.00,42,24,309,2,1,0,0,0,0,0,0,0,0,0,0,0
11,"Jay Cutler, Chi",@Dal,22.00,24,18,275,2,0,0,3,0,0,0,0,0,0,0,1,0
12,"Robert Griffin III, Was",@TB,21.00,35,26,323,0,0,0,8,36,1,0,0,0,0,0,0,0
13,"Ryan Tannehill, Mia",@Ari,20.00,41,26,431,1,2,1,1,0,0,0,0,0,0,0,1,0
14,"Matt Schaub, Hou",Ten,20.00,28,20,202,2,0,0,2,-2,0,0,0,0,0,0,0,0
15,"Michael Vick, Phi",NYG,19.00,30,19,241,1,0,0,6,49,0,0,0,0,0,0,0,0
16,"Matthew Stafford, Det",Min,19.00,51,30,319,0,0,0,4,14,1,0,0,0,0,0,0,0
17,"Philip Rivers, SD",@KC,18.00,23,18,209,2,1,0,3,0,0,0,0,0,0,0,0,0
18,"Matt Cassel, KC",SD,16.00,42,24,251,2,3,0,0,0,0,0,0,0,0,0,0,0
19,"Josh Freeman, TB",Was,15.00,39,24,299,1,1,0,2,8,0,0,0,0,0,0,0,0
20,"Matt Hasselbeck, Ten",@Hou,14.00,25,17,193,2,2,0,2,3,0,0,0,0,0,0,1,0
21,"Blaine Gabbert, Jax",Cin,12.00,34,23,186,1,1,0,3,19,0,0,0,0,0,0,0,0
22,"Kyle Orton, Dal",Chi,11.00,10,9,89,1,0,1,0,0,0,0,0,0,0,0,0,0
23,"Colin Kaepernick, SF",@NYJ,11.00,1,0,0,0,0,0,5,50,1,0,0,0,0,0,0,0
24,"Brandon Weeden, Cle",@Bal,10.00,52,25,320,0,1,0,0,0,0,0,0,0,0,0,0,0
25,"Tony Romo, Dal",Chi,8.00,43,31,307,1,5,0,1,0,0,0,0,0,0,0,0,0
26,"Carson Palmer, Oak",@Den,8.00,34,19,202,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Alex Smith, SF",@NYJ,6.00,21,12,143,0,0,0,3,12,0,0,0,0,0,0,0,0
28,"Sam Bradford, Stl",Sea,6.00,30,16,221,0,1,0,2,-2,0,0,0,0,0,0,0,0
29,"Christian Ponder, Min",@Det,4.00,26,16,111,0,0,0,1,5,0,0,0,0,0,0,0,0
30,"Armanti Edwards, Car",@Atl,2.00,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
31,"Russell Wilson, Sea",@Stl,1.00,25,17,160,0,3,0,7,14,0,0,0,0,0,0,0,0
32,"Mark Sanchez, NYJ",SF,1.00,29,13,103,0,1,0,0,0,0,0,0,0,0,0,1,0
33,"Tim Tebow, NYJ",SF,0.00,1,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0
34,"Brock Osweiler, Den",Oak,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
35,"Jake Locker, Ten",@Hou,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Graham Harrell, GB",NO,-1.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
