,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Arian Foster, Hou",@Oak,33.00,0,0,0,0,0,0,17,133,1,0,3,56,1,0,0,0
1,"LaDainian Tomlinson, NYJ",@Buf,30.00,0,0,0,0,0,0,19,133,2,0,3,22,0,0,0,0
2,"LeSean McCoy, Phi",Was,28.00,0,0,0,0,0,0,16,64,0,0,12,110,0,0,1,0
3,"Maurice Jones-Drew, Jax",Ind,25.00,0,0,0,0,0,0,26,105,1,0,2,16,1,0,0,0
4,"Joseph Addai, Ind",@Jax,22.00,0,0,0,0,0,0,16,63,2,0,3,19,0,0,0,0
5,"Rashard Mendenhall, Pit",Bal,21.00,0,0,0,0,0,0,25,79,2,0,2,9,0,0,0,0
6,"Frank Gore, SF",@Atl,20.00,0,0,0,0,0,0,21,77,0,0,7,60,0,0,0,0
7,"Ahmad Bradshaw, NYG",Chi,20.00,0,0,0,0,0,0,23,129,1,0,2,14,0,0,1,0
8,"Ricky Williams, Mia",NE,19.00,0,0,0,0,0,0,8,56,0,0,4,45,1,0,0,0
9,"Mike Tolbert, SD",Ari,18.00,0,0,0,0,0,0,16,100,1,0,2,3,0,0,0,0
10,"Darren McFadden, Oak",Hou,18.00,0,0,0,0,0,0,12,47,0,0,6,82,0,0,0,0
11,"Peyton Hillis, Cle",Cin,18.00,0,0,0,0,0,0,27,102,1,0,2,8,0,0,0,0
12,"DeAngelo Williams, Car",@NO,16.00,0,0,0,0,0,0,13,86,1,0,1,14,0,0,0,0
13,"Steven Jackson, Stl",Sea,15.00,0,0,0,0,0,0,22,70,0,0,3,54,0,0,0,0
14,"Jonathan Stewart, Car",@NO,14.00,0,0,0,0,0,0,7,21,0,0,1,55,1,0,0,0
15,"Correll Buckhalter, Den",@Ten,14.00,0,0,0,0,0,0,6,3,0,0,5,38,1,0,0,0
16,"Derrick Ward, Hou",@Oak,13.00,0,0,0,0,0,0,11,78,1,0,0,0,0,0,0,0
17,"Ryan Torain, Was",@Phi,13.00,0,0,0,0,0,0,18,70,1,0,0,0,0,0,0,0
18,"Ryan Mathews, SD",Ari,13.00,0,0,0,0,0,0,9,55,1,0,1,13,0,0,0,0
19,"Brandon Jacobs, NYG",Chi,13.00,0,0,0,0,0,0,6,62,1,0,1,4,0,0,0,0
20,"BenJarvus Green-Ellis, NE",@Mia,13.00,0,0,0,0,0,0,16,76,1,0,0,0,0,0,0,0
