,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"DeSean Jackson, Phi",@Min,35.00,0,0,0,0,0,0,0,0,0,0,10,195,1,0,0,0
1,"Greg Jennings, Min",Phi,33.00,0,0,0,0,0,0,0,0,0,0,11,163,1,0,0,0
2,"Julian Edelman, NE",@Mia,32.00,0,0,0,0,0,0,0,0,0,0,13,139,1,0,0,0
3,"Dez Bryant, Dal",GB,32.00,0,0,0,0,0,0,0,0,0,0,11,153,1,0,0,0
4,"Kendall Wright, Ten",Ari,27.00,0,0,0,0,0,0,0,0,0,0,12,150,0,0,0,0
5,"Pierre Garcon, Was",@Atl,25.00,0,0,0,0,0,0,0,0,0,0,7,129,1,0,0,0
6,"Mike Wallace, Mia",NE,23.00,0,0,0,0,0,0,1,13,0,0,6,105,1,0,0,0
7,"Marques Colston, NO",@Stl,23.00,0,0,0,0,0,0,0,0,0,0,8,92,1,0,0,0
8,"Andre Caldwell, Den",SD,23.00,0,0,0,0,0,0,0,0,0,0,6,59,2,0,0,0
9,"Danny Amendola, NE",@Mia,23.00,0,0,0,0,0,0,0,0,0,0,10,131,0,0,0,0
10,"Tim Wright, TB",SF,21.00,0,0,0,0,0,0,0,0,0,0,7,82,1,0,0,0
11,"Brandon Marshall, Chi",@Cle,21.00,0,0,0,0,0,0,0,0,0,0,6,95,1,0,0,0
12,"Robert Woods, Buf",@Jax,19.00,0,0,0,0,0,0,0,0,0,0,5,82,1,0,0,0
13,"Doug Baldwin, Sea",@NYG,19.00,0,0,0,0,0,0,1,3,0,0,6,71,1,0,0,0
14,"Santana Moss, Was",@Atl,18.00,0,0,0,0,0,0,0,0,0,0,8,64,1,0,2,0
15,"Alshon Jeffery, Chi",@Cle,18.00,0,0,0,0,0,0,1,-3,0,0,5,72,1,0,0,0
16,"A.J. Green, Cin",@Pit,18.00,0,0,0,0,0,0,0,0,0,0,9,93,0,0,0,0
17,"Michael Preston, Ten",Ari,17.00,0,0,0,0,0,0,0,0,0,0,3,27,2,0,0,0
18,"Jordy Nelson, GB",@Dal,17.00,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
19,"Antonio Brown, Pit",Cin,17.00,0,0,0,0,0,0,1,1,0,0,5,66,1,0,0,0
20,"Nate Washington, Ten",Ari,16.00,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0
21,"Vincent Jackson, TB",SF,16.00,0,0,0,0,0,0,0,0,0,0,5,58,1,0,0,0
22,"Keenan Allen, SD",@Den,16.00,0,0,0,0,0,0,0,0,0,0,2,29,2,0,0,0
23,"Cordarrelle Patterson, Min",Phi,15.00,0,0,0,0,0,0,2,15,0,0,5,35,1,0,0,0
24,"Marvin Jones, Cin",@Pit,15.00,0,0,0,0,0,0,0,0,0,0,5,48,1,0,0,0
25,"Calvin Johnson, Det",Bal,15.00,0,0,0,0,0,0,0,0,0,0,6,98,0,0,0,0
26,"Andre Holmes, Oak",KC,15.00,0,0,0,0,0,0,0,0,0,0,4,58,1,0,0,0
27,"T.Y. Hilton, Ind",Hou,15.00,0,0,0,0,0,0,0,0,0,0,8,78,0,0,0,0
28,"Josh Gordon, Cle",Chi,15.00,0,0,0,0,0,0,0,0,0,0,3,67,1,0,0,0
29,"Michael Crabtree, SF",@TB,15.00,0,0,0,0,0,0,0,0,0,0,5,45,1,0,0,0
30,"Griff Whalen, Ind",Hou,14.00,0,0,0,0,0,0,0,0,0,0,4,45,1,0,0,0
31,"Jacoby Jones, Bal",@Det,14.00,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0
32,"Jeff Cumberland, NYJ",@Car,14.00,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0
33,"Jarrett Boykin, GB",@Dal,14.00,0,0,0,0,0,0,0,0,0,0,6,83,0,0,0,0
34,"Jarius Wright, Min",Phi,13.00,0,0,0,0,0,0,0,0,0,0,4,95,0,0,0,0
35,"Aldrick Robinson, Was",@Atl,13.00,0,0,0,0,0,0,0,0,0,0,4,99,0,0,0,0
36,"Lance Moore, NO",@Stl,13.00,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0
37,"James Jones, GB",@Dal,13.00,0,0,0,0,0,0,0,0,0,0,3,49,1,0,0,0
38,"Jerrel Jernigan, NYG",Sea,13.00,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
39,"Jason Avant, Phi",@Min,13.00,0,0,0,0,0,0,0,0,0,0,3,40,1,0,0,0
40,"Brian Hartline, Mia",NE,12.00,0,0,0,0,0,0,0,0,0,0,5,70,0,0,0,0
41,"Earl Bennett, Chi",@Cle,12.00,0,0,0,0,0,0,0,0,0,0,4,23,1,0,0,0
42,"Rishard Matthews, Mia",NE,11.00,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0
43,"Roddy White, Atl",Was,10.00,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0
44,"Marcus Thigpen, Mia",NE,10.00,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0
45,"Torrey Smith, Bal",@Det,10.00,0,0,0,0,0,0,0,0,0,0,4,69,0,0,0,0
46,"Greg Little, Cle",Chi,10.00,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0
47,"Larry Fitzgerald, Ari",@Ten,10.00,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0
48,"Rod Streater, Oak",KC,9.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0
49,"Ace Sanders, Jax",Buf,9.00,0,0,0,0,0,0,0,0,0,0,2,17,1,0,0,0
50,"Brandon LaFell, Car",NYJ,9.00,0,0,0,0,0,0,1,6,0,0,3,61,0,0,0,0
51,"Nate Burleson, Det",Bal,9.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
52,"Terrance Williams, Dal",GB,8.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
53,"Demaryius Thomas, Den",SD,8.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
54,"Kerry Taylor, Jax",Buf,8.00,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0
55,"Kenny Stills, NO",@Stl,8.00,0,0,0,0,0,0,1,3,0,0,4,47,0,0,0,0
56,"Emmanuel Sanders, Pit",Cin,8.00,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0
