,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Seattle Seahawks,Ind,23.00,3.0,1,0,1,0,2,18,139,98,237
1,Houston Texans,Ten,22.00,2.0,4,0,1,0,1,14,109,86,195
2,Buffalo Bills,@Atl,17.00,1.0,2,0,1,0,1,17,242,149,391
3,Pittsburgh Steelers,@Bal,17.00,4.0,2,0,1,0,0,9,206,82,288
4,Jacksonville Jaguars,@NYJ,16.00,5.0,1,0,1,0,1,23,215,256,471
5,New Orleans Saints,@Mia,16.00,4.0,1,0,0,0,0,0,128,58,186
6,Detroit Lions,@Min,15.00,2.0,0,0,3,0,0,7,197,87,284
7,Green Bay Packers,Chi,13.00,1.0,2,0,2,0,0,14,205,103,308
8,Denver Broncos,Oak,12.00,3.0,1,0,0,0,0,10,230,24,254
9,Kansas City Chiefs,Was,12.00,0.0,0,0,1,0,1,20,220,111,331
10,San Francisco 49ers,@Ari,12.00,6.0,1,0,0,0,0,18,317,51,368
11,Cincinnati Bengals,@Cle,11.00,2.0,1,0,0,0,0,7,170,45,215
12,Minnesota Vikings,Det,10.00,6.0,0,0,0,0,0,14,154,97,251
13,Arizona Cardinals,SF,9.00,3.0,1,0,0,0,0,15,210,95,305
14,Indianapolis Colts,@Sea,9.00,3.0,2,1,0,0,0,46,283,194,477
15,Oakland Raiders,@Den,8.00,4.0,0,0,0,0,0,16,155,143,298
16,New York Jets,Jax,7.00,1.0,1,0,0,0,0,20,136,175,311
17,Los Angeles Rams,@Dal,6.00,2.0,1,0,1,0,0,30,251,189,440
18,New England Patriots,Car,6.00,2.0,1,0,1,0,0,33,304,140,444
19,Cleveland Browns,Cin,5.00,3.0,0,0,1,0,0,31,264,86,350
20,Miami Dolphins,NO,5.00,1.0,0,0,0,0,0,20,261,86,347
21,Philadelphia Eagles,@LAC,5.00,2.0,0,0,1,0,0,24,342,58,400
22,Atlanta Falcons,Buf,4.00,3.0,0,0,0,0,0,23,164,117,281
23,Baltimore Ravens,Pit,4.00,1.0,1,0,0,0,0,26,208,173,381
24,Tennessee Titans,@Hou,4.00,2.0,1,0,0,0,0,57,272,173,445
25,Washington Redskins,@KC,4.00,4.0,0,0,0,0,0,29,261,168,429
26,Carolina Panthers,@NE,3.00,3.0,0,0,0,0,0,30,293,80,373
27,Chicago Bears,@GB,2.00,2.0,0,0,0,0,0,35,169,91,260
28,Los Angeles Chargers,Phi,2.00,1.0,0,0,0,0,0,26,240,214,454
29,New York Giants,@TB,2.00,1.0,0,0,0,0,0,25,323,111,434
30,Dallas Cowboys,LA,1.00,1.0,0,0,0,0,0,35,244,168,412
31,Tampa Bay Buccaneers,NYG,1.00,0.0,0,0,0,0,0,23,288,91,379
