,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Darren McFadden, Oak",NYJ,32.00,0,0,0,0,0,0,19,171,2,0,3,7,0,0,0,0
1,"Ryan Mathews, SD",KC,30.00,0,0,0,0,0,0,21,98,2,0,4,51,0,0,0,0
2,"Fred Jackson, Buf",NE,26.00,0,0,0,0,0,0,12,74,1,0,5,87,0,0,0,0
3,"LaDainian Tomlinson, NYJ",@Oak,25.00,0,0,0,0,0,0,6,38,0,0,5,116,1,0,0,0
4,"Ahmad Bradshaw, NYG",@Phi,24.00,0,0,0,0,0,0,15,86,0,0,5,53,1,0,0,0
5,"LeSean McCoy, Phi",NYG,22.00,0,0,0,0,0,0,24,128,1,0,3,13,0,0,0,0
6,"Ray Rice, Bal",@Stl,21.00,0,0,0,0,0,0,9,81,0,0,5,83,0,0,0,0
7,"Daniel Thomas, Mia",@Cle,20.00,0,0,0,0,0,0,23,95,0,0,3,27,1,0,0,0
8,"Darren Sproles, NO",Hou,20.00,0,0,0,0,0,0,2,35,1,0,6,50,0,0,0,0
9,"Maurice Jones-Drew, Jax",@Car,19.00,0,0,0,0,0,0,24,122,0,0,3,45,0,0,0,0
10,"Adrian Peterson, Min",Det,18.00,0,0,0,0,0,0,17,78,1,0,4,19,0,0,0,0
11,"Felix Jones, Dal",Was,18.00,0,0,0,0,0,0,14,115,0,0,3,40,0,0,0,0
12,"Tim Hightower, Was",@Dal,18.00,0,0,0,0,0,0,14,41,0,0,5,39,1,0,0,0
13,"Shonn Greene, NYJ",@Oak,16.00,0,0,0,0,0,0,15,59,0,0,7,47,0,0,0,0
14,"Brandon Jacobs, NYG",@Phi,15.00,0,0,0,0,0,0,7,19,0,1,2,42,1,0,0,0
15,"Matt Forte, Chi",GB,15.00,0,0,0,0,0,0,9,2,0,0,7,80,0,0,0,0
16,"Joseph Addai, Ind",Pit,15.00,0,0,0,0,0,0,17,86,1,0,1,2,0,0,0,0
17,"Willis McGahee, Den",@Ten,14.00,0,0,0,0,0,0,22,52,0,0,3,2,1,0,0,0
18,"Michael Bush, Oak",NYJ,13.00,0,0,0,0,0,0,8,22,1,0,2,35,0,0,0,0
19,"Jahvid Best, Det",@Min,13.00,0,0,0,0,0,0,12,14,0,0,5,74,0,0,0,0
20,"Chris Johnson, Ten",Den,11.00,0,0,0,0,0,0,13,21,0,0,4,54,0,0,0,0
21,"Mark Ingram, NO",Hou,11.00,0,0,0,0,0,0,9,38,1,0,2,-3,0,0,0,0
22,"Kendall Hunter, SF",@Cin,11.00,0,0,0,0,0,0,9,26,1,0,2,12,0,0,0,0
23,"Jonathan Stewart, Car",Jax,10.00,0,0,0,0,0,0,10,59,0,0,3,26,0,0,0,0
24,"Alfonso Smith, Ari",@Sea,10.00,0,0,0,0,0,0,17,54,0,0,3,21,0,0,0,0
25,"Dexter McCluster, KC",@SD,10.00,0,0,0,0,0,0,9,45,0,0,5,17,0,0,0,0
26,"Montario Hardesty, Cle",Mia,10.00,0,0,0,0,0,0,14,67,0,0,3,19,0,0,0,0
27,"Earnest Graham, TB",Atl,10.00,0,0,0,0,0,0,2,-1,0,0,7,37,0,0,0,0
