,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Green Bay Packers,Dal,31.00,4.0,2,0,2,0,2,7,166,39,205
1,New Orleans Saints,@Car,24.00,4.0,1,0,1,0,1,3,68,127,195
2,Arizona Cardinals,@Min,22.00,3.0,2,0,1,0,2,27,427,80,507
3,Oakland Raiders,KC,17.00,3.0,1,0,1,0,1,20,200,104,304
4,Baltimore Ravens,Mia,15.00,2.0,3,0,0,0,0,10,216,73,289
5,Chicago Bears,@Buf,13.00,1.0,2,0,1,1,0,19,294,46,340
6,New York Giants,@Sea,13.00,0.0,2,0,1,0,0,7,113,49,162
7,Cleveland Browns,NE,11.00,1.0,1,0,2,0,0,14,215,68,283
8,Kansas City Chiefs,@Oak,11.00,4.0,1,0,2,0,0,23,209,112,321
9,Pittsburgh Steelers,@Cin,11.00,4.0,1,0,1,1,0,21,218,54,272
10,Philadelphia Eagles,Ind,8.00,3.0,2,0,0,0,0,24,276,62,338
11,Minnesota Vikings,Ari,7.00,6.0,0,0,0,0,0,24,172,53,225
12,Tampa Bay Buccaneers,@Atl,7.00,0.0,0,0,0,0,1,27,235,130,365
13,Atlanta Falcons,TB,6.00,1.0,2,0,0,0,0,21,182,96,278
14,Cincinnati Bengals,Pit,6.00,1.0,1,0,1,0,0,27,193,121,314
15,Detroit Lions,NYJ,6.00,1.0,1,0,1,0,0,23,327,110,437
16,New York Jets,@Det,6.00,2.0,0,0,0,0,0,20,228,78,306
17,Houston Texans,SD,5.00,1.0,1,0,1,0,0,29,290,77,367
18,Miami Dolphins,@Bal,5.00,4.0,0,0,0,0,0,26,256,146,402
19,San Diego Chargers,@Hou,5.00,2.0,1,0,0,0,0,23,252,140,392
20,Buffalo Bills,Chi,4.00,1.0,0,0,1,0,0,22,178,105,283
21,Indianapolis Colts,@Phi,4.00,3.0,0,0,0,0,0,26,207,195,402
22,Carolina Panthers,NO,3.00,1.0,1,0,0,0,0,34,243,165,408
23,Dallas Cowboys,@GB,3.00,1.0,0,0,0,1,0,45,277,138,415
24,New England Patriots,@Cle,2.00,0.0,0,0,1,0,0,34,174,230,404
25,Seattle Seahawks,NYG,2.00,0.0,0,0,1,0,0,41,290,197,487
