,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Tampa Bay Buccaneers,Chi,27.00,4.0,2,1,2,0,1,10,161,122,283
1,Miami Dolphins,@SD,18.00,3.0,4,0,0,0,1,24,309,70,379
2,Baltimore Ravens,Cle,17.00,4.0,2,0,1,0,0,7,111,33,144
3,Kansas City Chiefs,@Car,16.00,2.0,1,0,1,0,1,17,242,99,341
4,Denver Broncos,@NO,14.00,1.0,2,0,2,1,0,23,293,80,373
5,Houston Texans,@Jax,13.00,2.0,1,0,1,0,1,21,247,80,327
6,Los Angeles Rams,@NYJ,13.00,1.0,1,0,0,0,0,6,157,139,296
7,Tennessee Titans,GB,12.00,5.0,2,0,1,0,0,25,333,69,402
8,New Orleans Saints,Den,11.00,6.0,2,0,0,0,0,25,234,103,337
9,San Francisco 49ers,@Ari,11.00,2.0,2,0,2,0,0,23,363,80,443
10,New York Jets,LA,10.00,3.0,0,0,0,0,0,9,155,125,280
11,Arizona Cardinals,SF,9.00,3.0,0,0,1,0,0,20,198,83,281
12,Carolina Panthers,KC,9.00,3.0,1,0,0,0,0,20,165,91,256
13,New York Giants,Cin,9.00,3.0,1,0,0,0,0,20,186,78,264
14,Washington Redskins,Min,9.00,3.0,1,0,0,0,0,20,284,47,331
15,Philadelphia Eagles,Atl,8.00,2.0,1,0,0,0,0,15,255,48,303
16,Seattle Seahawks,@NE,7.00,2.0,1,0,1,0,0,24,304,81,385
17,Chicago Bears,@TB,6.00,4.0,1,0,0,0,0,36,280,80,360
18,Cincinnati Bengals,@NYG,6.00,1.0,2,0,0,0,0,21,229,122,351
19,Cleveland Browns,@Bal,6.00,2.0,2,0,0,0,0,28,277,119,396
20,Atlanta Falcons,@Phi,5.00,2.0,0,0,1,0,0,24,221,208,429
21,New England Patriots,Sea,5.00,3.0,0,0,0,1,0,31,324,96,420
22,Minnesota Vikings,@Was,4.00,1.0,0,0,1,0,0,26,260,128,388
23,Pittsburgh Steelers,Dal,4.00,2.0,0,0,1,0,0,35,295,127,422
24,San Diego Chargers,Mia,3.00,1.0,0,0,1,0,0,31,231,106,337
25,Jacksonville Jaguars,Hou,2.00,1.0,0,0,0,0,0,24,92,181,273
26,Dallas Cowboys,@Pit,1.00,1.0,0,0,0,0,0,30,400,48,448
27,Green Bay Packers,@Ten,1.00,1.0,0,0,0,0,0,47,292,154,446
