,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Matt Forte, Chi",@Was,30.00,0,0,0,0,0,0,16,91,3,0,2,18,0,0,0,0
1,"Jacquizz Rodgers, Atl",TB,25.00,0,0,0,0,0,0,8,16,0,0,8,46,2,0,0,0
2,"Frank Gore, SF",@Ten,24.00,0,0,0,0,0,0,24,70,2,0,2,34,0,0,0,0
3,"Roy Helu, Was",Chi,23.00,0,0,0,0,0,0,11,41,3,0,1,5,0,0,0,0
4,"Eddie Lacy, GB",Cle,21.00,0,0,0,0,0,0,22,82,1,0,5,26,0,0,0,0
5,"Chris Johnson, Ten",SF,20.00,0,0,0,0,0,0,9,39,0,0,4,71,1,0,0,0
6,"Jamaal Charles, KC",Hou,19.00,0,0,0,0,0,0,21,86,1,0,3,37,0,0,1,0
7,"Zac Stacy, Stl",@Car,18.00,0,0,0,0,0,0,17,53,0,0,4,34,1,0,0,0
8,"Peyton Hillis, NYG",Min,18.00,0,0,0,0,0,0,18,36,1,0,5,45,0,0,0,0
9,"Ryan Mathews, SD",@Jax,17.00,0,0,0,0,0,0,21,110,1,0,0,0,0,0,0,0
10,"Fred Jackson, Buf",@Mia,17.00,0,0,0,0,0,0,11,36,1,0,4,49,0,0,0,0
11,"Danny Woodhead, SD",@Jax,16.00,0,0,0,0,0,0,9,29,1,0,4,47,0,0,0,0
12,"Marshawn Lynch, Sea",@Ari,16.00,0,0,0,0,0,0,21,91,1,0,1,3,0,0,0,0
13,"Stevan Ridley, NE",@NYJ,13.00,0,0,0,0,0,0,11,50,1,0,2,3,0,0,0,0
14,"Knowshon Moreno, Den",@Ind,13.00,0,0,0,0,0,0,15,40,1,0,3,9,0,0,0,0
15,"LeSean McCoy, Phi",Dal,13.00,0,0,0,0,0,0,18,55,0,0,6,26,0,0,0,0
16,"Reggie Bush, Det",Cin,12.00,0,0,0,0,0,0,20,50,0,0,3,44,0,0,0,0
17,"Joseph Randle, Dal",@Phi,11.00,0,0,0,0,0,0,19,65,0,0,3,28,0,0,0,0
18,"Dexter McCluster, KC",Hou,11.00,0,0,0,0,0,0,2,4,0,0,4,70,0,0,0,0
19,"Chris Ivory, NYJ",NE,11.00,0,0,0,0,0,0,34,104,0,0,1,-2,0,0,0,0
20,"Ray Rice, Bal",@Pit,10.00,0,0,0,0,0,0,15,45,0,0,4,27,0,0,0,0
21,"Brandon Bolden, NE",@NYJ,10.00,0,0,0,0,0,0,8,36,1,0,1,7,0,0,0,0
22,"Giovani Bernard, Cin",@Det,10.00,0,0,0,0,0,0,7,27,0,0,5,32,0,0,0,0
23,"Le'Veon Bell, Pit",Bal,10.00,0,0,0,0,0,0,19,93,0,0,1,6,0,0,0,0
24,"Mike Tolbert, Car",Stl,9.00,0,0,0,0,0,0,13,36,1,0,0,0,0,0,0,0
25,"Alfred Morris, Was",Chi,9.00,0,0,0,0,0,0,19,95,0,0,0,0,0,0,0,0
26,"Stanley Havili, Ind",Den,9.00,0,0,0,0,0,0,1,2,0,0,1,20,1,0,0,0
27,"Donald Brown, Ind",Den,9.00,0,0,0,0,0,0,11,23,0,0,3,42,0,0,0,0
28,"Rashard Mendenhall, Ari",Sea,8.00,0,0,0,0,0,0,13,22,1,0,0,0,0,0,0,0
29,"Daniel Thomas, Mia",Buf,7.00,0,0,0,0,0,0,12,60,0,0,1,-2,0,0,0,0
30,"Ben Tate, Hou",@KC,7.00,0,0,0,0,0,0,15,50,0,0,2,5,0,0,0,0
31,"Phillip Tanner, Dal",@Phi,7.00,0,0,0,0,0,0,2,1,1,0,1,7,0,0,0,0
32,"Alfonso Smith, Ari",Sea,7.00,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
33,"Mike James, TB",@Atl,7.00,0,0,0,0,0,0,14,45,0,0,3,8,0,0,0,0
34,"Joique Bell, Det",Cin,7.00,0,0,0,0,0,0,5,27,0,0,3,29,0,0,0,0
35,"DeAngelo Williams, Car",Stl,6.00,0,0,0,0,0,0,15,40,0,0,1,19,0,0,0,0
36,"Adrian Peterson, Min",@NYG,6.00,0,0,0,0,0,0,13,28,0,0,2,28,0,0,0,0
37,"Maurice Jones-Drew, Jax",SD,6.00,0,0,0,0,0,0,9,37,0,0,2,19,0,0,0,0
38,"Lamar Miller, Mia",Buf,5.00,0,0,0,0,0,0,9,43,0,0,1,4,0,0,0,0
39,"Doug Martin, TB",@Atl,5.00,0,0,0,0,0,0,11,47,0,0,1,7,0,0,0,0
40,"Fozzy Whittaker, Cle",@GB,4.00,0,0,0,0,0,0,5,11,0,0,2,13,0,0,0,0
41,"C.J. Spiller, Buf",@Mia,4.00,0,0,0,0,0,0,6,11,0,0,3,-4,0,0,0,0
42,"Michael Cox, NYG",Min,4.00,0,0,0,0,0,0,11,23,0,0,2,1,0,0,0,0
43,"John Conner, NYG",Min,4.00,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
44,"Anthony Sherman, KC",Hou,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
45,"Willis McGahee, Cle",@GB,3.00,0,0,0,0,0,0,11,39,0,0,0,0,0,0,0,0
46,"Toby Gerhart, Min",@NYG,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
47,"Justin Forsett, Jax",SD,3.00,0,0,0,0,0,0,2,19,0,0,1,10,0,0,0,0
48,"Andre Ellington, Ari",Sea,3.00,0,0,0,0,0,0,3,3,0,0,2,10,0,0,0,0
49,"Trent Richardson, Ind",Den,2.00,0,0,0,0,0,0,14,37,0,0,0,0,0,0,1,0
50,"Bernard Pierce, Bal",@Pit,2.00,0,0,0,0,0,0,6,13,0,0,1,9,0,0,0,0
51,"Vonta Leach, Bal",@Pit,2.00,0,0,0,0,0,0,3,10,0,0,1,3,0,0,0,0
52,"Felix Jones, Pit",Bal,2.00,0,0,0,0,0,0,5,16,0,0,1,3,0,0,0,0
53,"Ronnie Hillman, Den",@Ind,2.00,0,0,0,0,0,0,4,25,0,0,1,1,0,0,1,0
54,"BenJarvus Green-Ellis, Cin",@Det,2.00,0,0,0,0,0,0,10,24,0,0,0,0,0,0,0,0
55,"Tommy Bohanon, NYJ",NE,2.00,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0
56,"Robert Turbin, Sea",@Ari,1.00,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
57,"Frank Summers, Buf",@Mia,1.00,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0
58,"Jason Snelling, Atl",TB,1.00,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0
59,"Daryl Richardson, Stl",@Car,1.00,0,0,0,0,0,0,3,9,0,0,1,9,0,0,0,0
60,"Chris Ogbonnaya, Cle",@GB,1.00,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0
61,"Brian Leonard, TB",@Atl,1.00,0,0,0,0,0,0,2,6,0,0,1,9,0,0,0,0
62,"John Kuhn, GB",Cle,1.00,0,0,0,0,0,0,1,4,0,0,1,8,0,0,0,0
63,"Arian Foster, Hou",@KC,1.00,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0
64,"Jerome Felton, Min",@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
65,"Derrick Coleman, Sea",@Ari,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
66,"Tashard Choice, Buf",@Mia,1.00,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0
67,"Ronnie Brown, SD",@Jax,1.00,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
68,"Jackie Battle, Ten",SF,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
69,"Darrel Young, Was",Chi,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,"Jordan Todman, Jax",SD,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
71,"Bilal Powell, NYJ",NE,0.00,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
72,"Le'Ron McClain, SD",@Jax,0.00,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
73,"Greg Jones, Hou",@KC,0.00,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
74,"Kendall Hunter, SF",@Ten,0.00,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0
75,"Shonn Greene, Ten",SF,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
76,"MarQueis Gray, Cle",@GB,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0
77,"Cyrus Gray, KC",Hou,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
78,"Johnathan Franklin, GB",Cle,0.00,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
79,"Jonathan Dwyer, Pit",Bal,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
80,"Anthony Dixon, SF",@Ten,0.00,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
81,"Knile Davis, KC",Hou,0.00,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
82,"Bryce Brown, Phi",Dal,0.00,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
83,"LeGarrette Blount, NE",@NYJ,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
