,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Chicago Bears,@Min,24.00,4.0,3,0,2,0,1,14,159,114,273
1,Atlanta Falcons,@Sea,18.00,2.0,2,0,1,0,1,18,143,91,234
2,New England Patriots,GB,16.00,5.0,1,0,1,0,1,27,226,143,369
3,New York Jets,@Pit,15.00,3.0,0,1,0,0,1,17,232,146,378
4,San Diego Chargers,SF,15.00,6.0,1,0,0,0,0,7,131,61,192
5,Arizona Cardinals,@Car,14.00,2.0,0,0,1,0,1,19,126,177,303
6,Carolina Panthers,Ari,14.00,3.0,1,0,1,0,0,12,175,43,218
7,Kansas City Chiefs,@Stl,14.00,3.0,2,0,0,0,0,13,155,69,224
8,Indianapolis Colts,Jax,12.00,1.0,1,0,1,0,1,24,289,67,356
9,Philadelphia Eagles,@NYG,12.00,2.0,1,0,1,0,1,31,264,100,364
10,Buffalo Bills,@Mia,11.00,3.0,1,0,1,0,0,14,261,65,326
11,Dallas Cowboys,Was,11.00,5.0,2,0,1,0,0,30,286,55,341
12,Tennessee Titans,Hou,10.00,4.0,1,0,0,0,0,17,293,30,323
13,New York Giants,Phi,9.00,3.0,1,0,2,0,0,38,221,197,418
14,Cincinnati Bengals,Cle,8.00,4.0,0,0,0,0,0,17,219,59,278
15,Miami Dolphins,Buf,8.00,2.0,1,0,0,0,0,17,211,71,282
16,Detroit Lions,@TB,7.00,3.0,0,0,0,0,0,20,227,176,403
17,Jacksonville Jaguars,@Ind,7.00,1.0,0,0,0,0,1,34,221,155,376
18,Oakland Raiders,Den,7.00,2.0,0,1,1,0,0,23,129,106,235
19,Baltimore Ravens,NO,6.00,3.0,1,0,0,0,0,24,242,27,269
20,Denver Broncos,@Oak,6.00,0.0,2,0,1,0,0,39,238,264,502
21,St. Louis Rams,KC,6.00,3.0,1,0,0,0,0,27,173,210,383
22,Houston Texans,@Ten,5.00,3.0,1,0,0,0,0,31,212,147,359
23,Cleveland Browns,@Cin,4.00,0.0,0,0,0,0,0,19,209,188,397
24,Green Bay Packers,@NE,3.00,3.0,0,0,0,0,0,31,136,113,249
25,Minnesota Vikings,Chi,3.00,1.0,1,0,0,0,0,40,189,104,293
26,New Orleans Saints,@Bal,3.00,3.0,0,0,0,0,0,30,148,208,356
27,Seattle Seahawks,Atl,3.00,1.0,1,0,0,0,0,34,168,98,266
28,Pittsburgh Steelers,NYJ,2.00,1.0,0,0,0,0,0,22,170,106,276
29,Washington Redskins,@Dal,2.00,2.0,0,0,0,0,0,33,300,134,434
30,San Francisco 49ers,@SD,1.00,1.0,0,0,0,0,0,34,266,108,374
31,Tampa Bay Buccaneers,Det,1.00,0.0,0,0,0,0,0,23,252,181,433
