,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New England Patriots,@Buf,27.00,3.0,3,0,4,0,0,3,244,125,369
1,Arizona Cardinals,Dal,24.00,5.0,2,0,1,0,2,26,199,183,382
2,Minnesota Vikings,@Phi,22.00,6.0,1,0,2,0,1,14,224,107,331
3,Pittsburgh Steelers,Car,18.00,4.0,1,0,1,0,0,3,45,74,119
4,Green Bay Packers,NYG,17.00,1.0,4,0,2,0,0,17,296,90,386
5,Kansas City Chiefs,Ten,17.00,3.0,2,0,0,0,1,14,213,57,270
6,Atlanta Falcons,NO,15.00,1.0,2,0,0,0,1,17,296,72,368
7,Baltimore Ravens,@Cle,15.00,0.0,3,0,1,0,0,10,178,102,280
8,Detroit Lions,@Mia,15.00,2.0,2,0,1,0,1,27,271,154,425
9,St. Louis Rams,SF,14.00,4.0,1,1,1,0,0,17,246,85,331
10,Washington Redskins,@Jax,12.00,4.0,2,0,0,0,0,17,258,78,336
11,New York Jets,@Chi,10.00,2.0,1,0,0,0,1,38,202,120,322
12,Oakland Raiders,Ind,10.00,0.0,2,0,0,0,1,31,179,191,370
13,San Francisco 49ers,@Stl,10.00,1.0,0,0,1,0,1,25,275,60,335
14,Cincinnati Bengals,SD,9.00,1.0,1,0,1,0,0,20,249,64,313
15,New Orleans Saints,@Atl,9.00,1.0,0,0,2,0,0,14,140,75,215
16,Carolina Panthers,@Pit,8.00,3.0,0,0,2,0,0,27,293,115,408
17,Cleveland Browns,Bal,7.00,1.0,1,0,0,0,0,20,97,161,258
18,Jacksonville Jaguars,Was,7.00,1.0,1,0,0,0,0,20,172,79,251
19,Tampa Bay Buccaneers,Sea,7.00,3.0,0,0,0,0,0,15,84,90,174
20,Philadelphia Eagles,Min,5.00,2.0,0,0,1,0,0,24,176,161,337
21,Tennessee Titans,@KC,5.00,1.0,1,0,1,0,0,34,306,152,458
22,Chicago Bears,NYJ,4.00,0.0,1,0,1,0,0,34,269,124,393
23,Houston Texans,@Den,4.00,1.0,1,0,0,0,0,24,305,126,431
24,Indianapolis Colts,@Oak,4.00,3.0,0,0,0,0,0,26,210,80,290
25,New York Giants,@GB,4.00,2.0,0,0,1,0,0,45,396,119,515
26,Seattle Seahawks,@TB,4.00,2.0,0,0,0,1,0,38,231,208,439
27,Denver Broncos,Hou,3.00,0.0,1,0,0,0,0,23,310,91,401
28,Dallas Cowboys,@Ari,2.00,1.0,0,0,0,0,0,27,178,93,271
29,Miami Dolphins,Det,2.00,2.0,0,0,0,0,0,34,208,67,275
30,San Diego Chargers,@Cin,2.00,0.0,0,0,1,0,0,34,269,102,371
31,Buffalo Bills,NE,1.00,1.0,0,0,0,0,0,34,131,217,348
