,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Marcedes Lewis, Jax",Bal,28.00,0,0,0,0,0,0,0,0,0,0,4,62,3,0,0,0
1,"Rob Gronkowski, NE",Hou,22.00,0,0,0,0,0,0,0,0,0,0,8,89,1,0,0,0
2,"Zach Ertz, Phi",NYG,18.00,0,0,0,0,0,0,0,0,0,0,8,55,1,0,1,0
3,"Ryan Griffin, Hou",@NE,17.00,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0
4,"Vernon Davis, Was",Oak,16.00,0,0,0,0,0,0,0,0,0,0,5,58,1,0,0,0
5,"Charles Clay, Buf",Den,15.00,0,0,0,0,0,0,0,0,0,0,6,39,1,0,0,0
6,"Luke Willson, Sea",@Ten,14.00,0,0,0,0,0,0,0,0,0,0,3,53,1,0,0,0
7,"Jimmy Graham, Sea",@Ten,14.00,0,0,0,0,0,0,0,0,0,0,7,72,0,0,0,0
8,"Jared Cook, Oak",@Was,14.00,0,0,0,0,0,0,0,0,0,0,4,43,1,0,0,0
9,"Lance Kendricks, GB",Cin,13.00,0,0,0,0,0,0,0,0,0,0,2,52,1,0,0,0
10,"Cameron Brate, TB",@Min,13.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0
11,"Benjamin Watson, Bal",@Jax,10.00,0,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0
12,"Jonnu Smith, Ten",Sea,9.00,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0
13,"David Njoku, Cle",@Ind,9.00,0,0,0,0,0,0,0,0,0,0,2,12,1,0,0,0
14,"Jermaine Gresham, Ari",Dal,9.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
15,"Evan Engram, NYG",@Phi,9.00,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0
16,"Austin Seferian-Jenkins, NYJ",Mia,8.00,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0
17,"Delanie Walker, Ten",Sea,7.00,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0
18,"Adam Shaheen, Chi",Pit,7.00,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
19,"Garrett Celek, SF",LA,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
20,"Tyler Kroft, Cin",@GB,5.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
21,"Antonio Gates, LAC",KC,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
22,"Julius Thomas, Mia",@NYJ,4.00,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0
23,"Nick O'Leary, Buf",Den,4.00,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0
24,"Virgil Green, Den",@Buf,4.00,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
25,"Martellus Bennett, GB",Cin,4.00,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
26,"Jesse James, Pit",@Chi,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
27,"Coby Fleener, NO",@Car,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
28,"Nick Boyle, Bal",@Jax,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
29,"James O'Shaughnessy, Jax",Bal,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
30,"Troy Niklas, Ari",Dal,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
31,"Zach Miller, Chi",Pit,2.00,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
32,"O.J. Howard, TB",@Min,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
33,"Jacob Hollister, NE",Hou,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
34,"Eric Ebron, Det",Atl,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
35,"Jack Doyle, Ind",Cle,2.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,0
36,"Trey Burton, Phi",NYG,2.00,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
37,"Stephen Anderson, Hou",@NE,2.00,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
38,"Jason Witten, Dal",@Ari,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
39,"Brandon Williams, Ind",Cle,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
40,"Clive Walford, Oak",@Was,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
41,"Randall Telfer, Cle",@Ind,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
42,"Phillip Supernaw, Ten",Sea,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
43,"Kyle Rudolph, Min",TB,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
44,"George Kittle, SF",LA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
45,"Travis Kelce, KC",@LAC,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46,"Austin Hooper, Atl",@Det,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
47,"Josh Hill, NO",@Car,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
48,"Tyler Higbee, LA",@SF,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
49,"Darren Fells, Det",Atl,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
50,"Ed Dickson, Car",NO,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
51,"A.J. Derby, Den",@Buf,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
52,"Darrell Daniels, Ind",Cle,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
53,"Alan Cross, TB",@Min,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
