,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Tom Brady, NE",@NO,35.00,39,30,447,3,0,0,2,9,0,0,0,0,0,0,0,0
1,"Trevor Siemian, Den",Dal,31.00,32,22,231,4,1,0,5,14,0,0,0,0,0,0,1,0
2,"Carson Wentz, Phi",@KC,28.00,46,25,333,2,1,0,4,55,0,0,0,0,0,0,0,0
3,"Derek Carr, Oak",NYJ,27.00,28,23,230,3,0,0,0,0,0,0,0,0,0,0,0,0
4,"Drew Brees, NO",NE,26.00,45,27,356,2,0,0,0,0,0,0,0,0,0,0,0,0
5,"Aaron Rodgers, GB",@Atl,22.00,50,33,343,2,1,0,2,8,0,0,0,0,0,0,1,0
6,"Ben Roethlisberger, Pit",Min,21.00,35,23,243,2,0,0,2,-2,0,0,0,0,0,0,0,0
7,"Josh McCown, NYJ",@Oak,20.00,24,16,166,2,0,0,4,31,0,0,0,0,0,0,1,0
8,"Philip Rivers, LAC",Mia,19.00,39,31,331,1,0,0,1,0,0,0,0,0,0,0,0,0
9,"Dak Prescott, Dal",@Den,19.00,50,30,238,2,2,0,3,24,0,0,0,0,0,0,0,0
10,"Alex Smith, KC",Phi,18.00,28,21,251,1,0,0,4,21,0,0,0,0,0,0,0,0
11,"Joe Flacco, Bal",Cle,18.00,34,25,217,2,1,0,1,-1,0,0,0,0,0,0,0,0
12,"Deshaun Watson, Hou",@Cin,17.00,24,15,125,0,0,0,5,67,1,0,0,0,0,0,0,0
13,"Matthew Stafford, Det",@NYG,17.00,21,15,122,2,0,0,3,23,0,0,0,0,0,0,1,0
14,"Carson Palmer, Ari",@Ind,17.00,36,19,332,1,1,0,3,6,0,0,0,0,0,0,0,0
15,"Russell Wilson, Sea",SF,16.00,39,23,198,1,0,0,12,34,0,0,0,0,0,0,0,0
16,"Matt Ryan, Atl",GB,16.00,28,19,252,1,0,0,1,8,0,0,0,0,0,0,0,0
17,"Jay Cutler, Mia",@LAC,15.00,33,24,230,1,0,0,2,-1,0,0,0,0,0,0,0,0
18,"Jameis Winston, TB",Chi,14.00,30,18,204,1,0,0,1,3,0,0,0,0,0,0,0,0
19,"Marcus Mariota, Ten",@Jax,14.00,27,15,215,1,1,0,6,24,0,0,0,0,0,0,0,0
20,"Eli Manning, NYG",Det,13.00,32,22,239,1,1,0,0,0,0,0,0,0,0,0,0,0
21,"Mike Glennon, Chi",@TB,13.00,45,31,301,1,2,0,0,0,0,0,0,0,0,0,1,0
22,"Kirk Cousins, Was",@LA,13.00,27,18,179,1,0,0,3,7,0,0,0,0,0,0,0,0
23,"Jared Goff, LA",Was,12.00,24,14,219,1,1,0,3,1,0,0,0,0,0,0,0,0
24,"Cam Newton, Car",Buf,11.00,32,20,228,0,0,0,5,27,0,0,0,0,0,0,0,0
25,"Blake Bortles, Jax",Ten,11.00,34,20,223,1,2,0,4,29,0,0,0,0,0,0,1,0
26,"Tyrod Taylor, Buf",@Car,10.00,25,17,125,0,0,0,8,55,0,0,0,0,0,0,0,0
27,"Kevin Hogan, Cle",@Bal,8.00,11,5,118,1,1,0,1,5,0,0,0,0,0,0,0,0
28,"Andy Dalton, Cin",Hou,8.00,35,20,224,0,0,0,2,5,0,0,0,0,0,0,0,0
29,"Jacoby Brissett, Ind",Ari,8.00,37,20,216,0,1,0,6,22,0,0,0,0,0,0,0,0
30,"Case Keenum, Min",@Pit,6.00,37,20,167,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"DeShone Kizer, Cle",@Bal,2.00,31,15,182,0,3,0,5,26,0,0,0,0,0,0,1,0
32,"Brian Hoyer, SF",@Sea,1.00,27,15,99,0,1,0,0,0,0,0,0,0,0,0,0,0
33,"Ryan Fitzpatrick, TB",Chi,0.00,1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
