,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Denver Broncos,@SD,29.00,4.0,4,0,2,0,2,24,217,90,307
1,New York Giants,@SF,22.00,6.0,3,0,0,0,0,3,234,80,314
2,Atlanta Falcons,Oak,19.00,3.0,1,0,2,0,1,20,325,149,474
3,New York Jets,Ind,19.00,4.0,2,0,2,0,0,9,257,41,298
4,Cleveland Browns,Cin,17.00,2.0,3,0,1,0,1,24,362,76,438
5,Tampa Bay Buccaneers,KC,17.00,0.0,2,0,0,0,1,10,180,80,260
6,Washington Redskins,Min,17.00,4.0,2,0,1,0,1,26,327,94,421
7,Buffalo Bills,@Ari,15.00,5.0,2,1,0,0,0,16,150,182,332
8,Kansas City Chiefs,@TB,13.00,1.0,1,0,1,1,1,38,318,145,463
9,San Diego Chargers,Den,12.00,0.0,1,0,2,0,1,35,309,56,365
10,Arizona Cardinals,Buf,10.00,2.0,1,0,1,0,0,19,141,165,306
11,Detroit Lions,@Phi,10.00,3.0,2,0,1,0,0,23,286,71,357
12,Green Bay Packers,@Hou,10.00,3.0,3,0,0,0,0,24,231,90,321
13,Houston Texans,GB,10.00,2.0,0,0,0,1,1,42,328,99,427
14,Baltimore Ravens,Dal,9.00,1.0,1,0,0,0,1,29,254,227,481
15,Miami Dolphins,Stl,9.00,3.0,0,0,1,0,0,14,300,162,462
16,Oakland Raiders,@Atl,8.00,1.0,3,0,0,0,0,23,241,45,286
17,New England Patriots,@Sea,7.00,2.0,0,0,2,0,0,24,283,85,368
18,St. Louis Rams,@Mia,7.00,3.0,0,0,0,0,0,17,156,36,192
19,Pittsburgh Steelers,@Ten,6.00,3.0,1,0,0,0,0,26,265,94,359
20,Seattle Seahawks,NE,6.00,1.0,2,0,0,0,0,23,388,87,475
21,Tennessee Titans,Pit,6.00,1.0,1,0,0,1,0,23,356,56,412
22,Cincinnati Bengals,@Cle,4.00,2.0,1,0,0,0,0,34,218,110,328
23,Minnesota Vikings,@Was,3.00,1.0,1,0,0,0,0,38,178,183,361
24,Philadelphia Eagles,Det,3.00,0.0,1,0,0,0,0,26,311,138,449
25,San Francisco 49ers,NYG,3.00,0.0,0,0,0,1,0,26,193,149,342
26,Dallas Cowboys,@Bal,1.00,1.0,0,0,0,0,0,31,230,86,316
27,Indianapolis Colts,@NYJ,1.00,1.0,0,0,0,0,0,35,99,252,351
