,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Michael Thomas, NO",@Atl,31.00,0,0,0,0,0,0,0,0,0,0,10,156,1,0,0,0
1,"Julian Edelman, NE",@Mia,31.00,0,0,0,0,0,0,1,6,0,0,8,151,1,1,0,0
2,"Rishard Matthews, Ten",Hou,26.00,0,0,0,0,0,0,0,0,0,0,9,114,1,0,0,0
3,"Davante Adams, GB",@Det,23.00,0,0,0,0,0,0,0,0,0,0,6,31,2,1,0,0
4,"Jarvis Landry, Mia",NE,22.00,0,0,0,0,0,0,0,0,0,0,9,76,1,0,0,0
5,"Julio Jones, Atl",NO,22.00,0,0,0,0,0,0,0,0,0,0,7,96,1,0,0,0
6,"Kelvin Benjamin, Car",@TB,21.00,0,0,0,0,0,0,0,0,0,0,6,93,1,0,0,0
7,"Golden Tate, Det",GB,19.00,0,0,0,0,0,0,1,7,0,0,6,77,1,0,0,0
8,"Adam Humphries, TB",Car,19.00,0,0,0,0,0,0,0,0,0,0,10,94,0,0,0,0
9,"DeAndre Hopkins, Hou",@Ten,19.00,0,0,0,0,0,0,0,0,0,0,7,123,0,0,0,0
10,"Geronimo Allison, GB",@Det,19.00,0,0,0,0,0,0,0,0,0,0,4,91,1,0,0,0
11,"Mike Evans, TB",Car,17.00,0,0,0,0,0,0,0,0,0,0,5,65,1,0,0,0
12,"Bryan Walters, Jax",@Ind,16.00,0,0,0,0,0,0,1,4,0,0,8,84,0,0,0,0
13,"Terrelle Pryor, Cle",@Pit,16.00,0,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0
14,"Cameron Meredith, Chi",@Min,16.00,1,1,2,1,0,0,0,0,0,0,4,61,0,0,0,0
15,"T.Y. Hilton, Ind",Jax,15.00,0,0,0,0,0,0,0,0,0,0,6,95,0,0,0,0
16,"Larry Fitzgerald, Ari",@LA,15.00,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0
17,"Anquan Boldin, Det",GB,15.00,0,0,0,0,0,0,0,0,0,0,4,57,1,0,0,0
18,"Demarcus Ayers, Pit",Cle,15.00,0,0,0,0,0,0,2,-12,0,0,5,44,1,0,0,0
19,"Kenny Stills, Mia",NE,14.00,0,0,0,0,0,0,0,0,0,0,4,41,1,0,0,0
20,"Marqise Lee, Jax",@Ind,14.00,0,0,0,0,0,0,0,0,0,0,6,86,0,0,0,0
21,"Justin Hardy, Atl",NO,14.00,0,0,0,0,0,0,0,0,0,0,4,43,1,0,0,0
22,"Cobi Hamilton, Pit",Cle,14.00,0,0,0,0,0,0,0,0,0,0,3,54,1,0,0,0
23,"Jarius Wright, Min",Chi,13.00,0,0,0,0,0,0,0,0,0,0,5,24,1,0,0,0
24,"Tyrell Williams, SD",KC,13.00,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0
25,"Mohamed Sanu, Atl",NO,13.00,0,0,0,0,0,0,0,0,0,0,4,32,1,0,0,0
26,"Jeremy Ross, Ari",@LA,13.00,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0
27,"Allen Robinson, Jax",@Ind,13.00,0,0,0,0,0,0,0,0,0,0,5,82,0,0,0,0
28,"Brandon LaFell, Cin",Bal,13.00,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
29,"Pierre Garcon, Was",NYG,13.00,0,0,0,0,0,0,0,0,0,0,4,96,0,0,0,0
30,"Quincy Enunwa, NYJ",Buf,13.00,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0
31,"Amari Cooper, Oak",@Den,13.00,0,0,0,0,0,0,0,0,0,0,4,39,1,0,0,0
32,"Terrance Williams, Dal",@Phi,12.00,0,0,0,0,0,0,0,0,0,0,3,33,1,0,0,0
33,"Eli Rogers, Pit",Cle,12.00,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0
34,"Jordy Nelson, GB",@Det,12.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
35,"Jeremy Kerley, SF",Sea,12.00,0,0,0,0,0,0,0,0,0,0,6,61,0,0,0,0
36,"Marvin Jones, Det",GB,12.00,0,0,0,0,0,0,0,0,0,0,5,76,0,0,0,0
37,"Ted Ginn Jr., Car",@TB,12.00,0,0,0,0,0,0,2,24,0,0,4,69,0,0,0,0
38,"Michael Floyd, NE",@Mia,12.00,0,0,0,0,0,0,0,0,0,0,3,36,1,0,0,0
39,"Cody Core, Cin",Bal,12.00,0,0,0,0,0,0,0,0,0,0,4,82,0,0,0,0
40,"Willie Snead, NO",@Atl,11.00,0,0,0,0,0,0,0,0,0,0,3,82,0,0,0,0
41,"Chester Rogers, Ind",Jax,11.00,0,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0
42,"J.J. Nelson, Ari",@LA,11.00,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0
43,"Jalin Marshall, NYJ",Buf,11.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0
