,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Julius Thomas, Den",Ind,35.00,0,0,0,0,0,0,0,0,0,0,7,104,3,0,0,0
1,"Greg Olsen, Car",@TB,22.00,0,0,0,0,0,0,0,0,0,0,8,83,1,0,0,0
2,"Martellus Bennett, Chi",Buf,21.00,0,0,0,0,0,0,0,0,0,0,8,70,1,0,0,0
3,"Vernon Davis, SF",@Dal,20.00,0,0,0,0,0,0,0,0,0,0,4,44,2,0,0,0
4,"Dennis Pitta, Bal",Cin,18.00,0,0,0,0,0,0,0,0,0,0,10,83,0,0,0,0
5,"Jimmy Graham, NO",@Atl,16.00,0,0,0,0,0,0,0,0,0,0,8,82,0,0,0,0
6,"Zach Ertz, Phi",Jax,16.00,0,0,0,0,0,0,0,0,0,0,3,77,1,0,0,0
7,"Larry Donnell, NYG",@Det,16.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,0,0
8,"Dwayne Allen, Ind",@Den,16.00,0,0,0,0,0,0,0,0,0,0,4,64,1,0,0,0
9,"Rob Gronkowski, NE",@Mia,14.00,0,0,0,0,0,0,0,0,0,0,4,40,1,0,0,0
10,"Antonio Gates, SD",@Ari,14.00,0,0,0,0,0,0,0,0,0,0,6,81,0,0,0,0
11,"Delanie Walker, Ten",@KC,12.00,0,0,0,0,0,0,0,0,0,0,3,37,1,0,0,0
12,"Anthony Fasano, KC",Ten,11.00,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0
13,"Levine Toilolo, Atl",NO,10.00,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0
14,"Brandon Myers, TB",Car,10.00,0,0,0,0,0,0,0,0,0,0,6,41,0,0,0,0
15,"Kyle Rudolph, Min",@Stl,9.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
16,"Marcedes Lewis, Jax",@Phi,9.00,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0
17,"Jared Cook, Stl",Min,9.00,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0
18,"Zach Miller, Sea",GB,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
19,"Travis Kelce, KC",Ten,7.00,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0
20,"Owen Daniels, Bal",Cin,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0
21,"Mychal Rivera, Oak",@NYJ,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
