,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Antonio Brown, Pit",Dal,35.00,0,0,0,0,0,0,1,-10,0,0,14,154,1,0,0,0
1,"Jordy Nelson, GB",@Ten,30.00,0,0,0,0,0,0,0,0,0,0,12,126,1,0,0,0
2,"Stefon Diggs, Min",@Was,29.00,0,0,0,0,0,0,0,0,0,0,13,164,0,0,0,0
3,"Doug Baldwin, Sea",@NE,29.00,0,0,0,0,0,0,0,0,0,0,6,59,3,0,0,0
4,"Allen Robinson, Jax",Hou,27.00,0,0,0,0,0,0,0,0,0,0,9,107,1,1,0,0
5,"Larry Fitzgerald, Ari",SF,25.00,0,0,0,0,0,0,0,0,0,0,12,132,0,0,0,0
6,"Odell Beckham Jr., NYG",Cin,25.00,0,0,0,0,0,0,0,0,0,0,10,97,1,0,0,0
7,"Tyrell Williams, SD",Mia,23.00,0,0,0,0,0,0,0,0,0,0,5,125,1,0,0,0
8,"Julio Jones, Atl",@Phi,23.00,0,0,0,0,0,0,0,0,0,0,10,135,0,0,0,0
9,"Dez Bryant, Dal",@Pit,23.00,0,0,0,0,0,0,0,0,0,0,6,116,1,0,0,0
10,"Demaryius Thomas, Den",@NO,22.00,0,0,0,0,0,0,0,0,0,0,8,87,1,0,0,0
11,"Willie Snead, NO",Den,21.00,0,0,0,0,0,0,0,0,0,0,5,47,2,0,0,0
12,"Davante Adams, GB",@Ten,21.00,0,0,0,0,0,0,0,0,0,0,6,156,0,0,0,0
13,"Jeremy Kerley, SF",@Ari,19.00,0,0,0,0,0,0,0,0,0,0,7,71,1,0,1,0
14,"Tyreek Hill, KC",@Car,19.00,0,0,0,0,0,0,1,12,0,0,10,89,0,0,0,0
15,"A.J. Green, Cin",@NYG,19.00,0,0,0,0,0,0,0,0,0,0,7,68,1,0,0,0
16,"Brandin Cooks, NO",Den,18.00,0,0,0,0,0,0,0,0,0,0,3,98,1,0,0,0
17,"Steve Smith, Bal",Cle,17.00,0,0,0,0,0,0,0,0,0,0,5,60,1,0,0,0
18,"Kenny Britt, LA",@NYJ,17.00,0,0,0,0,0,0,0,0,0,0,7,109,0,0,0,0
