,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Indianapolis Colts,@Jax,26.00,4.0,3,0,0,0,1,3,165,40,205
1,Tennessee Titans,NYJ,26.00,5.0,2,0,2,0,1,13,239,91,330
2,Washington Redskins,@Oak,23.00,7.0,1,0,2,0,1,14,194,104,298
3,Kansas City Chiefs,NYG,22.00,3.0,1,0,2,0,1,7,200,98,298
4,Denver Broncos,Phi,21.00,3.0,0,0,0,1,2,20,284,166,450
5,Seattle Seahawks,@Hou,20.00,4.0,2,0,1,0,1,20,325,151,476
6,Buffalo Bills,Bal,18.00,4.0,5,0,0,0,0,20,321,24,345
7,Detroit Lions,Chi,17.00,3.0,3,0,1,0,1,32,286,131,417
8,Cleveland Browns,Cin,16.00,2.0,1,0,1,0,0,6,203,63,266
9,New Orleans Saints,Mia,16.00,4.0,3,0,1,0,0,17,216,115,331
10,San Francisco 49ers,@Stl,16.00,5.0,1,0,1,0,0,11,170,18,188
11,Arizona Cardinals,@TB,15.00,2.0,2,0,1,0,0,10,173,80,253
12,Tampa Bay Buccaneers,Ari,14.00,1.0,2,0,1,0,0,13,240,56,296
13,Oakland Raiders,Was,12.00,1.0,0,0,1,1,1,24,217,122,339
14,Houston Texans,Sea,10.00,5.0,1,0,1,0,0,23,91,179,270
15,Minnesota Vikings,Pit,10.00,5.0,1,0,1,0,0,27,357,77,434
16,Baltimore Ravens,@Buf,9.00,2.0,2,0,1,0,0,23,147,203,350
17,Cincinnati Bengals,@Cle,9.00,3.0,0,0,0,1,0,17,247,89,336
18,Dallas Cowboys,@SD,9.00,1.0,1,0,0,0,1,30,394,112,506
19,Chicago Bears,@Det,7.00,1.0,1,0,2,0,0,40,228,159,387
20,New York Giants,@KC,7.00,1.0,2,0,1,0,0,31,288,102,390
21,San Diego Chargers,Dal,6.00,3.0,0,0,1,0,0,21,227,92,319
22,St. Louis Rams,SF,6.00,2.0,0,0,2,0,0,35,151,219,370
23,New England Patriots,@Atl,5.00,2.0,1,0,0,0,0,23,399,58,457
24,Jacksonville Jaguars,Ind,4.00,2.0,1,0,0,0,0,37,280,157,437
25,Miami Dolphins,@NO,4.00,2.0,0,0,1,0,0,38,397,68,465
26,New York Jets,@Ten,2.00,2.0,0,0,0,0,0,38,244,78,322
27,Philadelphia Eagles,@Den,1.00,1.0,0,0,0,0,0,52,331,141,472
28,Pittsburgh Steelers,@Min,1.00,1.0,0,0,0,0,0,34,248,145,393
29,Atlanta Falcons,NE,0.00,0.0,0,0,0,0,0,30,316,132,448
