,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Carolina Panthers,Ari,22.00,8.0,1,0,1,0,1,20,316,24,340
1,Denver Broncos,SD,22.00,4.0,3,0,0,1,1,19,246,123,369
2,Kansas City Chiefs,@Ind,14.00,6.0,1,0,1,0,0,14,172,105,277
3,San Diego Chargers,@Den,14.00,1.0,1,0,2,0,1,27,267,57,324
4,Chicago Bears,Min,12.00,5.0,0,0,0,0,0,10,201,57,258
5,Seattle Seahawks,@NO,11.00,2.0,0,0,1,0,1,25,252,123,375
6,Detroit Lions,@Hou,9.00,3.0,1,0,0,0,0,20,164,105,269
7,Houston Texans,Det,8.00,1.0,0,0,0,0,0,13,231,58,289
8,Washington Redskins,@Cin,8.00,3.0,1,0,1,0,0,27,263,152,415
9,New Orleans Saints,Sea,7.00,1.0,1,0,0,0,0,20,285,74,359
10,Dallas Cowboys,Phi,6.00,3.0,0,0,1,0,0,23,194,97,291
11,Buffalo Bills,NE,5.00,5.0,0,0,0,0,0,41,285,72,357
12,Minnesota Vikings,@Chi,5.00,1.0,0,0,0,0,0,20,245,158,403
13,New York Jets,@Cle,5.00,1.0,2,0,0,0,0,28,339,68,407
14,Tennessee Titans,Jax,5.00,2.0,0,0,1,0,0,22,322,48,370
15,Cincinnati Bengals,Was,4.00,1.0,1,0,0,0,0,27,446,100,546
16,Philadelphia Eagles,@Dal,4.00,2.0,1,0,0,0,0,29,273,187,460
17,Tampa Bay Buccaneers,Oak,4.00,2.0,0,0,1,0,0,30,498,128,626
18,Arizona Cardinals,@Car,3.00,1.0,0,0,1,0,0,30,208,141,349
19,Atlanta Falcons,GB,3.00,3.0,0,0,0,0,0,32,223,108,331
20,Indianapolis Colts,KC,3.00,3.0,0,0,0,0,0,30,334,88,422
21,New England Patriots,@Buf,3.00,2.0,0,0,0,0,0,25,209,167,376
22,Oakland Raiders,@TB,3.00,2.0,0,0,0,0,0,24,168,102,270
23,Cleveland Browns,NYJ,2.00,2.0,0,0,0,0,0,31,222,171,393
24,Green Bay Packers,@Atl,2.00,2.0,0,0,0,0,0,33,277,90,367
25,Jacksonville Jaguars,@Ten,0.00,0.0,0,0,0,0,0,36,280,214,494
