,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Jeremy Langford, Chi",@Stl,36.00,0,0,0,0,0,0,20,73,1,0,7,109,1,0,0,0
1,"Charcandrick West, KC",@Den,30.00,0,0,0,0,0,0,24,69,1,0,3,92,1,0,0,0
2,"Adrian Peterson, Min",@Oak,29.00,0,0,0,0,0,0,26,203,1,0,2,13,0,0,0,0
3,"Matt Jones, Was",NO,27.00,0,0,0,0,0,0,11,56,0,0,3,131,1,0,0,0
4,"Lamar Miller, Mia",@Phi,21.00,0,0,0,0,0,0,16,43,0,0,6,50,1,0,0,0
5,"LeSean McCoy, Buf",@NYJ,20.00,0,0,0,0,0,0,19,112,0,0,5,47,0,0,0,0
6,"DeMarco Murray, Phi",Mia,17.00,0,0,0,0,0,0,22,61,0,0,6,58,0,0,0,0
7,"Todd Gurley, Stl",Chi,17.00,0,0,0,0,0,0,12,45,1,0,3,44,0,0,0,0
8,"Andre Ellington, Ari",@Sea,17.00,0,0,0,0,0,0,5,61,1,0,3,27,0,0,0,0
9,"Jonathan Stewart, Car",@Ten,15.00,0,0,0,0,0,0,22,91,1,0,0,0,0,0,0,0
10,"James Starks, GB",Det,15.00,0,0,0,0,0,0,15,42,0,0,6,54,0,0,0,0
11,"LeGarrette Blount, NE",@NYG,15.00,0,0,0,0,0,0,19,66,1,0,2,11,0,0,0,0
12,"Doug Martin, TB",Dal,14.00,0,0,0,0,0,0,18,63,0,0,4,40,0,0,0,0
13,"Alfred Morris, Was",NO,13.00,0,0,0,0,0,0,15,92,0,0,3,14,0,0,0,0
14,"Dexter McCluster, Ten",Car,13.00,0,0,0,0,0,0,3,25,1,0,4,27,0,0,1,0
15,"Chris Ivory, NYJ",Buf,13.00,0,0,0,0,0,0,18,99,0,0,2,36,0,0,1,0
16,"Mark Ingram, NO",@Was,12.00,0,0,0,0,0,0,5,77,0,0,3,21,0,0,0,0
17,"Ronnie Hillman, Den",KC,12.00,0,0,0,0,0,0,11,42,1,0,2,9,0,0,0,0
18,"Giovani Bernard, Cin",Hou,12.00,0,0,0,0,0,0,8,36,0,0,5,43,0,0,0,0
19,"T.J. Yeldon, Jax",@Bal,11.00,0,0,0,0,0,0,18,61,0,0,5,6,0,0,0,0
20,"Karlos Williams, Buf",@NYJ,11.00,0,0,0,0,0,0,7,24,0,0,1,26,1,0,0,0
21,"Latavius Murray, Oak",Min,11.00,0,0,0,0,0,0,12,48,0,0,5,29,0,0,0,0
22,"Ryan Mathews, Phi",Mia,11.00,0,0,0,0,0,0,7,18,1,0,2,22,0,0,0,0
23,"Marshawn Lynch, Sea",Ari,11.00,0,0,0,0,0,0,8,42,1,0,1,8,0,0,0,0
24,"Justin Forsett, Bal",Jax,10.00,0,0,0,0,0,0,14,53,0,0,4,11,0,0,0,0
25,"Kyle Juszczyk, Bal",Jax,9.00,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
