,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Jimmy Graham, NO",@TB,33.00,0,0,0,0,0,0,0,0,0,0,10,179,1,0,0,0
1,"Martellus Bennett, Chi",Min,26.00,0,0,0,0,0,0,0,0,0,0,7,76,2,0,0,0
2,"Greg Olsen, Car",@Buf,21.00,0,0,0,0,0,0,0,0,0,0,7,84,1,0,0,0
3,"Charles Clay, Mia",@Ind,21.00,0,0,0,0,0,0,1,1,1,0,5,109,0,0,0,0
4,"Antonio Gates, SD",@Phi,19.00,0,0,0,0,0,0,0,0,0,0,8,124,0,0,1,0
5,"Jermichael Finley, GB",Was,18.00,0,0,0,0,0,0,0,0,0,0,6,65,1,0,0,0
6,"Julius Thomas, Den",@NYG,16.00,0,0,0,0,0,0,0,0,0,0,6,47,1,0,0,0
7,"Coby Fleener, Ind",Mia,16.00,0,0,0,0,0,0,0,0,0,0,4,69,1,0,0,0
8,"Jordan Cameron, Cle",@Bal,14.00,0,0,0,0,0,0,0,0,0,0,5,95,0,0,0,0
9,"Kyle Rudolph, Min",@Chi,13.00,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
10,"Brandon Myers, NYG",Den,13.00,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0
11,"Clay Harbor, Jax",@Oak,12.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
12,"Jermaine Gresham, Cin",Pit,12.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
13,"Garrett Graham, Hou",Ten,12.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0
14,"Jordan Reed, Was",@GB,10.00,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0
15,"Owen Daniels, Hou",Ten,10.00,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
16,"Tyler Eifert, Cin",Pit,9.00,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0
17,"Delanie Walker, Ten",@Hou,8.00,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0
18,"Jim Dray, Ari",Det,8.00,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0
19,"Tony Gonzalez, Atl",Stl,7.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
20,"Zach Ertz, Phi",SD,7.00,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0
21,"Mychal Rivera, Oak",Jax,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
22,"Brandon Pettigrew, Det",@Ari,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
23,"David Paulson, Pit",@Cin,6.00,0,0,0,0,0,0,0,0,0,0,3,49,0,0,1,0
24,"James Hanna, Dal",@KC,6.00,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0
25,"Larry Donnell, NYG",Den,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
26,"Sean McGrath, KC",Dal,5.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
27,"Vernon Davis, SF",@Sea,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
28,"Jason Witten, Dal",@KC,4.00,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
29,"Kellen Winslow, NYJ",@NE,4.00,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0
30,"Zach Miller, Sea",SF,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
31,"Lance Kendricks, Stl",@Atl,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
32,"Anthony Fasano, KC",Dal,4.00,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
33,"Scott Chandler, Buf",Car,4.00,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0
34,"Nate Byham, TB",NO,4.00,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0
35,"Logan Paulsen, Was",@GB,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
36,"Bear Pascoe, NYG",Den,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
37,"Vance McDonald, SF",@Sea,2.00,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
38,"Dominique Jones, Ind",Mia,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
39,"Jared Cook, Stl",@Atl,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
40,"Billy Bajema, Bal",Cle,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
41,"Levine Toilolo, Atl",Stl,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
42,"Andrew Quarless, GB",Was,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
43,"Mike McNeill, Stl",@Atl,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
44,"Cory Harkey, Stl",@Atl,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
45,"Virgil Green, Den",@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
46,"Gavin Escobar, Dal",@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
47,"Fred Davis, Was",@GB,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
48,"Dallas Clark, Bal",Cle,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
49,"John Carlson, Min",@Chi,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0
