,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Antonio Brown, Pit",@Ind,32.00,0,0,0,0,0,0,0,0,0,0,5,91,3,0,0,0
1,"Michael Thomas, NO",LA,31.00,0,0,0,0,0,0,0,0,0,0,9,108,2,0,0,0
2,"Mike Evans, TB",Sea,30.00,0,0,0,0,0,0,0,0,0,0,8,104,2,0,0,0
3,"Emmanuel Sanders, Den",KC,29.00,0,0,0,0,0,0,0,0,0,0,7,162,1,0,0,0
4,"Davante Adams, GB",@Phi,28.00,0,0,0,0,0,0,0,0,0,0,5,113,2,0,0,0
5,"Odell Beckham Jr., NYG",@Cle,27.00,0,0,0,0,0,0,0,0,0,0,6,96,2,0,0,0
6,"Marquess Wilson, Chi",Ten,26.00,0,0,0,0,0,0,0,0,0,0,8,125,1,0,0,0
7,"Tyreek Hill, KC",@Den,26.00,0,0,0,0,0,0,1,3,1,0,9,52,1,0,0,0
8,"Taylor Gabriel, Atl",Ari,25.00,0,0,0,0,0,0,1,27,0,0,4,75,2,0,0,0
9,"Dontrelle Inman, SD",@Hou,23.00,0,0,0,0,0,0,0,0,0,0,6,119,1,0,0,0
10,"Ted Ginn Jr., Car",@Oak,22.00,0,0,0,0,0,0,1,13,0,0,4,115,1,0,0,0
11,"Tyrell Williams, SD",@Hou,21.00,0,0,0,0,0,0,0,0,0,0,8,70,1,0,0,0
12,"Malcolm Mitchell, NE",@NYJ,21.00,0,0,0,0,0,0,0,0,0,0,5,42,2,0,0,0
13,"DeSean Jackson, Was",@Dal,21.00,0,0,0,0,0,0,0,0,0,0,4,118,1,0,0,0
14,"Quincy Enunwa, NYJ",NE,21.00,0,0,0,0,0,0,0,0,0,0,5,109,1,0,0,0
15,"Terrelle Pryor, Cle",NYG,19.00,0,0,0,0,0,0,0,0,0,0,6,131,0,0,0,0
16,"Michael Crabtree, Oak",Car,19.00,0,0,0,0,0,0,0,0,0,0,8,110,0,0,0,0
