,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Philadelphia Eagles,Min,27.00,6.0,1,0,3,0,1,10,189,93,282
1,New York Giants,@LA,24.00,3.0,4,0,0,0,1,10,271,74,345
2,Baltimore Ravens,@NYJ,18.00,5.0,0,0,2,1,1,24,189,155,344
3,Seattle Seahawks,@Ari,18.00,4.0,0,0,0,2,0,6,311,132,443
4,Atlanta Falcons,SD,14.00,4.0,1,0,1,0,1,33,348,78,426
5,Tampa Bay Buccaneers,@SF,14.00,4.0,1,0,2,0,0,17,113,160,273
6,Chicago Bears,@GB,13.00,2.0,0,0,1,1,1,26,303,103,406
7,Denver Broncos,Hou,12.00,1.0,0,0,2,0,0,9,131,140,271
8,Green Bay Packers,Chi,12.00,1.0,2,0,0,0,0,10,120,69,189
9,Indianapolis Colts,@Ten,12.00,3.0,0,0,1,0,1,26,207,124,331
10,Kansas City Chiefs,NO,12.00,1.0,1,0,1,0,1,21,359,104,463
11,New York Jets,Bal,12.00,2.0,2,0,1,0,0,16,234,11,245
12,Arizona Cardinals,Sea,11.00,1.0,0,0,0,0,0,6,205,52,257
13,Oakland Raiders,@Jax,11.00,1.0,2,0,1,0,0,16,239,105,344
14,Cincinnati Bengals,Cle,10.00,2.0,2,0,0,0,0,17,172,180,352
15,Detroit Lions,Was,10.00,2.0,0,0,2,0,0,17,283,130,413
16,Minnesota Vikings,@Phi,9.00,0.0,2,0,2,0,0,21,138,101,239
17,Washington Redskins,@Det,7.00,3.0,0,0,0,0,0,20,250,94,344
18,Los Angeles Rams,NYG,6.00,0.0,0,0,1,0,0,17,196,36,232
19,New England Patriots,@Pit,6.00,0.0,1,0,0,0,0,16,281,94,375
20,Cleveland Browns,@Cin,5.00,3.0,0,0,1,0,0,31,288,271,559
21,Miami Dolphins,Buf,5.00,4.0,0,0,0,0,0,25,200,67,267
22,Pittsburgh Steelers,NE,5.00,0.0,0,0,2,0,0,27,222,140,362
23,San Diego Chargers,@Atl,5.00,3.0,1,0,0,0,0,30,256,130,386
24,San Francisco 49ers,TB,4.00,2.0,1,0,0,0,0,34,264,249,513
25,Tennessee Titans,Ind,2.00,2.0,0,0,0,0,0,34,341,81,422
26,Buffalo Bills,@Mia,1.00,1.0,0,0,0,0,0,28,198,256,454
27,Houston Texans,@Den,1.00,0.0,0,0,0,0,0,27,157,190,347
28,New Orleans Saints,@KC,1.00,0.0,0,0,0,0,0,27,214,112,326
29,Jacksonville Jaguars,Oak,0.00,0.0,0,0,0,0,0,33,200,144,344
