,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Buffalo Bills,@LA,20.00,4.0,2,0,1,0,1,19,243,102,345
1,Minnesota Vikings,Hou,19.00,4.0,1,0,0,0,1,13,155,59,214
2,Washington Redskins,@Bal,18.00,3.0,0,0,1,0,1,10,188,118,306
3,Arizona Cardinals,@SF,16.00,7.0,2,1,1,0,0,21,135,151,286
4,Tennessee Titans,@Mia,14.00,6.0,2,0,0,0,0,17,149,51,200
5,New England Patriots,@Cle,13.00,2.0,1,1,0,0,0,13,235,27,262
6,Atlanta Falcons,@Den,12.00,6.0,1,0,0,0,0,16,183,84,267
7,Tampa Bay Buccaneers,@Car,12.00,0.0,2,0,2,0,0,14,278,136,414
8,Green Bay Packers,NYG,10.00,4.0,0,0,1,0,0,16,178,43,221
9,Oakland Raiders,SD,10.00,2.0,2,0,2,0,0,31,351,72,423
10,Pittsburgh Steelers,NYJ,10.00,3.0,0,0,0,0,0,13,244,72,316
11,Baltimore Ravens,Was,9.00,1.0,1,0,1,0,0,16,250,60,310
12,Dallas Cowboys,Cin,8.00,4.0,0,0,0,0,0,14,249,96,345
13,Detroit Lions,Phi,8.00,3.0,1,0,1,0,0,23,230,116,346
14,Miami Dolphins,Ten,8.00,0.0,0,0,0,1,1,30,163,235,398
15,Philadelphia Eagles,@Det,7.00,4.0,0,0,1,0,0,24,164,80,244
16,Carolina Panthers,TB,6.00,2.0,0,0,0,0,0,17,202,113,315
17,Chicago Bears,@Ind,5.00,5.0,0,0,0,0,0,29,298,98,396
18,Denver Broncos,Atl,5.00,2.0,0,0,1,0,0,23,250,122,372
19,New York Giants,@GB,5.00,0.0,2,0,0,0,0,23,259,147,406
20,San Diego Chargers,@Oak,5.00,3.0,1,0,0,0,0,34,300,89,389
21,Los Angeles Rams,Buf,4.00,2.0,0,0,0,1,0,30,112,193,305
22,Cincinnati Bengals,@Dal,3.00,1.0,0,0,1,0,0,28,222,180,402
23,Indianapolis Colts,Chi,3.00,0.0,0,0,1,0,0,23,397,125,522
24,New York Jets,@Pit,3.00,1.0,0,0,1,0,0,31,375,61,436
25,Houston Texans,@Min,2.00,2.0,0,0,0,0,0,31,255,96,351
26,Cleveland Browns,NE,1.00,1.0,0,0,0,0,0,33,403,98,501
27,San Francisco 49ers,Ari,1.00,1.0,0,0,0,0,0,33,116,172,288
