,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Jacksonville Jaguars,TB,33.00,3.0,3,0,4,0,2,14,170,110,280
1,Detroit Lions,Min,28.00,4.0,3,0,3,0,2,28,156,269,425
2,Philadelphia Eagles,@Mia,24.00,9.0,1,1,2,0,0,10,95,109,204
3,Green Bay Packers,Oak,21.00,1.0,4,0,1,0,1,16,240,117,357
4,San Diego Chargers,Buf,20.00,1.0,3,0,0,0,1,10,185,96,281
5,Seattle Seahawks,Stl,20.00,3.0,1,0,0,1,1,13,167,114,281
6,Chicago Bears,@Den,18.00,5.0,1,0,1,1,0,13,221,124,345
7,Cincinnati Bengals,Hou,17.00,5.0,1,0,3,0,0,20,268,144,412
8,Pittsburgh Steelers,Cle,17.00,3.0,2,0,0,0,0,3,206,98,304
9,New York Jets,KC,16.00,5.0,1,1,0,0,0,10,156,65,221
10,Baltimore Ravens,Ind,13.00,4.0,1,0,0,0,0,10,117,50,167
11,Denver Broncos,Chi,13.00,4.0,0,0,1,0,0,10,86,159,245
12,New England Patriots,@Was,13.00,2.0,1,0,1,0,1,27,293,170,463
13,Buffalo Bills,@SD,12.00,2.0,0,0,1,1,1,37,216,150,366
14,Cleveland Browns,@Pit,12.00,2.0,1,0,2,0,0,14,269,147,416
15,Miami Dolphins,Phi,11.00,4.0,1,0,1,1,0,26,188,51,239
16,Oakland Raiders,@GB,10.00,4.0,1,1,0,1,0,46,255,136,391
17,Arizona Cardinals,SF,9.00,5.0,0,0,0,0,0,19,143,90,233
18,Houston Texans,@Cin,9.00,1.0,0,0,2,0,0,19,184,101,285
19,New York Giants,@Dal,9.00,3.0,0,1,1,1,0,34,305,139,444
20,San Francisco 49ers,@Ari,9.00,2.0,2,0,1,0,0,21,270,55,325
21,Atlanta Falcons,@Car,7.00,2.0,2,0,0,0,0,23,259,157,416
22,Indianapolis Colts,@Bal,7.00,2.0,1,0,1,0,0,24,212,146,358
23,New Orleans Saints,@Ten,6.00,2.0,0,0,0,0,0,17,314,59,373
24,Carolina Panthers,Atl,5.00,3.0,0,1,0,0,0,31,308,86,394
25,Kansas City Chiefs,@NYJ,5.00,3.0,0,0,1,0,0,37,155,159,314
26,Minnesota Vikings,@Det,5.00,5.0,0,0,0,0,0,34,208,72,280
27,Tampa Bay Buccaneers,@Jax,5.00,1.0,2,0,0,0,0,41,209,116,325
28,St. Louis Rams,@Sea,4.00,2.0,0,0,1,0,0,30,214,145,359
29,Tennessee Titans,NO,3.00,2.0,0,0,0,0,0,22,323,114,437
30,Washington Redskins,NE,3.00,1.0,1,0,0,0,0,34,352,79,431
31,Dallas Cowboys,NYG,2.00,0.0,1,0,0,0,0,37,400,110,510
