,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Eli Manning, NYG",@Phi,34.00,23,16,254,4,0,0,3,-3,0,0,0,0,0,0,0,0
1,"Joe Flacco, Bal",@Stl,34.00,48,27,389,3,0,0,8,27,0,0,0,0,0,0,1,0
2,"Drew Brees, NO",Hou,32.00,44,31,370,3,2,2,4,-1,0,0,0,0,0,0,0,0
3,"Tom Brady, NE",@Buf,31.00,45,30,387,4,4,0,1,5,0,0,0,0,0,0,0,0
4,"Matt Schaub, Hou",@NO,30.00,39,22,373,3,1,0,0,0,0,0,0,0,0,0,0,0
5,"Mark Sanchez, NYJ",@Oak,30.00,44,27,369,2,1,0,2,2,1,0,0,0,0,0,0,0
6,"Matthew Stafford, Det",@Min,27.00,46,32,378,2,0,0,1,-1,0,0,0,0,0,0,0,0
7,"Aaron Rodgers, GB",@Chi,27.00,38,28,297,3,1,0,1,3,0,0,0,0,0,0,0,0
8,"Matt Hasselbeck, Ten",Den,23.00,36,27,311,2,0,0,2,-2,0,0,0,0,0,0,1,0
9,"Ryan Fitzpatrick, Buf",NE,22.00,40,27,369,2,2,0,4,-6,0,0,0,0,0,0,0,0
10,"Jay Cutler, Chi",GB,21.00,37,21,302,2,2,0,3,11,0,0,0,0,0,0,0,0
11,"Colt McCoy, Cle",Mia,18.00,39,19,210,2,1,0,2,-2,0,0,0,0,0,0,0,0
12,"Ben Roethlisberger, Pit",@Ind,17.00,37,25,364,1,1,0,5,15,0,0,0,0,0,0,2,0
13,"Matt Cassel, KC",@SD,17.00,24,17,176,2,1,0,1,1,0,0,0,0,0,0,0,0
14,"Matt Ryan, Atl",@TB,16.00,47,26,330,1,1,0,1,12,0,0,0,0,0,0,2,0
15,"Cam Newton, Car",Jax,16.00,34,18,158,1,0,1,7,27,0,0,0,0,0,0,0,0
16,"Chad Henne, Mia",@Cle,16.00,29,19,255,1,1,0,4,26,0,0,0,0,0,0,0,0
17,"Donovan McNabb, Min",Det,15.00,36,22,211,1,0,0,2,11,0,0,0,0,0,0,0,0
18,"Kyle Orton, Den",@Ten,14.00,39,24,173,2,2,0,0,0,0,0,0,0,0,0,0,0
19,"Kevin Kolb, Ari",@Sea,13.00,39,25,252,1,2,0,3,16,0,0,0,0,0,0,0,0
20,"Rex Grossman, Was",@Dal,13.00,37,22,250,1,1,0,1,6,0,0,0,0,0,0,1,0
21,"Tarvaris Jackson, Sea",Ari,12.00,31,18,171,0,1,0,4,20,1,0,0,0,0,0,0,0
22,"Josh Freeman, TB",Atl,12.00,32,22,180,0,2,0,10,35,1,0,0,0,0,0,0,0
23,"Sam Bradford, Stl",Bal,11.00,32,16,166,1,1,0,3,22,0,0,0,0,0,0,1,0
24,"Blaine Gabbert, Jax",@Car,9.00,21,12,139,1,1,0,4,2,0,0,0,0,0,0,0,0
25,"Michael Vick, Phi",NYG,8.00,23,16,176,0,1,0,7,31,0,0,0,0,0,0,0,0
26,"Alex Smith, SF",@Cin,8.00,30,20,201,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Tony Romo, Dal",Was,8.00,36,22,255,0,1,0,2,-1,0,0,0,0,0,0,0,0
28,"Jason Campbell, Oak",NYJ,7.00,27,18,156,0,0,0,3,10,0,0,0,0,0,0,0,0
29,"Philip Rivers, SD",KC,6.00,38,24,266,0,2,0,3,-2,0,0,0,0,0,0,0,0
30,"Kerry Collins, Ind",Pit,3.00,29,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Andy Dalton, Cin",SF,2.00,32,17,157,0,2,0,1,5,0,0,0,0,0,0,0,0
32,"Curtis Painter, Ind",Pit,1.00,11,5,60,0,0,0,0,0,0,0,0,0,0,0,1,0
33,"Mike Kafka, Phi",NYG,-3.00,7,4,35,0,2,0,0,0,0,0,0,0,0,0,0,0
