,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Rob Gronkowski, NE",KC,25.00,0,0,0,0,0,0,0,0,0,0,4,96,2,0,0,0
1,"Kellen Winslow, TB",@GB,22.00,0,0,0,0,0,0,0,0,0,0,9,132,0,0,0,0
2,"Tony Gonzalez, Atl",Ten,18.00,0,0,0,0,0,0,0,0,0,0,5,74,1,0,0,0
3,"Jason Witten, Dal",@Was,17.00,0,0,0,0,0,0,0,0,0,0,3,85,1,0,0,0
4,"Vernon Davis, SF",Ari,17.00,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
5,"Antonio Gates, SD",@Chi,16.00,0,0,0,0,0,0,0,0,0,0,4,63,1,0,0,0
6,"Charles Clay, Mia",Buf,16.00,0,0,0,0,0,0,0,0,0,0,4,69,1,0,0,0
7,"Brandon Pettigrew, Det",Car,13.00,0,0,0,0,0,0,0,0,0,0,4,37,1,0,0,0
8,"Marcedes Lewis, Jax",@Cle,13.00,0,0,0,0,0,0,0,0,0,0,7,64,0,0,0,0
9,"Scott Chandler, Buf",@Mia,12.00,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0
10,"Brent Celek, Phi",@NYG,12.00,0,0,0,0,0,0,0,0,0,0,6,60,0,0,0,0
11,"Tony Scheffler, Det",Car,10.00,0,0,0,0,0,0,0,0,0,0,2,24,1,0,0,0
12,"Fred Davis, Was",Dal,10.00,0,0,0,0,0,0,0,0,0,0,6,52,0,0,1,0
13,"Jared Cook, Ten",@Atl,10.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
14,"Kyle Rudolph, Min",Oak,9.00,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0
15,"Dustin Keller, NYJ",@Den,9.00,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0
16,"Aaron Hernandez, NE",KC,8.00,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
17,"Anthony Fasano, Mia",Buf,8.00,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0
18,"Tom Crabtree, GB",TB,8.00,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0
19,"Kevin Boss, Oak",@Min,8.00,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0
20,"Jermaine Gresham, Cin",@Bal,7.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
21,"Kellen Davis, Chi",SD,7.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
22,"Visanthe Shiancoe, Min",Oak,6.00,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0
23,"Martellus Bennett, Dal",@Was,6.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
24,"Leonard Pope, KC",@NE,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
25,"Greg Olsen, Car",@Det,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
26,"Jake O'Connell, KC",@NE,5.00,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0
27,"Brandon Myers, Oak",@Min,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
28,"Lance Kendricks, Stl",Sea,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
29,"Jermichael Finley, GB",TB,4.00,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
30,"Ed Dickson, Bal",Cin,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
31,"Benjamin Watson, Cle",Jax,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
32,"Logan Paulsen, Was",Dal,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
33,"Matt Spaeth, Chi",SD,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
34,"Dante Rosario, Den",NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
35,"Michael Palmer, Atl",Ten,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
36,"Zach Miller, Sea",@Stl,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
37,"Will Heller, Det",Car,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
38,"Jake Ballard, NYG",Phi,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
39,"Luke Stocker, TB",@GB,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,"Stephen Spach, Stl",Sea,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
41,"John Phillips, Dal",@Was,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
42,"Clay Harbor, Phi",@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
43,"Colin Cochart, Cin",@Bal,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
