,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New York Jets,Buf,28.00,3.0,4,0,2,0,1,7,125,37,162
1,Dallas Cowboys,@Phi,26.00,5.0,3,0,1,0,1,13,123,121,244
2,Oakland Raiders,@KC,24.00,7.0,2,0,0,0,1,10,86,115,201
3,San Francisco 49ers,Ari,23.00,6.0,2,0,0,0,1,7,201,78,279
4,New England Patriots,Mia,22.00,5.0,1,0,1,0,1,7,206,44,250
5,Atlanta Falcons,Car,20.00,3.0,1,0,1,0,1,10,154,137,291
6,Green Bay Packers,Chi,20.00,6.0,2,0,0,0,0,3,117,110,227
7,Baltimore Ravens,Cin,17.00,0.0,2,0,3,0,0,7,305,90,395
8,Pittsburgh Steelers,@Cle,17.00,4.0,3,0,0,0,0,9,182,43,225
9,Tampa Bay Buccaneers,@NO,16.00,3.0,1,0,2,0,0,13,199,106,305
10,Cincinnati Bengals,@Bal,15.00,4.0,1,0,1,0,0,13,101,98,199
11,Minnesota Vikings,@Det,15.00,1.0,1,0,1,0,1,20,250,107,357
12,Seattle Seahawks,Stl,15.00,3.0,1,0,0,0,0,6,137,47,184
13,New York Giants,@Was,14.00,2.0,1,0,3,0,0,14,318,67,385
14,Chicago Bears,@GB,13.00,2.0,1,0,1,0,0,10,224,60,284
15,Denver Broncos,SD,13.00,5.0,1,0,0,0,1,33,283,164,447
16,Detroit Lions,Min,12.00,3.0,1,0,0,0,0,13,137,74,211
17,Houston Texans,Jax,10.00,2.0,1,0,1,0,0,17,124,198,322
18,Buffalo Bills,@NYJ,9.00,1.0,1,0,0,0,1,38,112,276,388
19,New Orleans Saints,TB,8.00,3.0,0,0,2,0,0,23,233,84,317
20,Philadelphia Eagles,Dal,8.00,2.0,0,0,1,0,0,14,113,159,272
21,Indianapolis Colts,Ten,7.00,1.0,0,0,1,0,0,20,290,51,341
22,San Diego Chargers,@Den,7.00,3.0,2,0,0,0,0,28,191,146,337
23,Kansas City Chiefs,Oak,6.00,4.0,0,0,1,0,0,31,135,209,344
24,St. Louis Rams,@Sea,6.00,0.0,0,0,1,0,0,16,192,141,333
25,Washington Redskins,NYG,6.00,0.0,1,0,0,0,0,17,243,82,325
26,Tennessee Titans,@Ind,4.00,1.0,0,0,1,0,0,23,257,101,358
27,Carolina Panthers,@Atl,3.00,1.0,0,0,1,0,0,31,253,99,352
28,Arizona Cardinals,@SF,2.00,2.0,0,0,0,0,0,38,262,100,362
29,Cleveland Browns,Pit,2.00,2.0,0,0,0,0,0,41,318,100,418
30,Miami Dolphins,@NE,2.00,0.0,0,0,1,0,0,38,321,181,502
31,Jacksonville Jaguars,@Hou,0.00,0.0,0,0,0,0,0,34,253,244,497
