,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,New England Patriots,@NYJ,28.00,2.0,1,0,4,0,2,19,286,119,405
1,St. Louis Rams,@Ari,26.00,2.0,4,0,0,0,2,17,301,74,375
2,San Francisco 49ers,@NO,22.00,5.0,2,0,0,0,2,21,231,59,290
3,Cleveland Browns,Pit,21.00,1.0,3,0,5,0,0,14,193,49,242
4,Chicago Bears,Min,17.00,2.0,1,0,2,1,0,10,144,114,258
5,Indianapolis Colts,Buf,17.00,2.0,1,0,0,0,1,13,169,135,304
6,New York Giants,GB,16.00,5.0,1,0,1,0,0,10,201,116,317
7,Pittsburgh Steelers,@Cle,16.00,4.0,1,0,0,0,1,20,130,108,238
8,Cincinnati Bengals,Oak,15.00,4.0,1,0,1,0,0,10,119,99,218
9,Baltimore Ravens,@SD,13.00,6.0,0,0,0,0,0,13,189,91,280
10,Buffalo Bills,@Ind,12.00,4.0,1,0,1,0,0,20,225,87,312
11,Denver Broncos,@KC,11.00,2.0,1,0,0,0,0,9,116,148,264
12,Seattle Seahawks,@Mia,10.00,1.0,1,0,0,0,1,24,246,189,435
13,Tennessee Titans,@Jax,10.00,7.0,1,0,0,0,0,24,221,100,321
14,Jacksonville Jaguars,Ten,9.00,1.0,2,0,0,0,0,19,250,110,360
15,San Diego Chargers,Bal,9.00,5.0,0,0,0,0,0,16,316,127,443
16,Carolina Panthers,@Phi,8.00,1.0,0,0,3,0,0,22,107,204,311
17,Kansas City Chiefs,Den,8.00,2.0,1,0,0,0,0,17,273,95,368
18,Washington Redskins,@Dal,8.00,2.0,2,0,1,0,0,31,423,35,458
19,Minnesota Vikings,@Chi,7.00,1.0,1,0,1,1,0,28,183,113,296
20,New Orleans Saints,SF,6.00,0.0,1,0,1,1,0,31,231,144,375
21,Tampa Bay Buccaneers,Atl,6.00,1.0,1,0,1,0,0,24,345,79,424
22,Dallas Cowboys,Was,5.00,3.0,1,0,0,0,0,38,288,149,437
23,Houston Texans,@Det,5.00,3.0,0,0,1,0,0,31,419,106,525
24,Arizona Cardinals,Stl,4.00,2.0,1,0,0,0,0,31,194,173,367
25,Detroit Lions,Hou,4.00,2.0,1,0,0,0,0,34,296,205,501
26,New York Jets,NE,4.00,0.0,0,1,1,0,0,49,323,152,475
27,Atlanta Falcons,@TB,3.00,2.0,0,0,0,0,0,23,276,50,326
28,Miami Dolphins,Sea,3.00,2.0,0,0,0,0,0,21,216,96,312
29,Oakland Raiders,@Cin,2.00,2.0,0,0,0,0,0,34,194,221,415
30,Philadelphia Eagles,Car,2.00,2.0,0,0,0,0,0,30,289,109,398
31,Green Bay Packers,@NYG,1.00,1.0,0,0,0,0,0,38,243,147,390
