,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,San Diego Chargers,Ten,18.00,0.0,2,0,1,0,2,35,313,80,393
1,Baltimore Ravens,Pit,16.00,2.0,1,0,0,1,1,14,241,36,277
2,Kansas City Chiefs,Jax,14.00,2.0,1,0,3,0,0,14,244,205,449
3,Miami Dolphins,NYJ,14.00,3.0,2,0,0,0,1,23,191,140,331
4,Carolina Panthers,@LA,13.00,4.0,1,0,0,0,0,10,280,59,339
5,Indianapolis Colts,@GB,12.00,3.0,1,0,0,0,1,26,289,116,405
6,Los Angeles Rams,Car,12.00,5.0,0,0,0,0,0,13,185,59,244
7,Dallas Cowboys,@Cle,11.00,4.0,0,0,0,0,0,10,177,45,222
8,New Orleans Saints,@SF,10.00,1.0,1,0,3,0,0,23,393,93,486
9,Oakland Raiders,Den,10.00,2.0,1,0,1,0,0,20,266,33,299
10,New York Giants,Phi,9.00,2.0,2,0,0,1,0,23,347,96,443
11,Detroit Lions,@Min,8.00,2.0,0,0,0,1,0,16,259,78,337
12,Seattle Seahawks,Buf,8.00,5.0,1,0,0,0,0,25,263,162,425
13,Atlanta Falcons,@TB,6.00,2.0,0,0,2,0,0,28,326,70,396
14,Buffalo Bills,@Sea,6.00,4.0,0,0,0,1,0,31,245,33,278
15,Green Bay Packers,Ind,6.00,2.0,2,0,0,0,0,31,270,85,355
16,Jacksonville Jaguars,@KC,6.00,2.0,0,0,0,0,0,19,169,62,231
17,Pittsburgh Steelers,@Bal,6.00,3.0,1,0,0,0,0,21,224,50,274
18,Philadelphia Eagles,@NYG,5.00,1.0,2,0,0,0,0,28,248,54,302
19,Minnesota Vikings,Det,4.00,1.0,1,0,0,0,0,22,214,97,311
20,Tampa Bay Buccaneers,Atl,4.00,2.0,0,0,1,0,0,43,325,136,461
21,Denver Broncos,@Oak,2.00,2.0,0,0,0,0,0,30,179,218,397
22,New York Jets,@Mia,2.00,1.0,0,0,0,0,0,27,137,137,274
23,San Francisco 49ers,NO,1.00,1.0,0,0,0,0,0,41,323,248,571
24,Tennessee Titans,@SD,1.00,1.0,0,0,0,0,0,43,268,208,476
25,Cleveland Browns,Dal,0.00,0.0,0,0,0,0,0,35,255,168,423
