,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Detroit Lions,KC,24.00,2.0,3,0,3,0,0,3,116,151,267
1,New York Jets,Jax,22.00,2.0,4,1,0,0,0,3,91,112,203
2,New York Giants,Stl,16.00,2.0,0,0,2,0,1,16,308,59,367
3,Tennessee Titans,Bal,16.00,3.0,2,0,1,0,0,13,184,45,229
4,Houston Texans,@Mia,15.00,2.0,1,0,1,1,0,13,153,153,306
5,New Orleans Saints,Chi,15.00,6.0,0,0,1,0,0,13,186,60,246
6,Pittsburgh Steelers,Sea,15.00,5.0,0,0,0,0,0,0,133,31,164
7,Green Bay Packers,@Car,13.00,4.0,3,0,1,0,0,23,404,71,475
8,New England Patriots,SD,11.00,2.0,2,0,2,0,0,21,372,98,470
9,Cleveland Browns,@Ind,10.00,2.0,1,0,1,0,0,19,176,109,285
10,Dallas Cowboys,@SF,9.00,6.0,1,0,0,0,0,24,132,74,206
11,Arizona Cardinals,@Was,8.00,1.0,2,0,0,1,0,22,283,172,455
12,Philadelphia Eagles,@Atl,8.00,4.0,2,0,0,0,0,35,180,138,318
13,Tampa Bay Buccaneers,@Min,8.00,2.0,0,0,1,0,0,20,212,186,398
14,Washington Redskins,Ari,8.00,3.0,1,0,1,0,0,21,231,93,324
15,Cincinnati Bengals,@Den,7.00,2.0,0,0,2,0,0,24,187,131,318
16,Atlanta Falcons,Phi,6.00,0.0,1,0,2,0,0,31,314,133,447
17,San Francisco 49ers,Dal,6.00,1.0,2,0,0,0,0,27,427,45,472
18,Jacksonville Jaguars,@NYJ,5.00,1.0,2,0,0,0,0,32,182,101,283
19,Minnesota Vikings,TB,5.00,2.0,1,0,0,0,0,24,230,105,335
20,Oakland Raiders,@Buf,5.00,1.0,1,0,0,1,0,38,258,223,481
21,St. Louis Rams,@NYG,5.00,3.0,1,0,0,0,0,28,204,119,323
22,Buffalo Bills,Oak,4.00,0.0,1,0,1,0,0,35,323,131,454
23,Indianapolis Colts,Cle,4.00,1.0,0,0,1,0,0,27,197,106,303
24,Miami Dolphins,Hou,4.00,3.0,0,0,0,0,0,23,207,138,345
25,Baltimore Ravens,@Ten,3.00,0.0,1,0,0,0,0,26,358,74,432
26,Carolina Panthers,GB,3.00,1.0,0,0,1,0,0,30,295,124,419
27,Chicago Bears,@NO,3.00,1.0,0,0,1,0,0,30,264,118,382
28,Denver Broncos,Cin,3.00,2.0,0,0,0,0,0,22,310,72,382
29,Seattle Seahawks,@Pit,3.00,2.0,0,0,0,0,0,24,297,124,421
30,Kansas City Chiefs,@Det,2.00,0.0,1,0,0,0,0,48,322,89,411
31,San Diego Chargers,@NE,2.00,2.0,0,0,0,0,0,35,410,94,504
