,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Denver Broncos,@Jax,20.00,1.0,2,0,1,0,1,10,179,154,333
1,Baltimore Ravens,Mia,18.00,2.0,3,0,0,0,0,6,215,62,277
2,Chicago Bears,SF,18.00,6.0,0,1,0,0,0,6,6,141,147
3,New England Patriots,LA,15.00,4.0,2,0,0,0,0,10,126,36,162
4,Detroit Lions,@NO,14.00,1.0,3,0,0,0,0,13,319,50,369
5,Indianapolis Colts,@NYJ,14.00,1.0,3,0,0,0,0,10,214,36,250
6,Tampa Bay Buccaneers,@SD,13.00,2.0,2,0,0,0,1,21,211,119,330
7,Kansas City Chiefs,@Atl,12.00,2.0,1,0,0,0,1,28,290,128,418
8,Pittsburgh Steelers,NYG,12.00,2.0,2,1,0,0,0,14,178,56,234
9,Cincinnati Bengals,Phi,11.00,1.0,3,0,0,0,0,14,306,53,359
10,Green Bay Packers,Hou,11.00,2.0,0,0,1,0,0,13,184,123,307
11,Minnesota Vikings,Dal,11.00,3.0,0,0,2,0,0,17,124,140,264
12,Seattle Seahawks,Car,11.00,0.0,1,0,1,0,0,7,182,89,271
13,Dallas Cowboys,@Min,9.00,3.0,0,0,1,0,0,15,231,87,318
14,Oakland Raiders,Buf,9.00,4.0,1,0,1,0,0,24,170,212,382
15,Arizona Cardinals,Was,7.00,2.0,1,0,1,0,0,23,246,87,333
16,New York Giants,@Pit,7.00,2.0,1,0,1,0,0,24,272,117,389
17,Jacksonville Jaguars,Den,6.00,2.0,0,0,0,0,0,20,102,104,206
18,Atlanta Falcons,KC,5.00,1.0,0,0,1,1,0,29,266,123,389
19,Carolina Panthers,@Sea,5.00,3.0,1,0,0,0,0,40,294,240,534
20,Houston Texans,@GB,4.00,1.0,0,0,1,0,0,21,200,109,309
21,Miami Dolphins,@Bal,4.00,0.0,1,0,1,0,0,38,386,110,496
22,Philadelphia Eagles,@Cin,4.00,0.0,0,0,2,0,0,32,332,80,412
23,San Francisco 49ers,@Chi,4.00,1.0,0,0,1,0,0,26,184,142,326
24,New York Jets,Ind,3.00,1.0,0,0,1,0,0,41,282,139,421
25,San Diego Chargers,TB,3.00,1.0,1,0,0,0,0,28,268,81,349
26,New Orleans Saints,Det,2.00,2.0,0,0,0,0,0,28,337,85,422
27,Washington Redskins,@Ari,2.00,2.0,0,0,0,0,0,31,281,88,369
28,Los Angeles Rams,@NE,1.00,0.0,0,0,0,0,0,26,269,133,402
29,Buffalo Bills,@Oak,0.00,0.0,0,0,0,0,0,38,260,139,399
