,Player,Opp,Pts,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
0,"Kirk Cousins, Was",TB,36.00,40,33,317,3,0,0,3,15,1,0,0,0,0,0,1,0
1,"Ryan Tannehill, Mia",Hou,35.00,19,18,282,4,0,0,1,3,0,0,0,0,0,0,0,0
2,"Tom Brady, NE",NYJ,33.00,54,34,355,2,0,0,4,15,1,0,0,0,0,0,0,0
3,"Philip Rivers, SD",Oak,31.00,58,38,336,3,2,2,0,0,0,0,0,0,0,0,0,0
4,"Andrew Luck, Ind",NO,29.00,44,23,333,3,2,0,3,27,0,0,0,0,0,0,0,0
5,"Derek Carr, Oak",@SD,29.00,31,24,289,3,0,0,2,3,0,0,0,0,0,0,0,0
6,"Brian Hoyer, Hou",@Mia,26.00,49,23,273,3,1,0,0,0,0,0,0,0,0,0,0,0
7,"Ryan Fitzpatrick, NYJ",@NE,24.00,39,22,295,2,0,0,5,29,0,0,0,0,0,0,1,0
8,"Jameis Winston, TB",@Was,23.00,29,21,297,2,0,0,1,5,0,0,0,0,0,0,0,0
9,"Carson Palmer, Ari",Bal,23.00,29,20,275,2,0,0,2,2,0,0,0,0,0,0,0,0
10,"Teddy Bridgewater, Min",@Det,23.00,35,25,316,2,0,0,3,1,0,0,0,0,0,0,1,0
11,"Matthew Stafford, Det",Min,22.00,26,18,256,2,0,0,1,5,0,0,0,0,0,0,0,0
12,"E.J. Manuel, Buf",@Jax,21.00,42,24,298,2,2,0,8,38,0,0,0,0,0,0,1,0
13,"Blake Bortles, Jax",Buf,17.00,29,13,182,2,1,0,5,-3,0,0,0,0,0,0,0,0
14,"Alex Smith, KC",Pit,16.00,32,21,251,1,0,0,3,5,0,0,0,0,0,0,0,0
15,"Joe Flacco, Bal",@Ari,16.00,40,26,252,1,1,1,0,0,0,0,0,0,0,0,0,0
16,"Cam Newton, Car",Phi,15.00,24,14,197,1,3,0,4,20,1,0,0,0,0,0,0,0
17,"Drew Brees, NO",@Ind,14.00,44,28,255,1,1,0,4,-4,0,0,0,0,0,0,0,0
18,"Russell Wilson, Sea",@SF,13.00,24,18,235,1,2,0,7,20,0,0,0,0,0,0,0,0
19,"Matt Ryan, Atl",@Ten,12.00,38,22,251,1,2,0,2,-3,0,0,0,0,0,0,0,0
20,"Josh McCown, Cle",@Stl,10.00,32,26,270,0,0,0,4,21,0,0,0,0,0,0,2,0
21,"Zach Mettenberger, Ten",Atl,9.00,35,22,187,1,2,0,1,0,0,0,0,0,0,0,0,0
22,"Landry Jones, Pit",@KC,9.00,29,16,209,1,2,0,1,-2,0,0,0,0,0,0,1,0
23,"Matt Cassel, Dal",@NYG,9.00,27,17,227,1,3,0,1,4,0,0,0,0,0,0,0,0
24,"Eli Manning, NYG",Dal,6.00,24,13,170,0,0,0,4,-4,0,0,0,0,0,0,0,0
25,"Nick Foles, Stl",Cle,6.00,23,15,163,0,0,0,2,-2,0,0,0,0,0,0,0,0
26,"Sam Bradford, Phi",@Car,6.00,46,26,205,0,1,0,3,6,0,0,0,0,0,0,0,0
27,"Colin Kaepernick, SF",Sea,4.00,24,13,124,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Luke McCown, NO",@Ind,1.00,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Johnny Manziel, Cle",@Stl,1.00,5,4,27,0,0,0,1,5,0,0,0,0,0,0,0,0
30,"Matt Moore, Mia",Hou,0.00,1,1,14,0,0,0,3,-2,0,0,0,0,0,0,0,0
